time,Boston,pts.away,score,pts.home,Indiana
2:40.0,I. Thomas misses 2-pt shot from 4 ft,,81-88,,
2:39.0,,,81-88,,Defensive rebound by P. George
2:29.0,,,81-88,,J. Hill misses 2-pt shot from 19 ft
2:28.0,,,81-88,,Offensive rebound by M. Ellis
2:27.0,,,81-88,,Indiana full timeout
2:13.0,,,81-91,3,P. George makes 3-pt shot from 24 ft (assist by M. Ellis)
1:58.0,A. Bradley misses 3-pt shot from 23 ft,,81-91,,
1:57.0,Offensive rebound by M. Smart,,81-91,,
1:57.0,M. Smart makes 2-pt shot from 1 ft,2,83-91,,
1:42.0,,,83-93,2,P. George makes 2-pt shot from 2 ft (assist by L. Allen)
1:42.0,Boston full timeout,,83-93,,
1:42.0,E. Turner enters the game for M. Smart,,83-93,,
1:39.0,Shooting foul by P. George (drawn by J. Jerebko),,83-93,,
1:39.0,J. Jerebko misses free throw 1 of 2,,83-93,,
1:39.0,Offensive rebound by Team,,83-93,,
1:39.0,J. Jerebko makes free throw 2 of 2,1,84-93,,
1:24.0,,,84-95,2,J. Hill makes 2-pt shot from 3 ft (assist by M. Ellis)
1:18.0,Shooting foul by J. Hill (drawn by J. Sullinger),,84-95,,
1:18.0,J. Sullinger makes free throw 1 of 2,1,85-95,,
1:18.0,J. Sullinger makes free throw 2 of 2,1,86-95,,
1:03.0,,,86-95,,L. Allen misses 2-pt shot from 5 ft
1:02.0,,,86-95,,Offensive rebound by J. Hill
1:02.0,,,86-97,2,J. Hill makes 2-pt shot from 1 ft
0:55.0,J. Jerebko makes 2-pt shot from 1 ft,2,88-97,,
0:49.0,Personal foul by I. Thomas,,88-97,,
0:49.0,,,88-98,1,G. Hill makes free throw 1 of 2
0:49.0,,,88-99,1,G. Hill makes free throw 2 of 2
0:41.0,J. Sullinger makes 3-pt shot from 26 ft (assist by E. Turner),3,91-99,,
0:41.0,,,91-99,,Indiana full timeout
0:41.0,,,91-99,,S. Hill enters the game for J. Hill
0:41.0,,,91-99,,Indiana full timeout
0:40.0,Personal take foul by E. Turner,,91-99,,
0:40.0,,,91-99,,L. Allen misses free throw 1 of 2
0:40.0,,,91-99,,Offensive rebound by Team
0:40.0,,,91-99,,L. Allen misses free throw 2 of 2
0:39.0,Defensive rebound by J. Sullinger,,91-99,,
0:30.0,E. Turner misses 2-pt shot at rim,,91-99,,
0:30.0,Offensive rebound by E. Turner,,91-99,,
0:30.0,E. Turner misses 2-pt shot at rim,,91-99,,
0:29.0,Offensive rebound by E. Turner,,91-99,,
0:29.0,E. Turner makes 2-pt shot at rim,2,93-99,,
0:29.0,Personal foul by I. Thomas,,93-99,,
0:29.0,,,93-99,,G. Hill misses free throw 1 of 2
0:29.0,,,93-99,,Offensive rebound by Team
0:29.0,,,93-99,,R. Stuckey enters the game for L. Allen
0:29.0,,,93-99,,G. Hill misses free throw 2 of 2
0:29.0,Defensive rebound by J. Sullinger,,93-99,,
0:28.0,Boston full timeout,,93-99,,
0:28.0,,,93-99,,I. Mahinmi enters the game for R. Stuckey
0:22.0,J. Sullinger misses 3-pt shot from 26 ft,,93-99,,
0:21.0,,,93-99,,Defensive rebound by Team
0:19.0,Personal take foul by A. Bradley,,93-99,,
0:19.0,,,93-100,1,G. Hill makes free throw 1 of 2
0:19.0,,,93-101,1,G. Hill makes free throw 2 of 2
0:15.0,J. Sullinger makes 2-pt shot from 1 ft (assist by E. Turner),2,95-101,,
0:13.0,Personal foul by A. Bradley,,95-101,,
0:13.0,,,95-102,1,M. Ellis makes free throw 1 of 2
0:13.0,,,95-103,1,M. Ellis makes free throw 2 of 2
0:08.0,I. Thomas misses 3-pt shot from 26 ft,,95-103,,
0:05.0,Offensive rebound by Team,,95-103,,
0:01.0,I. Thomas makes 3-pt shot from 24 ft,3,98-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
