time,Boston,pts.away,score,pts.home,Chicago
5:22.0,,,81-88,1,J. Butler makes free throw 2 of 2
5:08.0,I. Thomas misses 3-pt shot from 25 ft,,81-88,,
5:07.0,,,81-88,,Defensive rebound by P. Gasol
4:50.0,,,81-88,,Turnover by P. Gasol (bad pass; steal by I. Thomas)
4:45.0,Turnover by I. Thomas (lost ball),,81-88,,
4:38.0,,,81-88,,D. McDermott misses 2-pt shot from 6 ft
4:37.0,Defensive rebound by K. Olynyk,,81-88,,
4:35.0,Turnover by E. Turner (lost ball),,81-88,,
4:23.0,,,81-90,2,D. Rose makes 2-pt shot from 1 ft
4:03.0,I. Thomas makes 2-pt shot from 7 ft,2,83-90,,
3:59.0,,,83-90,,Turnover by D. Rose (lost ball)
3:59.0,A. Johnson enters the game for J. Sullinger,,83-90,,
3:49.0,E. Turner misses 3-pt shot from 25 ft,,83-90,,
3:49.0,,,83-90,,Defensive rebound by Team
3:49.0,Loose ball foul by I. Thomas (drawn by N. Mirotic),,83-90,,
3:49.0,,,83-91,1,N. Mirotic makes free throw 1 of 2
3:49.0,,,83-91,,T. Snell enters the game for D. McDermott
3:49.0,,,83-92,1,N. Mirotic makes free throw 2 of 2
3:49.0,Boston full timeout,,83-92,,
3:49.0,M. Smart enters the game for A. Johnson,,83-92,,
3:36.0,K. Olynyk misses 3-pt shot from 24 ft,,83-92,,
3:35.0,,,83-92,,Defensive rebound by D. Rose
3:19.0,,,83-94,2,D. Rose makes 2-pt shot at rim (assist by P. Gasol)
3:01.0,K. Olynyk makes 2-pt shot at rim,2,85-94,,
2:41.0,,,85-94,,D. Rose misses 2-pt shot from 3 ft
2:40.0,,,85-94,,Offensive rebound by D. Rose
2:37.0,,,85-96,2,J. Butler makes 2-pt shot from 2 ft (assist by D. Rose)
2:23.0,J. Crowder makes 2-pt shot at rim,2,87-96,,
2:05.0,,,87-96,,P. Gasol misses 2-pt shot from 19 ft
2:04.0,,,87-96,,Offensive rebound by N. Mirotic
1:47.0,,,87-96,,D. Rose misses 2-pt shot from 1 ft
1:45.0,,,87-96,,Offensive rebound by D. Rose
1:42.0,,,87-98,2,T. Snell makes 2-pt shot from 16 ft (assist by J. Butler)
1:38.0,,,87-98,,Shooting block foul by D. Rose (drawn by I. Thomas)
1:38.0,I. Thomas makes free throw 1 of 2,1,88-98,,
1:38.0,J. Sullinger enters the game for K. Olynyk,,88-98,,
1:38.0,I. Thomas misses free throw 2 of 2,,88-98,,
1:36.0,,,88-98,,Defensive rebound by P. Gasol
1:13.0,,,88-98,,P. Gasol misses 2-pt shot from 3 ft
1:12.0,Defensive rebound by E. Turner,,88-98,,
1:08.0,Shooting foul by T. Snell (drawn by E. Turner),,88-98,,
1:08.0,E. Turner makes free throw 1 of 2,1,89-98,,
1:08.0,E. Turner makes free throw 2 of 2,1,90-98,,
0:51.0,,,90-98,,P. Gasol misses 2-pt shot from 5 ft
0:49.0,Defensive rebound by J. Sullinger,,90-98,,
0:43.0,J. Sullinger misses 3-pt shot from 24 ft,,90-98,,
0:42.0,,,90-98,,Defensive rebound by P. Gasol
0:40.0,Personal foul by E. Turner (drawn by P. Gasol),,90-98,,
0:40.0,,,90-99,1,P. Gasol makes free throw 1 of 2
0:40.0,,,90-99,,P. Gasol misses free throw 2 of 2
0:40.0,Defensive rebound by E. Turner,,90-99,,
0:40.0,Boston full timeout,,90-99,,
0:35.0,J. Sullinger misses 3-pt shot from 25 ft,,90-99,,
0:34.0,,,90-99,,Defensive rebound by T. Snell
0:30.0,,,90-99,,Turnover by T. Snell (lost ball; steal by E. Turner)
0:29.0,E. Turner makes 2-pt shot at rim,2,92-99,,
0:24.0,Personal foul by M. Smart (drawn by J. Butler),,92-99,,
0:24.0,,,92-100,1,J. Butler makes free throw 1 of 2
0:24.0,,,92-101,1,J. Butler makes free throw 2 of 2
0:24.0,Boston full timeout,,92-101,,
0:24.0,,,92-101,,T. Gibson enters the game for P. Gasol
0:17.0,I. Thomas misses 2-pt shot from 13 ft,,92-101,,
0:16.0,,,92-101,,Defensive rebound by D. Rose
0:00.0,End of 4th quarter,,,,End of 4th quarter
