time,Milwaukee,pts.away,score,pts.home,Sacramento
4:46.0,,,88-93,1,R. Gay makes free throw 2 of 2
4:33.0,Shooting foul by K. Koufos (drawn by G. Antetokounmpo),,88-93,,
4:33.0,G. Antetokounmpo makes free throw 1 of 2,1,89-93,,
4:33.0,G. Antetokounmpo misses free throw 2 of 2,,89-93,,
4:32.0,,,89-93,,Defensive rebound by R. Gay
4:13.0,,,89-96,3,M. Belinelli makes 3-pt shot from 25 ft (assist by R. Gay)
3:57.0,G. Monroe makes 2-pt shot from 5 ft (assist by M. Carter-Williams),2,91-96,,
3:34.0,,,91-99,3,O. Casspi makes 3-pt shot from 26 ft (assist by M. Belinelli)
3:34.0,Milwaukee full timeout,,91-99,,
3:22.0,K. Middleton misses 2-pt shot from 7 ft,,91-99,,
3:21.0,,,91-99,,Defensive rebound by O. Casspi
3:05.0,,,91-99,,K. Koufos misses 2-pt shot from 7 ft
3:03.0,,,91-99,,Offensive rebound by K. Koufos
2:43.0,,,91-102,3,R. Rondo makes 3-pt shot from 23 ft (assist by M. Belinelli)
2:32.0,K. Middleton makes 2-pt shot from 7 ft,2,93-102,,
2:09.0,,,93-102,,M. Belinelli misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by M. Carter-Williams,,93-102,,
2:05.0,K. Middleton makes 2-pt shot at rim (assist by M. Carter-Williams),2,95-102,,
1:34.0,,,95-102,,M. Belinelli misses 2-pt shot from 8 ft
1:34.0,,,95-102,,Offensive rebound by R. Gay
1:34.0,,,95-104,2,R. Gay makes 2-pt shot from 2 ft
1:34.0,Milwaukee full timeout,,95-104,,
1:34.0,,,95-104,,J. Anderson enters the game for M. Belinelli
1:25.0,K. Middleton misses 3-pt shot from 25 ft,,95-104,,
1:24.0,,,95-104,,Defensive rebound by J. Anderson
1:09.0,Personal foul by M. Carter-Williams (drawn by R. Rondo),,95-104,,
1:09.0,,,95-105,1,R. Rondo makes free throw 1 of 2
1:09.0,,,95-105,,R. Rondo misses free throw 2 of 2
1:08.0,Defensive rebound by G. Monroe,,95-105,,
1:08.0,Milwaukee full timeout,,95-105,,
1:08.0,J. Bayless enters the game for M. Carter-Williams,,95-105,,
1:08.0,,,95-105,,W. Cauley-Stein enters the game for K. Koufos
1:02.0,K. Middleton makes 3-pt shot from 25 ft (assist by G. Monroe),3,98-105,,
1:02.0,,,98-105,,Sacramento full timeout
1:02.0,,,98-105,,M. Belinelli enters the game for W. Cauley-Stein
1:02.0,,,98-105,,D. Collison enters the game for J. Anderson
0:56.0,Personal foul by J. Bayless (drawn by D. Collison),,98-105,,
0:56.0,,,98-105,,D. Collison misses free throw 1 of 2
0:56.0,,,98-105,,Offensive rebound by Team
0:56.0,,,98-105,,W. Cauley-Stein enters the game for M. Belinelli
0:56.0,,,98-106,1,D. Collison makes free throw 2 of 2
0:46.0,K. Middleton misses 3-pt shot from 25 ft,,98-106,,
0:45.0,Offensive rebound by G. Monroe,,98-106,,
0:45.0,G. Monroe makes 2-pt shot from 3 ft,2,100-106,,
0:43.0,Personal foul by G. Antetokounmpo (drawn by R. Gay),,100-106,,
0:43.0,,,100-107,1,R. Gay makes free throw 1 of 2
0:43.0,,,100-108,1,R. Gay makes free throw 2 of 2
0:31.0,J. Bayless misses 2-pt shot from 5 ft,,100-108,,
0:30.0,Offensive rebound by G. Monroe,,100-108,,
0:28.0,G. Monroe misses 2-pt shot from 2 ft,,100-108,,
0:28.0,Offensive rebound by J. Parker,,100-108,,
0:28.0,J. Parker makes 2-pt shot from 1 ft,2,102-108,,
0:25.0,Personal foul by G. Monroe (drawn by D. Collison),,102-108,,
0:25.0,,,102-109,1,D. Collison makes free throw 1 of 2
0:25.0,,,102-110,1,D. Collison makes free throw 2 of 2
0:25.0,Milwaukee full timeout,,102-110,,
0:17.0,K. Middleton misses 3-pt shot from 25 ft,,102-110,,
0:17.0,,,102-110,,Defensive rebound by R. Gay
0:16.0,Personal foul by J. Parker (drawn by R. Gay),,102-110,,
0:16.0,,,102-110,,R. Gay misses free throw 1 of 2
0:16.0,,,102-110,,Offensive rebound by Team
0:16.0,,,102-111,1,R. Gay makes free throw 2 of 2
0:07.0,J. Parker makes 2-pt shot from 3 ft,2,104-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
