time,Memphis,pts.away,score,pts.home,Phoenix
5:57.0,Defensive rebound by C. Andersen,,90-98,,
5:57.0,Memphis full timeout,,90-98,,
5:57.0,Z. Randolph enters the game for V. Carter,,90-98,,
5:45.0,Shooting foul by D. Booker (drawn by M. Barnes),,90-98,,
5:45.0,M. Barnes makes free throw 1 of 2,1,91-98,,
5:45.0,M. Barnes misses free throw 2 of 2,,91-98,,
5:44.0,,,91-98,,Defensive rebound by A. Len
5:27.0,,,91-100,2,A. Goodwin makes 2-pt shot from 1 ft
5:13.0,Z. Randolph misses 2-pt shot from 2 ft,,91-100,,
5:12.0,,,91-100,,Defensive rebound by M. Teletovic
5:02.0,,,91-100,,D. Booker misses 3-pt shot from 25 ft
5:02.0,,,91-100,,Offensive rebound by A. Len
5:02.0,,,91-100,,Shooting foul by M. Barnes (drawn by A. Len)
5:02.0,,,91-100,,A. Len misses free throw 1 of 2
5:02.0,,,91-100,,Offensive rebound by Team
5:02.0,,,91-100,,A. Len misses free throw 2 of 2
5:01.0,Defensive rebound by C. Andersen,,91-100,,
4:48.0,L. Stephenson misses 2-pt shot from 1 ft,,91-100,,
4:48.0,,,91-100,,Defensive rebound by P. Tucker
4:26.0,Violation by C. Andersen (def goaltending),,91-100,,
4:26.0,,,91-102,2,A. Goodwin makes 2-pt shot from 2 ft
4:12.0,Z. Randolph makes 2-pt shot from 2 ft,2,93-102,,
3:57.0,,,93-102,,M. Teletovic misses 3-pt shot from 24 ft
3:57.0,Defensive rebound by C. Andersen,,93-102,,
3:51.0,,,93-102,,Personal foul by D. Booker (drawn by M. Barnes)
3:51.0,,,93-102,,T. Chandler enters the game for M. Teletovic
3:51.0,,,93-102,,R. Price enters the game for D. Booker
3:42.0,M. Barnes misses 2-pt shot from 19 ft,,93-102,,
3:42.0,,,93-102,,Defensive rebound by A. Len
3:28.0,,,93-102,,A. Goodwin misses 3-pt shot from 24 ft
3:27.0,Defensive rebound by C. Andersen,,93-102,,
3:09.0,Z. Randolph misses 2-pt shot from 3 ft (block by A. Len),,93-102,,
3:08.0,,,93-102,,Defensive rebound by T. Chandler
2:52.0,,,93-102,,R. Price misses 3-pt shot from 23 ft
2:51.0,Defensive rebound by Z. Randolph,,93-102,,
2:46.0,M. Conley makes 3-pt shot from 25 ft,3,96-102,,
2:21.0,,,96-104,2,A. Len makes 2-pt shot from 14 ft
2:06.0,,,96-104,,Personal block foul by A. Len (drawn by M. Conley)
2:06.0,Official timeout,,96-104,,
2:06.0,P. Hairston enters the game for C. Andersen,,96-104,,
2:06.0,V. Carter enters the game for L. Stephenson,,96-104,,
2:06.0,M. Conley makes free throw 1 of 2,1,97-104,,
2:06.0,M. Conley makes free throw 2 of 2,1,98-104,,
1:49.0,,,98-104,,A. Goodwin misses 2-pt shot from 2 ft
1:49.0,Defensive rebound by M. Barnes,,98-104,,
1:30.0,M. Barnes misses 2-pt shot from 2 ft,,98-104,,
1:28.0,,,98-104,,Defensive rebound by A. Len
1:05.0,,,98-104,,P. Tucker misses 3-pt shot from 27 ft
1:05.0,,,98-104,,Offensive rebound by A. Len
1:05.0,,,98-106,2,A. Len makes 2-pt shot at rim
1:00.0,V. Carter makes 3-pt shot from 26 ft (assist by M. Conley),3,101-106,,
0:41.0,,,101-106,,Shooting foul by V. Carter (drawn by P. Tucker)
0:41.0,,,101-107,1,P. Tucker makes free throw 1 of 2
0:41.0,,,101-107,,M. Teletovic enters the game for T. Chandler
0:41.0,,,101-108,1,P. Tucker makes free throw 2 of 2
0:26.0,M. Chalmers enters the game for P. Hairston,,101-108,,
0:23.0,M. Conley makes 2-pt shot at rim,2,103-108,,
0:22.0,Personal take foul by M. Conley (drawn by R. Price),,103-108,,
0:22.0,,,103-109,1,R. Price makes free throw 1 of 2
0:22.0,,,103-109,,R. Price misses free throw 2 of 2
0:22.0,,,103-109,,Offensive rebound by M. Teletovic
0:22.0,,,103-111,2,M. Teletovic makes 2-pt shot from 2 ft
0:12.0,V. Carter misses 3-pt shot from 25 ft,,103-111,,
0:09.0,Offensive rebound by M. Barnes,,103-111,,
0:05.0,Shooting foul by M. Teletovic (drawn by M. Conley),,103-111,,
0:05.0,M. Conley makes free throw 1 of 3,1,104-111,,
0:05.0,M. Conley makes free throw 2 of 3,1,105-111,,
0:05.0,M. Conley makes free throw 3 of 3,1,106-111,,
0:05.0,,,106-111,,Phoenix full timeout
0:05.0,P. Hairston enters the game for Z. Randolph,,106-111,,
0:05.0,L. Stephenson enters the game for V. Carter,,106-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
