time,Detroit,pts.away,score,pts.home,Brooklyn
4:31.0,Turnover by E. Ilyasova (lost ball; steal by B. Lopez),,76-79,,
4:16.0,,,76-81,2,T. Young makes 2-pt shot from 16 ft (assist by S. Larkin)
4:15.0,Detroit full timeout,,76-81,,
3:53.0,K. Caldwell-Pope makes 2-pt shot from 17 ft,2,78-81,,
3:36.0,Violation by R. Jackson (kicked ball),,78-81,,
3:28.0,,,78-81,,S. Larkin misses 2-pt shot from 16 ft
3:27.0,Defensive rebound by E. Ilyasova,,78-81,,
3:11.0,E. Ilyasova misses 3-pt shot from 24 ft,,78-81,,
3:10.0,,,78-81,,Defensive rebound by W. Ellington
2:56.0,Personal foul by E. Ilyasova (drawn by T. Young),,78-81,,
2:46.0,,,78-81,,B. Lopez misses 2-pt shot from 7 ft
2:45.0,Defensive rebound by A. Drummond,,78-81,,
2:34.0,Turnover by A. Drummond (lost ball; steal by T. Young),,78-81,,
2:28.0,,,78-81,,J. Johnson misses 3-pt shot from 24 ft
2:27.0,,,78-81,,Offensive rebound by T. Young
2:23.0,,,78-81,,Turnover by J. Johnson (lost ball; steal by M. Morris)
2:21.0,,,78-81,,Personal foul by J. Johnson (drawn by R. Jackson)
2:21.0,,,78-81,,Brooklyn full timeout
2:21.0,,,78-81,,R. Hollis-Jefferson enters the game for W. Ellington
2:13.0,,,78-81,,Personal foul by T. Young (drawn by E. Ilyasova)
2:04.0,R. Jackson misses 2-pt shot from 19 ft,,78-81,,
2:03.0,,,78-81,,Defensive rebound by B. Lopez
1:50.0,,,78-81,,Turnover by B. Lopez (traveling)
1:38.0,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by R. Jackson),3,81-81,,
1:26.0,,,81-81,,Turnover by B. Lopez (lost ball; steal by E. Ilyasova)
1:21.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,83-81,,
1:21.0,Shooting foul by B. Lopez (drawn by A. Drummond),,83-81,,
1:21.0,,,83-81,,J. Jack enters the game for S. Larkin
1:21.0,,,83-81,,W. Ellington enters the game for R. Hollis-Jefferson
1:21.0,A. Drummond misses free throw 1 of 1,,83-81,,
1:20.0,,,83-81,,Defensive rebound by T. Young
1:06.0,Personal foul by M. Morris (drawn by J. Johnson),,83-81,,
1:00.0,,,83-83,2,J. Jack makes 2-pt shot from 13 ft (assist by B. Lopez)
0:51.0,R. Jackson misses 2-pt shot from 2 ft,,83-83,,
0:50.0,,,83-83,,Defensive rebound by B. Lopez
0:32.0,,,83-83,,J. Johnson misses 2-pt shot from 7 ft
0:31.0,,,83-83,,Offensive rebound by B. Lopez
0:30.0,,,83-83,,Shooting foul by R. Jackson (drawn by B. Lopez)
0:30.0,,,83-83,,B. Lopez misses free throw 1 of 2
0:30.0,,,83-83,,Offensive rebound by Team
0:30.0,,,83-83,,R. Hollis-Jefferson enters the game for W. Ellington
0:30.0,,,83-84,1,B. Lopez makes free throw 2 of 2
0:30.0,Detroit full timeout,,83-84,,
0:21.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,83-84,,
0:20.0,,,83-84,,Defensive rebound by J. Jack
0:15.0,Personal foul by R. Jackson (drawn by J. Jack),,83-84,,
0:15.0,,,83-85,1,J. Jack makes free throw 1 of 2
0:15.0,,,83-86,1,J. Jack makes free throw 2 of 2
0:15.0,Detroit full timeout,,83-86,,
0:03.0,R. Jackson misses 3-pt shot from 25 ft,,83-86,,
0:03.0,Offensive rebound by A. Drummond,,83-86,,
0:03.0,,,83-86,,Personal foul by B. Lopez (drawn by A. Drummond)
0:03.0,,,83-86,,T. Robinson enters the game for B. Lopez
0:03.0,A. Drummond misses free throw 1 of 2,,83-86,,
0:03.0,Offensive rebound by Team,,83-86,,
0:03.0,A. Drummond misses free throw 2 of 2,,83-86,,
0:01.0,,,83-86,,Defensive rebound by T. Young
0:01.0,Personal foul by M. Morris (drawn by T. Young),,83-86,,
0:01.0,,,83-86,,T. Young misses free throw 1 of 2
0:01.0,,,83-86,,Offensive rebound by Team
0:01.0,,,83-87,1,T. Young makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
