time,Phoenix,pts.away,score,pts.home,Denver
4:27.0,B. Knight makes 3-pt shot from 22 ft (assist by M. Teletovic),3,102-92,,
4:26.0,,,102-92,,Denver full timeout
4:12.0,,,102-94,2,G. Harris makes 2-pt shot from 1 ft
3:48.0,E. Bledsoe misses 3-pt shot from 25 ft,,102-94,,
3:46.0,,,102-94,,Defensive rebound by K. Faried
3:32.0,,,102-96,2,E. Mudiay makes 2-pt shot from 3 ft
3:32.0,,,102-96,,Shooting foul by J. Leuer (drawn by E. Mudiay)
3:32.0,,,102-97,1,E. Mudiay makes free throw 1 of 1
3:16.0,,,102-97,,Personal foul by D. Gallinari (drawn by B. Knight)
3:16.0,,,102-97,,Technical foul by D. Gallinari (drawn by B. Knight)
3:16.0,B. Knight makes technical free throw,1,103-97,,
3:16.0,B. Knight makes free throw 1 of 2,1,104-97,,
3:16.0,B. Knight makes free throw 2 of 2,1,105-97,,
2:55.0,,,105-97,,D. Gallinari misses 3-pt shot from 25 ft (block by B. Knight)
2:54.0,,,105-97,,Offensive rebound by D. Gallinari
2:50.0,,,105-97,,J. Nelson misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by R. Price,,105-97,,
2:37.0,B. Knight makes 2-pt shot from 1 ft,2,107-97,,
2:31.0,Personal foul by R. Price (drawn by E. Mudiay),,107-97,,
2:31.0,,,107-98,1,E. Mudiay makes free throw 1 of 2
2:31.0,,,107-99,1,E. Mudiay makes free throw 2 of 2
2:11.0,R. Price makes 3-pt shot from 24 ft (assist by M. Teletovic),3,110-99,,
2:11.0,,,110-99,,Denver full timeout
2:01.0,,,110-102,3,G. Harris makes 3-pt shot from 23 ft (assist by J. Nelson)
1:39.0,E. Bledsoe misses 2-pt shot from 2 ft (block by E. Mudiay),,110-102,,
1:37.0,,,110-102,,Defensive rebound by E. Mudiay
1:34.0,,,110-104,2,E. Mudiay makes 2-pt shot from 2 ft
1:34.0,Phoenix full timeout,,110-104,,
1:22.0,Turnover by B. Knight (bad pass; steal by E. Mudiay),,110-104,,
1:18.0,,,110-104,,Turnover by E. Mudiay (lost ball; steal by B. Knight)
0:53.0,J. Leuer misses 2-pt shot from 5 ft,,110-104,,
0:52.0,,,110-104,,Defensive rebound by D. Gallinari
0:46.0,,,110-104,,Shooting foul by J. Leuer (drawn by K. Faried)
0:46.0,T. Chandler enters the game for J. Leuer,,110-104,,
0:46.0,,,110-104,,K. Faried misses free throw 1 of 2
0:46.0,,,110-104,,Offensive rebound by Team
0:46.0,,,110-104,,K. Faried misses free throw 2 of 2
0:41.0,,,110-104,,Offensive rebound by J. Nelson
0:41.0,,,110-104,,Shooting foul by T. Chandler (drawn by E. Mudiay)
0:41.0,,,110-105,1,E. Mudiay makes free throw 1 of 2
0:41.0,,,110-105,,E. Mudiay misses free throw 2 of 2
0:41.0,Defensive rebound by E. Bledsoe,,110-105,,
0:40.0,Phoenix full timeout,,110-105,,
0:40.0,D. Booker enters the game for T. Chandler,,110-105,,
0:23.0,B. Knight makes 3-pt shot from 25 ft,3,113-105,,
0:16.0,,,113-107,2,K. Faried makes 2-pt shot from 1 ft (assist by E. Mudiay)
0:12.0,,,113-107,,Personal take foul by G. Harris (drawn by R. Price)
0:12.0,R. Price misses free throw 1 of 2,,113-107,,
0:12.0,Offensive rebound by Team,,113-107,,
0:12.0,R. Price makes free throw 2 of 2,1,114-107,,
0:05.0,,,114-107,,J. Nelson misses 2-pt shot at rim
0:04.0,Defensive rebound by B. Knight,,114-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
