time,Charlotte,pts.away,score,pts.home,Boston
3:03.0,K. Walker misses 2-pt shot from 2 ft,,105-90,,
3:02.0,,,105-90,,Defensive rebound by R. Hunter
2:53.0,,,105-90,,M. Smart misses 2-pt shot at rim
2:52.0,Defensive rebound by A. Jefferson,,105-90,,
2:35.0,A. Jefferson makes 2-pt shot from 15 ft,2,107-90,,
2:18.0,,,107-90,,T. Zeller misses 2-pt shot from 17 ft
2:17.0,Defensive rebound by J. Lin,,107-90,,
1:57.0,A. Jefferson makes 2-pt shot from 10 ft,2,109-90,,
1:57.0,,,109-90,,Boston full timeout
1:57.0,,,109-90,,T. Rozier enters the game for E. Turner
1:57.0,,,109-90,,J. Young enters the game for M. Smart
1:40.0,,,109-92,2,J. Jerebko makes 2-pt shot from 1 ft
1:40.0,,,109-92,,Shooting foul by A. Jefferson (drawn by J. Jerebko)
1:40.0,,,109-93,1,J. Jerebko makes free throw 1 of 1
1:16.0,K. Walker makes 2-pt shot from 18 ft,2,111-93,,
1:12.0,Personal take foul by J. Lin,,111-93,,
1:12.0,,,111-94,1,T. Rozier makes free throw 1 of 2
1:12.0,T. Hansbrough enters the game for M. Williams,,111-94,,
1:12.0,A. Harrison enters the game for A. Jefferson,,111-94,,
1:12.0,J. Gutierrez enters the game for C. Lee,,111-94,,
1:12.0,T. Daniels enters the game for K. Walker,,111-94,,
1:12.0,F. Kaminsky enters the game for J. Lin,,111-94,,
1:12.0,,,111-95,1,T. Rozier makes free throw 2 of 2
1:02.0,T. Daniels makes 3-pt shot from 22 ft (assist by J. Gutierrez),3,114-95,,
0:51.0,,,114-97,2,R. Hunter makes 2-pt shot from 5 ft
0:40.0,Turnover by T. Daniels (lost ball; steal by R. Hunter),,114-97,,
0:33.0,,,114-99,2,R. Hunter makes 2-pt shot at rim
0:33.0,,,114-99,,Shooting foul by T. Hansbrough (drawn by R. Hunter)
0:33.0,,,114-100,1,R. Hunter makes free throw 1 of 1
0:23.0,Turnover by A. Harrison (bad pass),,114-100,,
0:13.0,,,114-100,,R. Hunter misses 3-pt shot from 26 ft
0:12.0,Defensive rebound by T. Hansbrough,,114-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
