time,New Orleans,pts.away,score,pts.home,Memphis
3:32.0,D. Cunningham enters the game for R. Anderson,,88-92,,
3:32.0,A. Davis makes free throw 2 of 2,1,89-92,,
3:09.0,,,89-95,3,L. Stephenson makes 3-pt shot from 25 ft (assist by B. Weber)
3:00.0,Shooting foul by M. Barnes (drawn by T. Douglas),,89-95,,
3:00.0,T. Douglas misses free throw 1 of 2,,89-95,,
3:00.0,Offensive rebound by Team,,89-95,,
3:00.0,T. Douglas makes free throw 2 of 2,1,90-95,,
2:52.0,,,90-95,,Turnover by T. Allen (lost ball; steal by T. Douglas)
2:37.0,D. Cunningham makes 2-pt shot from 3 ft (assist by A. Davis),2,92-95,,
2:19.0,,,92-95,,Shooting foul by D. Cunningham (drawn by L. Stephenson)
2:19.0,New Orleans full timeout,,92-95,,
2:19.0,R. Anderson enters the game for A. Gee,,92-95,,
2:19.0,,,92-95,,L. Stephenson misses free throw 1 of 2
2:19.0,,,92-95,,Offensive rebound by Team
2:19.0,,,92-95,,L. Stephenson misses free throw 2 of 2
2:18.0,Defensive rebound by A. Davis,,92-95,,
2:01.0,J. Holiday makes 2-pt shot from 1 ft (assist by T. Douglas),2,94-95,,
1:42.0,,,94-95,,B. Weber misses 2-pt shot from 5 ft
1:40.0,Defensive rebound by T. Douglas,,94-95,,
1:30.0,T. Douglas misses 3-pt shot from 25 ft,,94-95,,
1:30.0,Offensive rebound by D. Cunningham,,94-95,,
1:27.0,New Orleans full timeout,,94-95,,
1:18.0,R. Anderson makes 3-pt shot from 24 ft (assist by J. Holiday),3,97-95,,
1:03.0,Personal foul by T. Douglas,,97-95,,
1:03.0,,,97-96,1,M. Barnes makes free throw 1 of 2
1:03.0,,,97-97,1,M. Barnes makes free throw 2 of 2
1:03.0,New Orleans full timeout,,97-97,,
1:03.0,,,97-97,,P. Hairston enters the game for B. Weber
0:59.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,99-97,,
0:59.0,,,99-97,,Memphis full timeout
0:59.0,,,99-97,,B. Weber enters the game for P. Hairston
0:59.0,A. Gee enters the game for R. Anderson,,99-97,,
0:52.0,,,99-97,,M. Barnes misses 2-pt shot from 2 ft
0:51.0,,,99-97,,Offensive rebound by J. Green
0:49.0,,,99-99,2,J. Green makes 2-pt shot from 1 ft
0:27.0,J. Holiday misses 3-pt shot from 25 ft,,99-99,,
0:26.0,,,99-99,,Defensive rebound by M. Barnes
0:25.0,,,99-99,,Memphis full timeout
0:02.0,,,99-99,,L. Stephenson misses 2-pt shot from 6 ft
0:01.0,Defensive rebound by A. Gee,,99-99,,
0:01.0,New Orleans full timeout,,99-99,,
0:01.0,L. Babbitt enters the game for D. Cunningham,,99-99,,
0:01.0,R. Anderson enters the game for A. Gee,,99-99,,
0:01.0,,,99-99,,J. Martin enters the game for B. Weber
0:01.0,Turnover by J. Holiday (lost ball; steal by J. Martin),,99-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:44.0,,,99-99,,Shooting foul by R. Anderson (drawn by J. Green)
4:44.0,,,99-100,1,J. Green makes free throw 1 of 2
4:44.0,,,99-101,1,J. Green makes free throw 2 of 2
4:24.0,Turnover by J. Holiday (lost ball; steal by T. Allen),,99-101,,
4:10.0,,,99-103,2,L. Stephenson makes 2-pt shot at rim (assist by M. Barnes)
4:10.0,New Orleans full timeout,,99-103,,
3:52.0,J. Holiday makes 2-pt shot from 1 ft (assist by R. Anderson),2,101-103,,
3:36.0,,,101-106,3,M. Barnes makes 3-pt shot from 25 ft
3:22.0,J. Holiday misses 2-pt shot from 10 ft,,101-106,,
3:20.0,,,101-106,,Defensive rebound by L. Stephenson
3:02.0,,,101-106,,J. Green misses 2-pt shot from 1 ft
3:02.0,Defensive rebound by R. Anderson,,101-106,,
2:58.0,,,101-106,,Personal foul by J. Green
2:46.0,T. Douglas makes 2-pt shot from 9 ft (assist by J. Holiday),2,103-106,,
2:26.0,,,103-108,2,L. Stephenson makes 2-pt shot from 19 ft
2:20.0,Turnover by T. Douglas (lost ball; steal by B. Weber),,103-108,,
2:16.0,,,103-110,2,T. Allen makes 2-pt shot from 2 ft (assist by M. Barnes)
2:16.0,,,103-110,,Shooting foul by A. Davis (drawn by T. Allen)
2:16.0,,,103-110,,J. Martin enters the game for J. Green
2:16.0,,,103-110,,T. Allen misses free throw 1 of 1
2:16.0,Defensive rebound by T. Douglas,,103-110,,
2:16.0,New Orleans full timeout,,103-110,,
2:02.0,J. Holiday makes 2-pt shot from 5 ft,2,105-110,,
1:46.0,,,105-110,,M. Barnes misses 2-pt shot from 21 ft
1:45.0,Defensive rebound by A. Davis,,105-110,,
1:37.0,Shooting foul by T. Allen (drawn by R. Anderson),,105-110,,
1:37.0,R. Anderson misses free throw 1 of 2,,105-110,,
1:37.0,Offensive rebound by Team,,105-110,,
1:37.0,,,105-110,,J. Green enters the game for J. Martin
1:37.0,A. Gee enters the game for D. Cunningham,,105-110,,
1:37.0,R. Anderson makes free throw 2 of 2,1,106-110,,
1:16.0,,,106-112,2,L. Stephenson makes 2-pt shot at rim
1:12.0,T. Douglas misses 2-pt shot from 2 ft (block by J. Green),,106-112,,
1:08.0,,,106-112,,Defensive rebound by T. Allen
1:05.0,,,106-112,,Turnover by T. Allen (lost ball; steal by A. Gee)
1:03.0,,,106-112,,Personal take foul by L. Stephenson
1:03.0,A. Gee misses free throw 1 of 2,,106-112,,
1:03.0,Offensive rebound by Team,,106-112,,
1:03.0,A. Gee misses free throw 2 of 2,,106-112,,
1:02.0,,,106-112,,Defensive rebound by J. Green
0:45.0,,,106-114,2,J. Green makes 2-pt shot from 15 ft (assist by B. Weber)
0:36.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,108-114,,
0:36.0,Shooting foul by M. Barnes (drawn by A. Davis),,108-114,,
0:36.0,D. Cunningham enters the game for R. Anderson,,108-114,,
0:36.0,A. Davis makes free throw 1 of 1,1,109-114,,
0:36.0,,,109-114,,Memphis full timeout
0:32.0,,,109-116,2,J. Green makes 2-pt shot at rim (assist by M. Barnes)
0:29.0,J. Holiday makes 3-pt shot from 27 ft,3,112-116,,
0:29.0,Personal take foul by A. Gee,,112-116,,
0:26.0,Personal take foul by T. Douglas,,112-116,,
0:26.0,L. Babbitt enters the game for T. Douglas,,112-116,,
0:26.0,,,112-117,1,M. Barnes makes free throw 1 of 2
0:26.0,,,112-118,1,M. Barnes makes free throw 2 of 2
0:26.0,New Orleans full timeout,,112-118,,
0:26.0,R. Anderson enters the game for D. Cunningham,,112-118,,
0:22.0,A. Davis makes 2-pt shot from 7 ft,2,114-118,,
0:22.0,Personal take foul by L. Babbitt,,114-118,,
0:22.0,,,114-119,1,B. Weber makes free throw 1 of 2
0:22.0,,,114-120,1,B. Weber makes free throw 2 of 2
0:17.0,J. Holiday misses 3-pt shot from 25 ft,,114-120,,
0:15.0,,,114-120,,Defensive rebound by J. Green
0:15.0,Personal foul by L. Babbitt,,114-120,,
0:15.0,,,114-120,,J. Green misses free throw 1 of 2
0:15.0,,,114-120,,Offensive rebound by Team
0:15.0,,,114-121,1,J. Green makes free throw 2 of 2
0:07.0,L. Babbitt misses 2-pt shot from 2 ft,,114-121,,
0:06.0,Offensive rebound by R. Anderson,,114-121,,
0:06.0,R. Anderson misses 2-pt shot from 1 ft,,114-121,,
0:05.0,Offensive rebound by R. Anderson,,114-121,,
0:05.0,R. Anderson misses 2-pt shot from 1 ft,,114-121,,
0:04.0,Offensive rebound by R. Anderson,,114-121,,
0:04.0,R. Anderson misses 2-pt shot from 1 ft,,114-121,,
0:03.0,Offensive rebound by R. Anderson,,114-121,,
0:03.0,R. Anderson misses 2-pt shot from 2 ft,,114-121,,
0:02.0,Offensive rebound by L. Babbitt,,114-121,,
0:02.0,L. Babbitt misses 2-pt shot from 2 ft,,114-121,,
0:01.0,Offensive rebound by R. Anderson,,114-121,,
0:01.0,R. Anderson misses 2-pt shot from 1 ft,,114-121,,
0:00.0,Offensive rebound by R. Anderson,,114-121,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
