time,Miami,pts.away,score,pts.home,Charlotte
1:51.0,,,88-91,2,M. Williams makes 2-pt shot from 18 ft
1:28.0,D. Wade misses 2-pt shot from 7 ft (block by C. Zeller),,88-91,,
1:26.0,Offensive rebound by J. Winslow,,88-91,,
1:26.0,J. Winslow makes 2-pt shot from 1 ft,2,90-91,,
1:10.0,,,90-93,2,K. Walker makes 2-pt shot from 20 ft
1:10.0,Miami full timeout,,90-93,,
1:10.0,L. Deng enters the game for H. Whiteside,,90-93,,
1:01.0,D. Wade makes 2-pt shot from 1 ft,2,92-93,,
0:41.0,,,92-93,,K. Walker misses 2-pt shot from 18 ft
0:39.0,Defensive rebound by G. Dragic,,92-93,,
0:33.0,Miami full timeout,,92-93,,
0:24.0,C. Bosh makes 2-pt shot from 1 ft,2,94-93,,
0:24.0,Shooting foul by M. Williams (drawn by C. Bosh),,94-93,,
0:24.0,H. Whiteside enters the game for L. Deng,,94-93,,
0:24.0,C. Bosh makes free throw 1 of 1,1,95-93,,
0:24.0,,,95-93,,Charlotte full timeout
0:24.0,,,95-93,,J. Lin enters the game for M. Kidd-Gilchrist
0:24.0,L. Deng enters the game for G. Dragic,,95-93,,
0:16.0,,,95-93,,Turnover by K. Walker (bad pass; steal by J. Winslow)
0:13.0,,,95-93,,Personal take foul by C. Zeller (drawn by L. Deng)
0:13.0,L. Deng makes free throw 1 of 2,1,96-93,,
0:13.0,L. Deng misses free throw 2 of 2,,96-93,,
0:12.0,,,96-93,,Defensive rebound by N. Batum
0:12.0,,,96-93,,Charlotte full timeout
0:12.0,,,96-93,,S. Hawes enters the game for C. Zeller
0:12.0,G. Green enters the game for H. Whiteside,,96-93,,
0:04.0,,,96-93,,Turnover by S. Hawes (bad pass; steal by D. Wade)
0:04.0,L. Deng makes 2-pt shot at rim (assist by D. Wade),2,98-93,,
0:01.0,,,98-93,,Shooting foul by G. Green (drawn by J. Lin)
0:01.0,,,98-94,1,J. Lin makes free throw 1 of 3
0:01.0,,,98-95,1,J. Lin makes free throw 2 of 3
0:01.0,,,98-95,,J. Lin misses free throw 3 of 3
0:00.0,,,98-95,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
