time,Dallas,pts.away,score,pts.home,LA Clippers
7:29.0,,,74-83,,Personal foul by C. Paul
7:20.0,D. Williams makes 2-pt shot from 15 ft,2,76-83,,
6:55.0,,,76-83,,Turnover by B. Griffin (lost ball; steal by C. Villanueva)
6:45.0,C. Villanueva misses 3-pt shot from 25 ft,,76-83,,
6:45.0,,,76-83,,Defensive rebound by B. Griffin
6:45.0,,,76-83,,LA Clippers full timeout
6:45.0,R. Felton enters the game for D. Harris,,76-83,,
6:31.0,,,76-85,2,B. Griffin makes 2-pt shot at rim (assist by J. Green)
6:07.0,C. Villanueva makes 3-pt shot from 25 ft (assist by R. Felton),3,79-85,,
5:47.0,,,79-85,,J. Crawford misses 2-pt shot from 11 ft
5:45.0,Defensive rebound by C. Villanueva,,79-85,,
5:31.0,C. Villanueva misses 2-pt shot from 3 ft,,79-85,,
5:25.0,,,79-85,,Defensive rebound by C. Paul
5:25.0,Personal foul by D. Williams,,79-85,,
5:25.0,,,79-85,,D. Jordan enters the game for J. Green
5:25.0,W. Matthews enters the game for D. Williams,,79-85,,
5:15.0,,,79-85,,B. Griffin misses 2-pt shot from 3 ft
5:12.0,Defensive rebound by C. Villanueva,,79-85,,
5:07.0,R. Felton misses 2-pt shot from 16 ft,,79-85,,
5:03.0,,,79-85,,Defensive rebound by J. Redick
4:46.0,,,79-87,2,B. Griffin makes 2-pt shot from 3 ft
4:19.0,R. Felton makes 2-pt shot from 3 ft,2,81-87,,
4:01.0,,,81-89,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
3:46.0,C. Villanueva makes 3-pt shot from 27 ft (assist by R. Felton),3,84-89,,
3:28.0,,,84-91,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
3:28.0,,,84-91,,Shooting foul by R. Felton (drawn by B. Griffin)
3:28.0,,,84-92,1,B. Griffin makes free throw 1 of 1
3:19.0,Shooting foul by B. Griffin (drawn by R. Felton),,84-92,,
3:19.0,R. Felton makes free throw 1 of 2,1,85-92,,
3:19.0,R. Felton makes free throw 2 of 2,1,86-92,,
2:58.0,,,86-95,3,J. Crawford makes 3-pt shot from 25 ft (assist by B. Griffin)
2:38.0,C. Villanueva misses 3-pt shot from 26 ft,,86-95,,
2:37.0,,,86-95,,Defensive rebound by J. Crawford
2:25.0,Personal block foul by C. Villanueva,,86-95,,
2:25.0,Official timeout,,86-95,,
2:16.0,Personal foul by C. Villanueva,,86-95,,
2:16.0,,,86-95,,LA Clippers full timeout
2:14.0,Personal take foul by R. Felton,,86-95,,
2:14.0,,,86-95,,D. Jordan misses free throw 1 of 2
2:14.0,,,86-95,,Offensive rebound by Team
2:14.0,,,86-96,1,D. Jordan makes free throw 2 of 2
2:02.0,C. Villanueva misses 3-pt shot from 26 ft,,86-96,,
2:02.0,,,86-96,,Defensive rebound by Team
2:02.0,Loose ball foul by J. Anderson,,86-96,,
2:02.0,,,86-97,1,J. Crawford makes free throw 1 of 2
2:02.0,J. McGee enters the game for W. Matthews,,86-97,,
2:02.0,D. Lee enters the game for R. Felton,,86-97,,
2:02.0,,,86-97,,J. Crawford misses free throw 2 of 2
2:01.0,Defensive rebound by C. Villanueva,,86-97,,
1:48.0,J. Anderson misses 3-pt shot from 25 ft,,86-97,,
1:47.0,Offensive rebound by D. Powell,,86-97,,
1:45.0,D. Powell makes 2-pt shot from 5 ft,2,88-97,,
1:22.0,,,88-97,,C. Paul misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by C. Villanueva,,88-97,,
1:15.0,J. Anderson misses 2-pt shot from 9 ft (block by J. Redick),,88-97,,
1:15.0,Offensive rebound by Team,,88-97,,
1:09.0,J. McGee misses 2-pt shot from 16 ft,,88-97,,
1:08.0,,,88-97,,Defensive rebound by B. Griffin
0:55.0,,,88-97,,Shooting foul by J. Anderson (drawn by D. Jordan)
0:55.0,,,88-98,1,D. Jordan makes free throw 1 of 2
0:55.0,,,88-98,,J. Ayres enters the game for B. Griffin
0:55.0,,,88-98,,A. Rivers enters the game for J. Redick
0:55.0,,,88-98,,J. Green enters the game for C. Paul
0:55.0,,,88-98,,C. Wilcox enters the game for J. Crawford
0:55.0,,,88-98,,D. Jordan misses free throw 2 of 2
0:54.0,Defensive rebound by D. Powell,,88-98,,
0:53.0,,,88-98,,Personal take foul by D. Jordan
0:53.0,D. Powell misses free throw 1 of 2,,88-98,,
0:53.0,Offensive rebound by Team,,88-98,,
0:53.0,,,88-98,,P. Prigioni enters the game for D. Jordan
0:53.0,D. Powell misses free throw 2 of 2,,88-98,,
0:52.0,,,88-98,,Defensive rebound by C. Wilcox
0:35.0,,,88-98,,J. Green misses 3-pt shot from 28 ft
0:33.0,Defensive rebound by J. McGee,,88-98,,
0:25.0,C. Villanueva makes 3-pt shot from 25 ft (assist by J. Anderson),3,91-98,,
0:01.0,,,91-98,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
