time,Portland,pts.away,score,pts.home,New Orleans
2:33.0,Defensive rebound by G. Henderson,,104-105,,
2:26.0,Shooting foul by J. Holiday (drawn by D. Lillard),,104-105,,
2:26.0,D. Lillard makes free throw 1 of 2,1,105-105,,
2:26.0,D. Lillard makes free throw 2 of 2,1,106-105,,
2:13.0,,,106-107,2,T. Frazier makes 2-pt shot from 17 ft
1:51.0,C. McCollum misses 2-pt shot from 2 ft,,106-107,,
1:49.0,,,106-107,,Defensive rebound by D. Cunningham
1:41.0,,,106-107,,R. Anderson misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by A. Aminu,,106-107,,
1:32.0,Offensive charge foul by M. Plumlee,,106-107,,
1:32.0,Turnover by M. Plumlee (offensive foul),,106-107,,
1:32.0,,,106-107,,New Orleans full timeout
1:24.0,,,106-107,,J. Holiday misses 2-pt shot from 11 ft
1:23.0,Defensive rebound by M. Plumlee,,106-107,,
1:23.0,,,106-107,,Loose ball foul by D. Cunningham
1:23.0,M. Plumlee makes free throw 1 of 2,1,107-107,,
1:23.0,M. Plumlee makes free throw 2 of 2,1,108-107,,
1:13.0,,,108-109,2,D. Cunningham makes 2-pt shot from 1 ft (assist by J. Holiday)
1:00.0,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard),3,111-109,,
1:00.0,,,111-109,,New Orleans full timeout
1:00.0,A. Crabbe enters the game for C. McCollum,,111-109,,
0:49.0,,,111-109,,Turnover by A. Gee (offensive goaltending)
0:49.0,C. McCollum enters the game for A. Crabbe,,111-109,,
0:28.0,Shooting foul by J. Holiday (drawn by D. Lillard),,111-109,,
0:28.0,D. Lillard makes free throw 1 of 2,1,112-109,,
0:28.0,A. Crabbe enters the game for C. McCollum,,112-109,,
0:28.0,D. Lillard makes free throw 2 of 2,1,113-109,,
0:28.0,,,113-109,,New Orleans full timeout
0:28.0,,,113-109,,L. Babbitt enters the game for A. Gee
0:20.0,,,113-109,,D. Cunningham misses 3-pt shot from 23 ft
0:19.0,Defensive rebound by D. Lillard,,113-109,,
0:15.0,,,113-109,,Personal take foul by L. Babbitt
0:15.0,D. Lillard makes free throw 1 of 2,1,114-109,,
0:15.0,D. Lillard makes free throw 2 of 2,1,115-109,,
0:11.0,,,115-109,,R. Anderson misses 3-pt shot from 28 ft
0:10.0,,,115-109,,Offensive rebound by D. Cunningham
0:05.0,,,115-112,3,J. Holiday makes 3-pt shot from 26 ft (assist by R. Anderson)
0:05.0,Portland full timeout,,115-112,,
0:05.0,C. McCollum enters the game for M. Plumlee,,115-112,,
0:05.0,,,115-112,,T. Douglas enters the game for R. Anderson
0:05.0,,,115-112,,A. Gee enters the game for L. Babbitt
0:02.0,,,115-112,,Personal take foul by T. Frazier
0:02.0,C. McCollum makes free throw 1 of 2,1,116-112,,
0:02.0,C. McCollum makes free throw 2 of 2,1,117-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
