time,Oklahoma City,pts.away,score,pts.home,Denver
7:27.0,,,90-87,,D. Gallinari misses 2-pt shot from 1 ft (block by S. Ibaka)
7:25.0,Defensive rebound by S. Ibaka,,90-87,,
7:14.0,K. Durant misses 3-pt shot from 23 ft,,90-87,,
7:14.0,Offensive rebound by E. Kanter,,90-87,,
7:14.0,Shooting foul by D. Arthur (drawn by E. Kanter),,90-87,,
7:14.0,E. Kanter makes free throw 1 of 2,1,91-87,,
7:14.0,R. Westbrook enters the game for D. Waiters,,91-87,,
7:14.0,E. Kanter misses free throw 2 of 2,,91-87,,
7:13.0,,,91-87,,Defensive rebound by J. Lauvergne
7:00.0,,,91-87,,R. Foye misses 2-pt shot from 1 ft
6:59.0,Defensive rebound by S. Ibaka,,91-87,,
6:54.0,K. Durant makes 2-pt shot from 12 ft,2,93-87,,
6:54.0,Shooting foul by R. Foye (drawn by K. Durant),,93-87,,
6:54.0,S. Adams enters the game for S. Ibaka,,93-87,,
6:54.0,,,93-87,,E. Mudiay enters the game for R. Foye
6:54.0,K. Durant makes free throw 1 of 1,1,94-87,,
6:40.0,,,94-87,,Turnover by J. Lauvergne (traveling)
6:40.0,,,94-87,,G. Harris enters the game for W. Barton
6:26.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,96-87,,
6:17.0,,,96-87,,Turnover by G. Harris (lost ball)
6:04.0,C. Payne misses 3-pt shot from 24 ft,,96-87,,
6:03.0,Offensive rebound by R. Westbrook,,96-87,,
5:58.0,C. Payne misses 3-pt shot from 25 ft,,96-87,,
5:58.0,,,96-87,,Defensive rebound by G. Harris
5:55.0,,,96-87,,Turnover by G. Harris (bad pass; steal by K. Durant)
5:37.0,R. Westbrook misses 3-pt shot from 25 ft,,96-87,,
5:37.0,Offensive rebound by S. Adams,,96-87,,
5:31.0,Turnover by S. Adams (traveling),,96-87,,
5:21.0,,,96-87,,G. Harris misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by K. Durant,,96-87,,
5:08.0,Shooting foul by E. Mudiay (drawn by R. Westbrook),,96-87,,
5:08.0,,,96-87,,Denver full timeout
5:08.0,S. Ibaka enters the game for E. Kanter,,96-87,,
5:08.0,,,96-87,,K. Faried enters the game for J. Lauvergne
5:08.0,R. Westbrook makes free throw 1 of 2,1,97-87,,
5:08.0,R. Westbrook makes free throw 2 of 2,1,98-87,,
4:52.0,,,98-90,3,G. Harris makes 3-pt shot from 24 ft (assist by E. Mudiay)
4:35.0,K. Durant misses 3-pt shot from 25 ft,,98-90,,
4:34.0,,,98-90,,Defensive rebound by E. Mudiay
4:23.0,,,98-92,2,D. Gallinari makes 2-pt shot at rim (assist by E. Mudiay)
4:05.0,C. Payne misses 3-pt shot from 23 ft,,98-92,,
4:04.0,,,98-92,,Defensive rebound by D. Arthur
3:57.0,,,98-92,,Shooting foul by S. Adams (drawn by E. Mudiay)
3:57.0,,,98-92,,E. Mudiay misses free throw 1 of 2
3:57.0,,,98-92,,Offensive rebound by Team
3:57.0,D. Waiters enters the game for C. Payne,,98-92,,
3:57.0,,,98-93,1,E. Mudiay makes free throw 2 of 2
3:44.0,D. Waiters misses 3-pt shot from 25 ft,,98-93,,
3:43.0,Offensive rebound by R. Westbrook,,98-93,,
3:42.0,,,98-93,,Personal foul by K. Faried (drawn by R. Westbrook)
3:42.0,R. Westbrook makes free throw 1 of 2,1,99-93,,
3:42.0,R. Westbrook misses free throw 2 of 2,,99-93,,
3:41.0,Offensive rebound by S. Adams,,99-93,,
3:34.0,K. Durant makes 3-pt shot from 25 ft (assist by S. Ibaka),3,102-93,,
3:16.0,,,102-95,2,E. Mudiay makes 2-pt shot from 17 ft
2:58.0,R. Westbrook makes 2-pt shot at rim (assist by S. Adams),2,104-95,,
2:42.0,,,104-95,,E. Mudiay misses 2-pt shot from 17 ft
2:41.0,Defensive rebound by S. Ibaka,,104-95,,
2:32.0,Offensive foul by R. Westbrook,,104-95,,
2:32.0,Turnover by R. Westbrook (offensive foul),,104-95,,
2:13.0,,,104-95,,Turnover by D. Gallinari (lost ball; steal by K. Durant)
2:10.0,Turnover by D. Waiters (bad pass),,104-95,,
2:01.0,,,104-95,,Shooting foul by S. Adams (drawn by E. Mudiay)
2:01.0,,,104-95,,E. Mudiay misses free throw 1 of 2
2:01.0,,,104-95,,Offensive rebound by Team
2:01.0,E. Kanter enters the game for S. Adams,,104-95,,
2:01.0,,,104-95,,E. Mudiay misses free throw 2 of 2
1:58.0,,,104-95,,Offensive rebound by K. Faried
1:51.0,,,104-95,,Shooting foul by K. Durant (drawn by D. Arthur)
1:51.0,,,104-96,1,D. Arthur makes free throw 1 of 2
1:51.0,,,104-97,1,D. Arthur makes free throw 2 of 2
1:40.0,R. Westbrook makes 2-pt shot at rim (assist by K. Durant),2,106-97,,
1:28.0,,,106-99,2,E. Mudiay makes 2-pt shot from 2 ft (assist by G. Harris)
1:28.0,,,106-99,,Shooting foul by E. Kanter (drawn by E. Mudiay)
1:28.0,S. Adams enters the game for E. Kanter,,106-99,,
1:28.0,,,106-100,1,E. Mudiay makes free throw 1 of 1
1:28.0,,,106-100,,Loose ball foul by G. Harris (drawn by S. Adams)
1:28.0,S. Adams misses free throw 1 of 2,,106-100,,
1:28.0,Offensive rebound by Team,,106-100,,
1:28.0,S. Adams misses free throw 2 of 2,,106-100,,
1:27.0,,,106-100,,Defensive rebound by D. Arthur
1:26.0,Personal foul by R. Westbrook (drawn by D. Arthur),,106-100,,
1:26.0,,,106-101,1,D. Arthur makes free throw 1 of 2
1:26.0,E. Kanter enters the game for S. Adams,,106-101,,
1:26.0,,,106-102,1,D. Arthur makes free throw 2 of 2
1:04.0,K. Durant misses 2-pt shot from 14 ft,,106-102,,
1:03.0,,,106-102,,Defensive rebound by K. Faried
1:02.0,Jump ball: K. Faried vs. E. Kanter (D. Arthur gains possession),,,,Jump ball: K. Faried vs. E. Kanter (D. Arthur gains possession)
0:52.0,,,106-102,,Turnover by D. Arthur (bad pass; steal by R. Westbrook)
0:30.0,K. Durant misses 2-pt shot from 2 ft,,106-102,,
0:30.0,Offensive rebound by Team,,106-102,,
0:30.0,,,106-102,,Loose ball foul by D. Arthur (drawn by E. Kanter)
0:30.0,E. Kanter makes free throw 1 of 2,1,107-102,,
0:30.0,E. Kanter makes free throw 2 of 2,1,108-102,,
0:30.0,,,108-102,,Denver full timeout
0:30.0,A. Roberson enters the game for E. Kanter,,108-102,,
0:22.0,,,108-102,,D. Gallinari misses 2-pt shot at rim
0:21.0,,,108-102,,Offensive rebound by K. Faried
0:21.0,,,108-104,2,K. Faried makes 2-pt shot from 1 ft
0:21.0,,,108-104,,Shooting foul by R. Westbrook (drawn by K. Faried)
0:21.0,E. Kanter enters the game for A. Roberson,,108-104,,
0:21.0,,,108-104,,W. Barton enters the game for D. Arthur
0:21.0,,,108-104,,K. Faried misses free throw 1 of 1
0:21.0,Defensive rebound by K. Durant,,108-104,,
0:21.0,,,108-104,,Loose ball foul by K. Faried (drawn by K. Durant)
0:21.0,K. Durant makes free throw 1 of 2,1,109-104,,
0:21.0,A. Roberson enters the game for E. Kanter,,109-104,,
0:21.0,,,109-104,,D. Arthur enters the game for W. Barton
0:21.0,K. Durant makes free throw 2 of 2,1,110-104,,
0:21.0,,,110-104,,Denver full timeout
0:21.0,,,110-104,,W. Barton enters the game for K. Faried
0:21.0,,,110-104,,Turnover by Team (5 sec inbounds)
0:00.0,End of 4th quarter,,,,End of 4th quarter
