time,LA Clippers,pts.away,score,pts.home,Portland
6:07.0,,,72-81,,Defensive rebound by Team
6:07.0,Loose ball foul by P. Prigioni,,72-81,,
6:07.0,,,72-81,,M. Plumlee enters the game for E. Davis
5:50.0,,,72-84,3,D. Lillard makes 3-pt shot from 26 ft (assist by A. Aminu)
5:49.0,LA Clippers full timeout,,72-84,,
5:49.0,J. Green enters the game for B. Griffin,,72-84,,
5:43.0,Offensive foul by J. Crawford,,72-84,,
5:43.0,Turnover by J. Crawford (offensive foul),,72-84,,
5:43.0,A. Rivers enters the game for P. Prigioni,,72-84,,
5:29.0,,,72-84,,C. McCollum misses 3-pt shot from 25 ft
5:29.0,Defensive rebound by J. Green,,72-84,,
5:18.0,J. Redick makes 3-pt shot from 25 ft (assist by D. Jordan),3,75-84,,
4:48.0,,,75-84,,Turnover by A. Crabbe (lost ball; steal by J. Crawford)
4:31.0,J. Green makes 2-pt shot from 2 ft (assist by A. Rivers),2,77-84,,
4:13.0,,,77-86,2,A. Aminu makes 2-pt shot at rim (assist by M. Plumlee)
3:57.0,A. Rivers misses 3-pt shot from 23 ft,,77-86,,
3:57.0,,,77-86,,Defensive rebound by Team
3:43.0,,,77-86,,D. Lillard misses 3-pt shot from 26 ft
3:42.0,Defensive rebound by Team,,77-86,,
3:32.0,A. Rivers misses 2-pt shot from 13 ft,,77-86,,
3:31.0,Offensive rebound by D. Jordan,,77-86,,
3:30.0,D. Jordan makes 2-pt shot from 3 ft,2,79-86,,
3:08.0,,,79-89,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
2:55.0,J. Redick misses 3-pt shot from 25 ft,,79-89,,
2:54.0,,,79-89,,Defensive rebound by M. Plumlee
2:40.0,,,79-91,2,A. Crabbe makes 2-pt shot from 1 ft (assist by M. Plumlee)
2:23.0,Shooting foul by A. Crabbe (drawn by J. Crawford),,79-91,,
2:23.0,J. Crawford makes free throw 1 of 2,1,80-91,,
2:23.0,W. Johnson enters the game for J. Redick,,80-91,,
2:23.0,J. Crawford misses free throw 2 of 2,,80-91,,
2:22.0,,,80-91,,Defensive rebound by M. Plumlee
2:08.0,,,80-93,2,A. Aminu makes 2-pt shot from 4 ft (assist by M. Plumlee)
1:53.0,J. Green misses 3-pt shot from 26 ft,,80-93,,
1:52.0,Offensive rebound by D. Jordan,,80-93,,
1:51.0,Shooting foul by A. Crabbe (drawn by D. Jordan),,80-93,,
1:51.0,D. Jordan misses free throw 1 of 2,,80-93,,
1:51.0,Offensive rebound by Team,,80-93,,
1:51.0,P. Prigioni enters the game for J. Green,,80-93,,
1:51.0,D. Jordan makes free throw 2 of 2,1,81-93,,
1:30.0,,,81-93,,Turnover by A. Crabbe (offensive foul)
1:30.0,,,81-93,,Offensive foul by A. Crabbe
1:30.0,LA Clippers full timeout,,81-93,,
1:30.0,C. Aldrich enters the game for D. Jordan,,81-93,,
1:20.0,A. Rivers misses 3-pt shot from 24 ft,,81-93,,
1:19.0,,,81-93,,Defensive rebound by D. Lillard
1:09.0,,,81-93,,D. Lillard misses 2-pt shot from 1 ft
1:09.0,,,81-93,,Offensive rebound by A. Aminu
1:09.0,,,81-95,2,A. Aminu makes 2-pt shot from 1 ft
1:03.0,J. Crawford misses 3-pt shot from 24 ft,,81-95,,
1:02.0,,,81-95,,Defensive rebound by A. Aminu
1:02.0,Personal foul by A. Rivers,,81-95,,
0:38.0,,,81-95,,Turnover by Team (shot clock)
0:38.0,,,81-95,,P. Connaughton enters the game for A. Aminu
0:38.0,,,81-95,,L. Montero enters the game for M. Plumlee
0:38.0,,,81-95,,B. Roberts enters the game for C. McCollum
0:38.0,,,81-95,,N. Vonleh enters the game for D. Lillard
0:38.0,J. Ayres enters the game for C. Aldrich,,81-95,,
0:33.0,J. Ayres makes 2-pt shot at rim (assist by P. Prigioni),2,83-95,,
0:33.0,Shooting foul by L. Montero (drawn by J. Ayres),,83-95,,
0:33.0,J. Ayres makes free throw 1 of 1,1,84-95,,
0:16.0,,,84-98,3,L. Montero makes 3-pt shot from 25 ft (assist by N. Vonleh)
0:09.0,Turnover by A. Rivers (lost ball; steal by N. Vonleh),,84-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
