time,Houston,pts.away,score,pts.home,Minnesota
4:42.0,,,121-91,,Turnover by N. Bjelica (lost ball; steal by K. McDaniels)
4:33.0,M. Beasley makes 2-pt shot from 13 ft,2,123-91,,
4:33.0,Shooting foul by T. Jones (drawn by M. Beasley),,123-91,,
4:33.0,M. Beasley makes free throw 1 of 1,1,124-91,,
4:19.0,,,124-91,,S. Muhammad misses 2-pt shot from 17 ft
4:17.0,,,124-91,,Offensive rebound by A. Payne
4:17.0,,,124-91,,A. Payne misses 2-pt shot at rim
4:16.0,,,124-91,,Offensive rebound by A. Payne
4:16.0,,,124-93,2,A. Payne makes 2-pt shot at rim
4:02.0,K. McDaniels misses 3-pt shot from 25 ft,,124-93,,
4:01.0,,,124-93,,Defensive rebound by N. Bjelica
4:01.0,,,124-93,,Minnesota full timeout
3:45.0,Personal foul by T. Jones,,124-93,,
3:45.0,,,124-93,,A. Payne misses free throw 1 of 2
3:45.0,,,124-93,,Offensive rebound by Team
3:45.0,,,124-94,1,A. Payne makes free throw 2 of 2
3:26.0,A. Goudelock makes 2-pt shot from 12 ft,2,126-94,,
3:09.0,Personal foul by T. Jones,,126-94,,
3:09.0,,,126-95,1,A. Payne makes free throw 1 of 2
3:09.0,,,126-96,1,A. Payne makes free throw 2 of 2
2:57.0,T. Jones makes 2-pt shot from 1 ft (assist by M. Beasley),2,128-96,,
2:46.0,,,128-96,,D. Rudez misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by M. Beasley,,128-96,,
2:31.0,K. McDaniels misses 2-pt shot from 11 ft,,128-96,,
2:30.0,Offensive rebound by T. Jones,,128-96,,
2:26.0,T. Jones misses 2-pt shot from 15 ft,,128-96,,
2:26.0,,,128-96,,Defensive rebound by N. Bjelica
2:18.0,,,128-98,2,S. Muhammad makes 2-pt shot at rim (assist by T. Jones)
2:04.0,Turnover by T. Jones (lost ball; steal by A. Payne),,128-98,,
1:59.0,,,128-100,2,S. Muhammad makes 2-pt shot at rim
1:45.0,Shooting foul by A. Payne (drawn by M. Beasley),,128-100,,
1:45.0,M. Beasley makes free throw 1 of 2,1,129-100,,
1:45.0,,,129-100,,G. Smith enters the game for N. Bjelica
1:45.0,M. Beasley misses free throw 2 of 2,,129-100,,
1:45.0,,,129-100,,Defensive rebound by A. Payne
1:25.0,,,129-100,,A. Payne misses 2-pt shot from 3 ft
1:24.0,Defensive rebound by T. Jones,,129-100,,
1:18.0,A. Goudelock misses 3-pt shot from 23 ft,,129-100,,
1:17.0,,,129-100,,Defensive rebound by T. Jones
1:10.0,,,129-102,2,A. Payne makes 2-pt shot from 1 ft (assist by S. Muhammad)
1:00.0,Turnover by A. Goudelock (lost ball; steal by S. Muhammad),,129-102,,
0:55.0,,,129-102,,Shooting foul by M. Beasley (drawn by S. Muhammad)
0:55.0,,,129-103,1,S. Muhammad makes free throw 1 of 2
0:55.0,,,129-103,,S. Muhammad misses free throw 2 of 2
0:54.0,Defensive rebound by K. McDaniels,,129-103,,
0:49.0,Turnover by K. McDaniels (discontinued dribble),,129-103,,
0:28.0,,,129-103,,S. Muhammad misses 3-pt shot from 24 ft
0:27.0,,,129-103,,Offensive rebound by G. Smith
0:22.0,,,129-105,2,T. Jones makes 2-pt shot from 16 ft (assist by G. Smith)
0:00.0,End of 4th quarter,,,,End of 4th quarter
