time,Miami,pts.away,score,pts.home,Detroit
3:28.0,Turnover by H. Whiteside (lost ball; steal by A. Drummond),,87-81,,
3:26.0,,,87-81,,Turnover by M. Morris (lost ball; steal by J. Richardson)
3:09.0,G. Dragic misses 2-pt shot from 9 ft,,87-81,,
3:08.0,,,87-81,,Defensive rebound by A. Drummond
2:56.0,,,87-81,,Turnover by S. Blake (lost ball; steal by H. Whiteside)
2:36.0,H. Whiteside makes 2-pt shot at rim (assist by J. Johnson),2,89-81,,
2:23.0,,,89-81,,Shooting foul by H. Whiteside (drawn by T. Harris)
2:23.0,Miami full timeout,,89-81,,
2:23.0,D. Wade enters the game for J. Richardson,,89-81,,
2:23.0,,,89-82,1,T. Harris makes free throw 1 of 2
2:23.0,,,89-83,1,T. Harris makes free throw 2 of 2
2:08.0,J. Johnson makes 2-pt shot from 13 ft,2,91-83,,
1:52.0,,,91-83,,K. Caldwell-Pope misses 3-pt shot from 25 ft
1:51.0,,,91-83,,Offensive rebound by A. Drummond
1:48.0,,,91-83,,A. Drummond misses 2-pt shot from 8 ft
1:48.0,,,91-83,,Offensive rebound by M. Morris
1:48.0,,,91-85,2,M. Morris makes 2-pt shot from 1 ft
1:48.0,,,91-85,,Shooting foul by H. Whiteside (drawn by M. Morris)
1:48.0,,,91-86,1,M. Morris makes free throw 1 of 1
1:34.0,J. Johnson makes 2-pt shot from 9 ft,2,93-86,,
1:24.0,,,93-89,3,M. Morris makes 3-pt shot from 28 ft (assist by S. Blake)
1:07.0,L. Deng misses 3-pt shot from 25 ft,,93-89,,
1:07.0,Offensive rebound by H. Whiteside,,93-89,,
0:47.0,J. Johnson makes 3-pt shot from 25 ft (assist by G. Dragic),3,96-89,,
0:47.0,,,96-89,,Detroit full timeout
0:47.0,J. Richardson enters the game for G. Dragic,,96-89,,
0:43.0,,,96-91,2,K. Caldwell-Pope makes 2-pt shot from 21 ft (assist by T. Harris)
0:25.0,L. Deng makes 3-pt shot from 23 ft (assist by D. Wade),3,99-91,,
0:17.0,,,99-93,2,T. Harris makes 2-pt shot at rim (assist by S. Blake)
0:09.0,,,99-93,,Personal foul by S. Blake
0:00.0,End of 4th quarter,,,,End of 4th quarter
