time,Sacramento,pts.away,score,pts.home,Denver
4:44.0,,,105-99,,A. Toupane misses 3-pt shot from 23 ft
4:43.0,Defensive rebound by D. Collison,,105-99,,
4:40.0,,,105-99,,Shooting block foul by E. Mudiay (drawn by R. Gay)
4:40.0,R. Gay misses free throw 1 of 2,,105-99,,
4:40.0,Offensive rebound by Team,,105-99,,
4:40.0,R. Gay makes free throw 2 of 2,1,106-99,,
4:23.0,,,106-99,,E. Mudiay misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by W. Cauley-Stein,,106-99,,
4:12.0,K. Koufos makes 2-pt shot from 2 ft (assist by D. Collison),2,108-99,,
3:50.0,Shooting block foul by W. Cauley-Stein (drawn by A. Toupane),,108-99,,
3:50.0,,,108-99,,A. Toupane misses free throw 1 of 2
3:50.0,,,108-99,,Offensive rebound by Team
3:50.0,,,108-100,1,A. Toupane makes free throw 2 of 2
3:26.0,R. Gay makes 2-pt shot from 6 ft,2,110-100,,
3:08.0,,,110-102,2,E. Mudiay makes 2-pt shot from 12 ft
2:51.0,B. McLemore misses 2-pt shot from 15 ft,,110-102,,
2:48.0,,,110-102,,Defensive rebound by A. Toupane
2:43.0,,,110-102,,E. Mudiay misses 2-pt shot from 4 ft (block by K. Koufos)
2:42.0,,,110-102,,Offensive rebound by E. Mudiay
2:41.0,Official timeout,,110-102,,
2:41.0,,,110-102,,J. Sampson enters the game for A. Toupane
2:24.0,,,110-102,,J. Lauvergne misses 2-pt shot from 19 ft
2:22.0,,,110-102,,Offensive rebound by J. Sampson
2:18.0,,,110-105,3,E. Mudiay makes 3-pt shot from 22 ft (assist by J. Sampson)
1:53.0,D. Collison misses 3-pt shot from 26 ft,,110-105,,
1:53.0,,,110-105,,Defensive rebound by J. Lauvergne
1:43.0,,,110-105,,E. Mudiay misses 2-pt shot from 2 ft (block by W. Cauley-Stein)
1:41.0,Defensive rebound by R. Gay,,110-105,,
1:38.0,D. Collison misses 2-pt shot from 2 ft,,110-105,,
1:37.0,,,110-105,,Defensive rebound by Team
1:37.0,Loose ball foul by W. Cauley-Stein,,110-105,,
1:24.0,,,110-105,,Shooting foul by B. McLemore (drawn by J. Lauvergne)
1:24.0,,,110-105,,J. Lauvergne misses free throw 1 of 2
1:24.0,,,110-105,,Offensive rebound by Team
1:24.0,,,110-106,1,J. Lauvergne makes free throw 2 of 2
1:00.0,K. Koufos makes 2-pt shot from 6 ft (assist by D. Collison),2,112-106,,
0:45.0,,,112-106,,G. Harris misses 3-pt shot from 26 ft
0:43.0,,,112-106,,Offensive rebound by J. Lauvergne
0:41.0,,,112-106,,Turnover by J. Lauvergne (lost ball; steal by K. Koufos)
0:36.0,,,112-106,,Personal take foul by E. Mudiay
0:36.0,D. Collison makes free throw 1 of 2,1,113-106,,
0:36.0,J. Anderson enters the game for B. McLemore,,113-106,,
0:36.0,D. Collison misses free throw 2 of 2,,113-106,,
0:35.0,Offensive rebound by D. Collison,,113-106,,
0:33.0,,,113-106,,Personal take foul by E. Mudiay
0:33.0,,,113-106,,D. Augustin enters the game for E. Mudiay
0:33.0,D. Collison makes free throw 1 of 2,1,114-106,,
0:33.0,D. Collison makes free throw 2 of 2,1,115-106,,
0:33.0,,,115-106,,Denver full timeout
0:33.0,,,115-106,,W. Barton enters the game for J. Sampson
0:29.0,,,115-106,,G. Harris misses 3-pt shot from 27 ft
0:28.0,,,115-106,,Offensive rebound by N. Jokic
0:23.0,,,115-106,,W. Barton misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by J. Anderson,,115-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
