time,Oklahoma City,pts.away,score,pts.home,Sacramento
4:14.0,S. Adams enters the game for E. Kanter,,99-98,,
3:59.0,Turnover by R. Westbrook (lost ball; steal by D. Collison),,99-98,,
3:50.0,,,99-98,,D. Cousins misses 2-pt shot from 3 ft
3:49.0,Defensive rebound by S. Adams,,99-98,,
3:46.0,Turnover by K. Durant (lost ball; steal by R. Gay),,99-98,,
3:41.0,,,99-101,3,D. Collison makes 3-pt shot from 26 ft
3:26.0,,,99-101,,Shooting block foul by D. Cousins (drawn by K. Durant)
3:26.0,,,99-101,,Q. Acy enters the game for D. Cousins
3:26.0,K. Durant makes free throw 1 of 2,1,100-101,,
3:26.0,A. Roberson enters the game for S. Ibaka,,100-101,,
3:26.0,K. Durant makes free throw 2 of 2,1,101-101,,
3:11.0,,,101-101,,Turnover by D. Collison (lost ball; steal by R. Westbrook)
3:04.0,Turnover by R. Westbrook (lost ball; steal by R. Gay),,101-101,,
3:00.0,,,101-101,,D. Collison misses 2-pt shot from 3 ft
2:58.0,Defensive rebound by A. Roberson,,101-101,,
2:47.0,Offensive charge foul by R. Westbrook,,101-101,,
2:47.0,Turnover by R. Westbrook (offensive foul),,101-101,,
2:47.0,Oklahoma City full timeout,,101-101,,
2:27.0,,,101-104,3,D. Collison makes 3-pt shot from 25 ft (assist by R. Gay)
2:07.0,K. Durant misses 3-pt shot from 26 ft,,101-104,,
2:06.0,,,101-104,,Defensive rebound by Q. Acy
1:52.0,Personal block foul by K. Durant,,101-104,,
1:52.0,S. Ibaka enters the game for S. Adams,,101-104,,
1:40.0,,,101-104,,D. Collison misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by R. Westbrook,,101-104,,
1:34.0,R. Westbrook misses 2-pt shot from 4 ft,,101-104,,
1:34.0,Offensive rebound by A. Roberson,,101-104,,
1:34.0,A. Roberson makes 2-pt shot at rim,2,103-104,,
1:15.0,,,103-106,2,R. Gay makes 2-pt shot from 14 ft
0:58.0,K. Durant misses 2-pt shot from 7 ft,,103-106,,
0:57.0,,,103-106,,Defensive rebound by D. Collison
0:34.0,,,103-108,2,D. Collison makes 2-pt shot from 17 ft
0:34.0,Oklahoma City full timeout,,103-108,,
0:28.0,K. Durant misses 2-pt shot from 16 ft,,103-108,,
0:28.0,,,103-108,,Defensive rebound by D. Collison
0:25.0,Personal foul by R. Foye,,103-108,,
0:25.0,,,103-109,1,D. Collison makes free throw 1 of 2
0:25.0,,,103-109,,W. Cauley-Stein enters the game for K. Koufos
0:25.0,,,103-110,1,D. Collison makes free throw 2 of 2
0:25.0,Oklahoma City full timeout,,103-110,,
0:18.0,R. Westbrook makes 3-pt shot from 25 ft,3,106-110,,
0:17.0,Personal foul by R. Westbrook,,106-110,,
0:17.0,,,106-110,,R. Gay misses free throw 1 of 2
0:17.0,,,106-110,,Offensive rebound by Team
0:17.0,A. Morrow enters the game for A. Roberson,,106-110,,
0:17.0,,,106-110,,J. Anderson enters the game for Q. Acy
0:17.0,,,106-111,1,R. Gay makes free throw 2 of 2
0:12.0,A. Morrow makes 3-pt shot from 22 ft (assist by R. Westbrook),3,109-111,,
0:11.0,Personal foul by S. Ibaka,,109-111,,
0:11.0,,,109-111,,R. Gay misses free throw 1 of 2
0:11.0,,,109-111,,Offensive rebound by Team
0:11.0,,,109-112,1,R. Gay makes free throw 2 of 2
0:07.0,Shooting foul by J. Anderson (drawn by R. Westbrook),,109-112,,
0:07.0,R. Westbrook makes free throw 1 of 3,1,110-112,,
0:07.0,R. Westbrook makes free throw 2 of 3,1,111-112,,
0:07.0,A. Roberson enters the game for A. Morrow,,111-112,,
0:07.0,,,111-112,,Q. Acy enters the game for W. Cauley-Stein
0:07.0,,,111-112,,K. Koufos enters the game for J. Anderson
0:07.0,R. Westbrook makes free throw 3 of 3,1,112-112,,
0:07.0,,,112-112,,Sacramento full timeout
0:07.0,,,112-112,,J. Anderson enters the game for Q. Acy
0:01.0,,,112-112,,Shooting foul by S. Ibaka (drawn by R. Gay)
0:01.0,,,112-113,1,R. Gay makes free throw 1 of 2
0:01.0,,,112-113,,W. Cauley-Stein enters the game for K. Koufos
0:01.0,S. Adams enters the game for S. Ibaka,,112-113,,
0:01.0,A. Morrow enters the game for A. Roberson,,112-113,,
0:01.0,,,112-114,1,R. Gay makes free throw 2 of 2
0:00.0,R. Westbrook misses 3-pt shot from 51 ft,,112-114,,
0:00.0,Offensive rebound by Team,,112-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
