time,Toronto,pts.away,score,pts.home,Orlando
4:15.0,,,78-80,2,D. Dedmon makes 2-pt shot at rim (assist by T. Harris)
3:43.0,C. Joseph makes 2-pt shot from 13 ft,2,80-80,,
3:25.0,,,80-82,2,V. Oladipo makes 2-pt shot from 12 ft
3:10.0,D. DeRozan makes 2-pt shot from 1 ft,2,82-82,,
2:53.0,,,82-85,3,E. Fournier makes 3-pt shot from 25 ft (assist by V. Oladipo)
2:22.0,K. Lowry makes 2-pt shot from 12 ft,2,84-85,,
2:21.0,,,84-85,,Orlando full timeout
2:02.0,,,84-87,2,E. Fournier makes 2-pt shot from 2 ft
1:51.0,,,84-87,,Personal foul by D. Dedmon (drawn by K. Lowry)
1:41.0,C. Joseph makes 2-pt shot from 12 ft,2,86-87,,
1:30.0,,,86-87,,V. Oladipo misses 2-pt shot from 14 ft
1:29.0,Defensive rebound by C. Joseph,,86-87,,
1:10.0,D. Carroll misses 3-pt shot from 26 ft,,86-87,,
1:09.0,,,86-87,,Defensive rebound by V. Oladipo
1:04.0,,,86-87,,C. Watson misses 3-pt shot from 26 ft
1:03.0,Defensive rebound by Team,,86-87,,
1:03.0,Toronto full timeout,,86-87,,
0:49.0,Turnover by D. Carroll (lost ball; steal by T. Harris),,86-87,,
0:31.0,,,86-87,,Shooting foul by D. Carroll (drawn by T. Harris)
0:31.0,,,86-87,,T. Harris misses free throw 1 of 2
0:31.0,,,86-87,,Offensive rebound by Team
0:31.0,,,86-88,1,T. Harris makes free throw 2 of 2
0:31.0,Toronto full timeout,,86-88,,
0:25.0,Shooting foul by D. Dedmon (drawn by D. DeRozan),,86-88,,
0:25.0,,,86-88,,J. Smith enters the game for D. Dedmon
0:25.0,D. DeRozan makes free throw 1 of 2,1,87-88,,
0:25.0,D. DeRozan misses free throw 2 of 2,,87-88,,
0:24.0,Offensive rebound by Team,,87-88,,
0:24.0,Toronto full timeout,,87-88,,
0:06.0,J. Valanciunas misses 2-pt shot from 4 ft,,87-88,,
0:05.0,,,87-88,,Defensive rebound by V. Oladipo
0:02.0,Clear path foul by C. Joseph,,87-88,,
0:02.0,,,87-89,1,V. Oladipo makes clear path free throw 1 of 2
0:02.0,,,87-90,1,V. Oladipo makes clear path free throw 2 of 2
0:02.0,Personal take foul by D. Carroll (drawn by E. Fournier),,87-90,,
0:02.0,,,87-91,1,E. Fournier makes free throw 1 of 2
0:02.0,,,87-92,1,E. Fournier makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
