time,Phoenix,pts.away,score,pts.home,Sacramento
5:00.0,,,105-129,2,D. Collison makes 2-pt shot from 2 ft
4:50.0,Shooting foul by J. Anderson (drawn by D. Booker),,105-129,,
4:50.0,D. Booker makes free throw 1 of 2,1,106-129,,
4:50.0,,,106-129,,W. Cauley-Stein enters the game for R. Gay
4:50.0,D. Booker makes free throw 2 of 2,1,107-129,,
4:41.0,,,107-131,2,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by S. Curry)
4:26.0,Shooting foul by D. Collison (drawn by D. Booker),,107-131,,
4:26.0,D. Booker makes free throw 1 of 2,1,108-131,,
4:26.0,D. Booker makes free throw 2 of 2,1,109-131,,
4:17.0,,,109-131,,Shooting foul by B. Cotton (drawn by D. Collison)
4:17.0,,,109-131,,D. Collison misses free throw 1 of 2
4:17.0,,,109-131,,Offensive rebound by Team
4:17.0,,,109-131,,Q. Acy enters the game for M. Belinelli
4:17.0,,,109-132,1,D. Collison makes free throw 2 of 2
4:02.0,M. Teletovic makes 2-pt shot from 14 ft (assist by B. Cotton),2,111-132,,
3:41.0,,,111-134,2,D. Collison makes 2-pt shot from 8 ft
3:29.0,B. Cotton makes 2-pt shot from 5 ft (assist by M. Teletovic),2,113-134,,
3:15.0,,,113-136,2,S. Curry makes 2-pt shot from 4 ft
3:06.0,M. Teletovic misses 3-pt shot from 25 ft,,113-136,,
3:05.0,,,113-136,,Defensive rebound by W. Cauley-Stein
2:57.0,,,113-138,2,S. Curry makes 2-pt shot from 19 ft
2:46.0,,,113-138,,Personal take foul by D. Collison (drawn by A. Goodwin)
2:46.0,Phoenix full timeout,,113-138,,
2:46.0,,,113-138,,B. McLemore enters the game for D. Collison
2:36.0,M. Teletovic makes 2-pt shot from 11 ft (assist by S. Weems),2,115-138,,
2:18.0,,,115-138,,B. McLemore misses 2-pt shot from 5 ft
2:17.0,,,115-138,,Offensive rebound by W. Cauley-Stein
2:17.0,,,115-140,2,W. Cauley-Stein makes 2-pt shot at rim
2:01.0,M. Teletovic misses 3-pt shot from 27 ft,,115-140,,
2:01.0,,,115-140,,Defensive rebound by W. Cauley-Stein
1:46.0,,,115-140,,Turnover by S. Curry (bad pass; steal by A. Goodwin)
1:43.0,Shooting foul by Q. Acy (drawn by A. Goodwin),,115-140,,
1:43.0,A. Goodwin makes free throw 2 of 2,1,116-140,,
1:43.0,A. Goodwin misses free throw 1 of 2,,116-140,,
1:43.0,Offensive rebound by Team,,116-140,,
1:17.0,,,116-140,,J. Anderson misses 3-pt shot from 26 ft
1:17.0,,,116-140,,Offensive rebound by W. Cauley-Stein
1:15.0,,,116-140,,B. McLemore misses 3-pt shot from 24 ft
1:14.0,Defensive rebound by Team,,116-140,,
1:04.0,Turnover by B. Cotton (bad pass; steal by Q. Acy),,116-140,,
1:01.0,,,116-142,2,Q. Acy makes 2-pt shot from 1 ft (assist by W. Cauley-Stein)
0:54.0,Turnover by B. Cotton (lost ball),,116-142,,
0:40.0,,,116-142,,Q. Acy misses 2-pt shot from 20 ft
0:39.0,,,116-142,,Offensive rebound by W. Cauley-Stein
0:36.0,,,116-142,,W. Cauley-Stein misses 2-pt shot from 4 ft
0:35.0,Defensive rebound by A. Goodwin,,116-142,,
0:28.0,B. Cotton misses 3-pt shot from 25 ft,,116-142,,
0:27.0,Offensive rebound by M. Teletovic,,116-142,,
0:23.0,S. Weems makes 3-pt shot from 25 ft (assist by A. Goodwin),3,119-142,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
