time,Milwaukee,pts.away,score,pts.home,Orlando
1:15.0,,,98-105,1,M. Hezonja makes free throw 2 of 2
1:07.0,J. Parker misses 2-pt shot from 2 ft (block by E. Ilyasova),,98-105,,
1:07.0,Offensive rebound by Team,,98-105,,
0:59.0,M. Plumlee misses 2-pt shot at rim,,98-105,,
0:57.0,,,98-105,,Defensive rebound by J. Smith
0:48.0,Personal foul by R. Vaughn,,98-105,,
0:48.0,,,98-105,,E. Payton misses free throw 1 of 2
0:48.0,,,98-105,,Offensive rebound by Team
0:48.0,,,98-105,,E. Payton misses free throw 2 of 2
0:47.0,Defensive rebound by M. Plumlee,,98-105,,
0:41.0,,,98-105,,Personal foul by M. Hezonja
0:39.0,Turnover by G. Antetokounmpo (lost ball; steal by E. Payton),,98-105,,
0:32.0,Personal take foul by G. Antetokounmpo,,98-105,,
0:32.0,,,98-106,1,E. Payton makes free throw 1 of 2
0:32.0,,,98-107,1,E. Payton makes free throw 2 of 2
0:25.0,R. Vaughn misses 3-pt shot from 25 ft,,98-107,,
0:22.0,Offensive rebound by J. Parker,,98-107,,
0:20.0,Turnover by J. Parker (lost ball; steal by J. Smith),,98-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
