time,Chicago,pts.away,score,pts.home,Atlanta
6:28.0,P. Gasol misses 2-pt shot at rim (block by P. Millsap),,74-85,,
6:27.0,,,74-85,,Defensive rebound by J. Teague
6:23.0,,,74-88,3,K. Bazemore makes 3-pt shot from 23 ft (assist by A. Horford)
6:08.0,E. Moore misses 2-pt shot from 17 ft,,74-88,,
6:06.0,Offensive rebound by T. Gibson,,74-88,,
6:06.0,Shooting foul by K. Korver (drawn by T. Gibson),,74-88,,
6:06.0,T. Gibson makes free throw 1 of 2,1,75-88,,
6:06.0,T. Gibson makes free throw 2 of 2,1,76-88,,
5:56.0,,,76-88,,A. Horford misses 2-pt shot from 15 ft
5:56.0,Defensive rebound by Team,,76-88,,
5:56.0,Official timeout,,76-88,,
5:30.0,P. Gasol misses 2-pt shot from 11 ft,,76-88,,
5:28.0,Offensive rebound by M. Dunleavy,,76-88,,
5:27.0,M. Dunleavy misses 2-pt shot from 1 ft (block by A. Horford),,76-88,,
5:25.0,,,76-88,,Defensive rebound by K. Bazemore
5:11.0,,,76-88,,Shooting foul by T. Gibson (drawn by P. Millsap)
5:11.0,,,76-89,1,P. Millsap makes free throw 1 of 2
5:11.0,,,76-90,1,P. Millsap makes free throw 2 of 2
4:58.0,P. Gasol misses 2-pt shot from 5 ft,,76-90,,
4:56.0,Offensive rebound by P. Gasol,,76-90,,
4:56.0,P. Gasol misses 2-pt shot from 1 ft,,76-90,,
4:55.0,,,76-90,,Defensive rebound by P. Millsap
4:52.0,Personal foul by E. Moore (drawn by J. Teague),,76-90,,
4:52.0,B. Portis enters the game for T. Gibson,,76-90,,
4:45.0,,,76-90,,J. Teague misses 2-pt shot from 1 ft
4:43.0,Defensive rebound by M. Dunleavy,,76-90,,
4:34.0,B. Portis misses 2-pt shot from 17 ft,,76-90,,
4:33.0,Offensive rebound by Team,,76-90,,
4:33.0,,,76-90,,Loose ball foul by P. Millsap (drawn by P. Gasol)
4:33.0,P. Gasol makes free throw 1 of 2,1,77-90,,
4:33.0,P. Gasol makes free throw 2 of 2,1,78-90,,
4:18.0,,,78-90,,Loose ball foul by P. Millsap (drawn by D. McDermott)
4:18.0,,,78-90,,Turnover by P. Millsap (offensive foul)
4:18.0,D. McDermott makes free throw 1 of 2,1,79-90,,
4:18.0,D. McDermott makes free throw 2 of 2,1,80-90,,
4:00.0,,,80-90,,K. Korver misses 3-pt shot from 25 ft
3:58.0,,,80-90,,Offensive rebound by P. Millsap
3:51.0,,,80-92,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
3:32.0,D. McDermott misses 2-pt shot from 21 ft (block by K. Bazemore),,80-92,,
3:29.0,,,80-92,,Defensive rebound by P. Millsap
3:21.0,,,80-95,3,A. Horford makes 3-pt shot from 25 ft (assist by J. Teague)
3:20.0,Chicago full timeout,,80-95,,
3:20.0,C. Felicio enters the game for M. Dunleavy,,80-95,,
3:20.0,T. Snell enters the game for P. Gasol,,80-95,,
3:20.0,A. Brooks enters the game for E. Moore,,80-95,,
2:59.0,A. Brooks misses 2-pt shot from 1 ft (block by P. Millsap),,80-95,,
2:57.0,,,80-95,,Defensive rebound by P. Millsap
2:52.0,,,80-97,2,J. Teague makes 2-pt shot at rim (assist by P. Millsap)
2:44.0,C. Felicio makes 2-pt shot from 19 ft (assist by A. Brooks),2,82-97,,
2:29.0,,,82-97,,Shooting foul by D. McDermott (drawn by P. Millsap)
2:29.0,,,82-98,1,P. Millsap makes free throw 1 of 2
2:29.0,,,82-98,,K. Hinrich enters the game for A. Horford
2:29.0,,,82-98,,T. Hardaway enters the game for K. Korver
2:29.0,,,82-98,,M. Muscala enters the game for J. Teague
2:29.0,,,82-98,,M. Scott enters the game for K. Bazemore
2:29.0,J. Holiday enters the game for D. McDermott,,82-98,,
2:29.0,C. Bairstow enters the game for B. Portis,,82-98,,
2:29.0,,,82-99,1,P. Millsap makes free throw 2 of 2
2:10.0,C. Bairstow makes 3-pt shot from 23 ft (assist by T. Snell),3,85-99,,
1:47.0,,,85-99,,T. Hardaway misses 3-pt shot from 24 ft
1:45.0,Defensive rebound by Team,,85-99,,
1:35.0,Turnover by C. Felicio (lost ball; steal by P. Millsap),,85-99,,
1:14.0,,,85-99,,K. Hinrich misses 3-pt shot from 24 ft
1:12.0,,,85-99,,Offensive rebound by P. Millsap
1:12.0,,,85-99,,P. Millsap misses 2-pt shot from 1 ft
1:12.0,,,85-99,,Offensive rebound by M. Muscala
1:12.0,,,85-99,,Shooting foul by C. Bairstow (drawn by M. Muscala)
1:12.0,,,85-100,1,M. Muscala makes free throw 1 of 2
1:12.0,,,85-100,,T. Sefolosha enters the game for P. Millsap
1:12.0,,,85-101,1,M. Muscala makes free throw 2 of 2
0:55.0,Turnover by A. Brooks (bad pass; steal by M. Muscala),,85-101,,
0:50.0,,,85-103,2,T. Hardaway makes 2-pt shot from 3 ft (assist by M. Muscala)
0:38.0,Turnover by C. Bairstow (lost ball),,85-103,,
0:17.0,,,85-103,,M. Muscala misses 2-pt shot from 12 ft
0:15.0,Defensive rebound by J. Holiday,,85-103,,
0:01.0,J. Holiday makes 3-pt shot from 23 ft (assist by C. Bairstow),3,88-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
