time,Houston,pts.away,score,pts.home,Phoenix
6:56.0,,,91-92,,Offensive rebound by A. Len
6:51.0,,,91-92,,Turnover by A. Len (bad pass; steal by J. Harden)
6:48.0,Turnover by J. Harden (lost ball; steal by J. McRae),,91-92,,
6:47.0,,,91-94,2,J. McRae makes 2-pt shot from 1 ft
6:47.0,,,91-94,,Shooting foul by J. Terry (drawn by J. McRae)
6:47.0,,,91-95,1,J. McRae makes free throw 1 of 1
6:30.0,T. Ariza misses 3-pt shot from 25 ft,,91-95,,
6:28.0,Offensive rebound by J. Terry,,91-95,,
6:25.0,J. Harden misses 3-pt shot from 24 ft,,91-95,,
6:23.0,,,91-95,,Defensive rebound by A. Len
6:00.0,,,91-95,,S. Weems misses 2-pt shot from 21 ft
5:58.0,Defensive rebound by D. Howard,,91-95,,
5:51.0,Shooting foul by J. McRae (drawn by J. Harden),,91-95,,
5:51.0,Official timeout,,91-95,,
5:51.0,J. Harden makes free throw 1 of 2,1,92-95,,
5:51.0,J. Harden makes free throw 2 of 2,1,93-95,,
5:29.0,,,93-95,,Turnover by S. Weems (bad pass; steal by D. Howard)
5:25.0,J. Harden misses 2-pt shot from 5 ft,,93-95,,
5:24.0,Offensive rebound by D. Howard,,93-95,,
5:16.0,J. Terry makes 2-pt shot from 11 ft,2,95-95,,
4:48.0,,,95-95,,D. Booker misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by J. Terry,,95-95,,
4:38.0,J. Harden misses 2-pt shot from 11 ft,,95-95,,
4:36.0,Offensive rebound by J. Harden,,95-95,,
4:32.0,J. Harden misses 2-pt shot from 2 ft,,95-95,,
4:31.0,Offensive rebound by D. Howard,,95-95,,
4:26.0,T. Ariza makes 3-pt shot from 23 ft (assist by P. Beverley),3,98-95,,
4:15.0,,,98-95,,Phoenix full timeout
4:15.0,,,98-95,,P. Tucker enters the game for S. Weems
4:15.0,,,98-95,,M. Morris enters the game for M. Teletovic
4:15.0,,,98-95,,A. Goodwin enters the game for J. McRae
4:08.0,,,98-97,2,M. Morris makes 2-pt shot from 11 ft (assist by A. Goodwin)
3:49.0,D. Howard misses 2-pt shot from 2 ft,,98-97,,
3:49.0,Offensive rebound by D. Howard,,98-97,,
3:49.0,J. Terry misses 3-pt shot from 25 ft,,98-97,,
3:47.0,,,98-97,,Defensive rebound by P. Tucker
3:34.0,,,98-97,,Offensive foul by A. Len
3:34.0,,,98-97,,Turnover by A. Len (offensive foul)
3:17.0,J. Harden makes 3-pt shot from 24 ft (assist by J. Terry),3,101-97,,
2:52.0,,,101-97,,A. Goodwin misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by D. Howard,,101-97,,
2:37.0,J. Harden misses 2-pt shot from 6 ft,,101-97,,
2:37.0,Offensive rebound by D. Howard,,101-97,,
2:37.0,Shooting foul by A. Len (drawn by D. Howard),,101-97,,
2:37.0,D. Howard makes free throw 1 of 2,1,102-97,,
2:37.0,,,102-97,,T. Chandler enters the game for A. Len
2:37.0,C. Brewer enters the game for J. Terry,,102-97,,
2:37.0,D. Howard misses free throw 2 of 2,,102-97,,
2:35.0,,,102-97,,Defensive rebound by P. Tucker
2:14.0,,,102-99,2,P. Tucker makes 2-pt shot from 20 ft (assist by M. Morris)
1:59.0,C. Brewer makes 3-pt shot from 24 ft (assist by T. Ariza),3,105-99,,
1:46.0,,,105-99,,Shooting foul by D. Howard (drawn by A. Goodwin)
1:46.0,,,105-100,1,A. Goodwin makes free throw 1 of 2
1:46.0,,,105-101,1,A. Goodwin makes free throw 2 of 2
1:27.0,J. Harden misses 3-pt shot from 24 ft,,105-101,,
1:25.0,Offensive rebound by P. Beverley,,105-101,,
1:15.0,P. Beverley misses 2-pt shot from 2 ft,,105-101,,
1:13.0,Offensive rebound by P. Beverley,,105-101,,
1:10.0,C. Brewer makes 3-pt shot from 23 ft (assist by P. Beverley),3,108-101,,
1:10.0,,,108-101,,Phoenix full timeout
0:53.0,Personal block foul by P. Beverley (drawn by A. Goodwin),,108-101,,
0:53.0,,,108-102,1,A. Goodwin makes free throw 1 of 2
0:53.0,,,108-103,1,A. Goodwin makes free throw 2 of 2
0:29.0,C. Brewer misses 3-pt shot from 23 ft,,108-103,,
0:27.0,,,108-103,,Defensive rebound by T. Chandler
0:23.0,,,108-105,2,A. Goodwin makes 2-pt shot from 2 ft
0:18.0,,,108-105,,Personal take foul by T. Chandler (drawn by P. Beverley)
0:18.0,P. Beverley misses free throw 1 of 2,,108-105,,
0:18.0,Offensive rebound by Team,,108-105,,
0:18.0,P. Beverley makes free throw 2 of 2,1,109-105,,
0:18.0,,,109-105,,Phoenix full timeout
0:16.0,,,109-105,,Turnover by A. Goodwin (bad pass; steal by T. Ariza)
0:13.0,T. Ariza makes 2-pt shot at rim,2,111-105,,
0:08.0,,,111-105,,Turnover by A. Goodwin (lost ball; steal by D. Howard)
0:00.0,End of 4th quarter,,,,End of 4th quarter
