time,Atlanta,pts.away,score,pts.home,Cleveland
2:04.0,Turnover by D. Schroder (lost ball; steal by L. James),,88-95,,
1:57.0,,,88-95,,L. James misses 2-pt shot from 1 ft
1:54.0,Defensive rebound by K. Bazemore,,88-95,,
1:46.0,K. Bazemore misses 3-pt shot from 24 ft,,88-95,,
1:45.0,Offensive rebound by K. Bazemore,,88-95,,
1:40.0,D. Schroder misses 3-pt shot from 25 ft,,88-95,,
1:40.0,,,88-95,,Defensive rebound by Team
1:40.0,Loose ball foul by A. Horford,,88-95,,
1:40.0,,,88-96,1,K. Love makes free throw 1 of 2
1:40.0,,,88-97,1,K. Love makes free throw 2 of 2
1:40.0,Atlanta full timeout,,88-97,,
1:33.0,P. Millsap misses 3-pt shot from 24 ft,,88-97,,
1:32.0,Offensive rebound by K. Bazemore,,88-97,,
1:28.0,,,88-97,,Personal foul by L. James
1:28.0,P. Millsap makes free throw 1 of 2,1,89-97,,
1:28.0,T. Sefolosha enters the game for K. Korver,,89-97,,
1:28.0,P. Millsap makes free throw 2 of 2,1,90-97,,
1:05.0,,,90-99,2,L. James makes 2-pt shot from 2 ft
1:05.0,Atlanta full timeout,,90-99,,
1:05.0,K. Korver enters the game for T. Sefolosha,,90-99,,
1:00.0,A. Horford misses 2-pt shot from 4 ft,,90-99,,
0:58.0,,,90-99,,Defensive rebound by L. James
0:52.0,Personal foul by D. Schroder,,90-99,,
0:52.0,,,90-100,1,K. Irving makes free throw 1 of 2
0:52.0,,,90-100,,M. Dellavedova enters the game for K. Love
0:52.0,,,90-101,1,K. Irving makes free throw 2 of 2
0:45.0,D. Schroder misses 2-pt shot from 1 ft (block by K. Irving),,90-101,,
0:42.0,,,90-101,,Defensive rebound by J. Smith
0:41.0,Personal foul by K. Korver,,90-101,,
0:41.0,,,90-101,,M. Dellavedova misses free throw 1 of 2
0:41.0,,,90-101,,Offensive rebound by Team
0:41.0,M. Scott enters the game for P. Millsap,,90-101,,
0:41.0,L. Patterson enters the game for A. Horford,,90-101,,
0:41.0,M. Muscala enters the game for K. Korver,,90-101,,
0:41.0,T. Hardaway enters the game for D. Schroder,,90-101,,
0:41.0,,,90-101,,R. Jefferson enters the game for L. James
0:41.0,,,90-101,,I. Shumpert enters the game for T. Thompson
0:41.0,,,90-101,,M. Williams enters the game for J. Smith
0:41.0,,,90-101,,D. Jones enters the game for K. Irving
0:41.0,,,90-102,1,M. Dellavedova makes free throw 2 of 2
0:36.0,Turnover by K. Bazemore (lost ball; steal by D. Jones),,90-102,,
0:31.0,,,90-104,2,D. Jones makes 2-pt shot at rim
0:18.0,L. Patterson makes 3-pt shot from 25 ft (assist by M. Scott),3,93-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
