time,Charlotte,pts.away,score,pts.home,Washington
0:40.0,Defensive rebound by J. Lin,,99-105,,
0:30.0,Turnover by K. Walker (traveling),,99-105,,
0:26.0,Personal foul by K. Walker (drawn by J. Dudley),,99-105,,
0:26.0,,,99-106,1,J. Dudley makes free throw 1 of 2
0:26.0,,,99-107,1,J. Dudley makes free throw 2 of 2
0:26.0,Charlotte full timeout,,99-107,,
0:26.0,S. Hawes enters the game for C. Zeller,,99-107,,
0:26.0,,,99-107,,K. Oubre enters the game for M. Gortat
0:22.0,M. Williams misses 2-pt shot from 1 ft,,99-107,,
0:21.0,Offensive rebound by M. Williams,,99-107,,
0:21.0,M. Williams misses 2-pt shot from 2 ft,,99-107,,
0:20.0,Offensive rebound by M. Williams,,99-107,,
0:20.0,M. Williams makes 2-pt shot from 1 ft,2,101-107,,
0:19.0,Personal take foul by J. Lin (drawn by J. Wall),,101-107,,
0:19.0,,,101-108,1,J. Wall makes free throw 1 of 2
0:19.0,,,101-109,1,J. Wall makes free throw 2 of 2
0:15.0,J. Lin misses 2-pt shot at rim (block by J. Wall),,101-109,,
0:13.0,,,101-109,,Defensive rebound by G. Temple
0:00.0,End of 4th quarter,,,,End of 4th quarter
