time,Cleveland,pts.away,score,pts.home,Detroit
3:04.0,K. Irving misses 3-pt shot from 25 ft,,108-97,,
3:03.0,,,108-97,,Defensive rebound by A. Drummond
2:58.0,,,108-97,,Turnover by R. Jackson (bad pass; steal by K. Irving)
2:53.0,K. Irving makes 2-pt shot at rim,2,110-97,,
2:53.0,,,110-97,,Detroit full timeout
2:31.0,,,110-97,,K. Caldwell-Pope misses 2-pt shot from 8 ft
2:30.0,Defensive rebound by T. Thompson,,110-97,,
2:15.0,K. Love makes 2-pt shot at rim (assist by L. James),2,112-97,,
2:03.0,,,112-97,,E. Ilyasova misses 2-pt shot from 7 ft
2:03.0,,,112-97,,Offensive rebound by E. Ilyasova
2:03.0,,,112-97,,E. Ilyasova misses 2-pt shot from 7 ft
2:03.0,Defensive rebound by L. James,,112-97,,
2:03.0,,,112-97,,Personal foul by A. Drummond (drawn by L. James)
2:03.0,,,112-97,,A. Tolliver enters the game for E. Ilyasova
2:03.0,,,112-97,,S. Johnson enters the game for M. Morris
2:03.0,M. Dellavedova enters the game for K. Irving,,112-97,,
1:48.0,L. James makes 2-pt shot from 19 ft,2,114-97,,
1:38.0,,,114-97,,Shooting foul by M. Dellavedova (drawn by K. Caldwell-Pope)
1:38.0,R. Jefferson enters the game for L. James,,114-97,,
1:38.0,,,114-98,1,K. Caldwell-Pope makes free throw 1 of 2
1:38.0,J. Jones enters the game for K. Love,,114-98,,
1:38.0,J. Cunningham enters the game for J. Smith,,114-98,,
1:38.0,,,114-98,,A. Baynes enters the game for A. Drummond
1:38.0,,,114-98,,B. Jennings enters the game for R. Jackson
1:38.0,,,114-99,1,K. Caldwell-Pope makes free throw 2 of 2
1:21.0,M. Dellavedova misses 2-pt shot from 11 ft,,114-99,,
1:21.0,,,114-99,,Defensive rebound by A. Baynes
1:12.0,,,114-102,3,A. Tolliver makes 3-pt shot from 26 ft (assist by S. Johnson)
0:51.0,M. Dellavedova misses 2-pt shot from 5 ft,,114-102,,
0:51.0,,,114-102,,Defensive rebound by A. Baynes
0:46.0,,,114-104,2,S. Johnson makes 2-pt shot at rim
0:21.0,Turnover by Team (shot clock),,114-104,,
0:21.0,,,114-104,,D. Hilliard enters the game for K. Caldwell-Pope
0:09.0,,,114-104,,A. Tolliver misses 3-pt shot from 26 ft
0:09.0,,,114-104,,Offensive rebound by A. Baynes
0:06.0,,,114-106,2,A. Baynes makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
