time,Brooklyn,pts.away,score,pts.home,Charlotte
3:15.0,,,92-108,1,T. Hansbrough makes free throw 1 of 2
3:15.0,,,92-108,,C. Lee enters the game for J. Gutierrez
3:15.0,,,92-109,1,T. Hansbrough makes free throw 2 of 2
2:58.0,Shooting foul by S. Hawes (drawn by C. McCullough),,92-109,,
2:58.0,C. McCullough misses free throw 1 of 2,,92-109,,
2:58.0,Offensive rebound by Team,,92-109,,
2:58.0,C. McCullough misses free throw 2 of 2,,92-109,,
2:57.0,,,92-109,,Defensive rebound by S. Hawes
2:43.0,,,92-109,,T. Daniels misses 2-pt shot from 17 ft
2:41.0,,,92-109,,Offensive rebound by Team
2:37.0,,,92-109,,T. Daniels misses 3-pt shot from 25 ft
2:34.0,,,92-109,,Offensive rebound by S. Hawes
2:33.0,,,92-111,2,T. Hansbrough makes 2-pt shot at rim (assist by S. Hawes)
2:14.0,Offensive charge foul by T. Robinson,,92-111,,
2:14.0,Turnover by T. Robinson (offensive foul),,92-111,,
2:14.0,H. Sims enters the game for T. Robinson,,92-111,,
2:14.0,M. Brown enters the game for W. Ellington,,92-111,,
2:14.0,,,92-111,,A. Harrison enters the game for C. Lee
1:55.0,,,92-111,,A. Harrison misses 3-pt shot from 26 ft
1:54.0,Defensive rebound by H. Sims,,92-111,,
1:45.0,Turnover by S. Larkin (lost ball; steal by A. Harrison),,92-111,,
1:40.0,,,92-111,,J. Lin misses 2-pt shot from 1 ft
1:39.0,Defensive rebound by M. Brown,,92-111,,
1:36.0,C. McCullough misses 2-pt shot from 2 ft (block by S. Hawes),,92-111,,
1:36.0,Offensive rebound by Team,,92-111,,
1:32.0,C. McCullough makes 3-pt shot from 23 ft (assist by M. Brown),3,95-111,,
1:23.0,,,95-111,,Turnover by T. Daniels (lost ball; steal by S. Kilpatrick)
1:18.0,M. Brown makes 2-pt shot from 5 ft (assist by S. Kilpatrick),2,97-111,,
1:00.0,,,97-113,2,S. Hawes makes 2-pt shot from 1 ft
0:53.0,C. McCullough makes 2-pt shot from 8 ft (assist by S. Larkin),2,99-113,,
0:39.0,,,99-113,,S. Hawes misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by H. Sims,,99-113,,
0:30.0,Turnover by S. Kilpatrick (lost ball; steal by T. Daniels),,99-113,,
0:06.0,,,99-113,,Turnover by Team (shot clock)
0:00.0,M. Brown misses 2-pt shot from 9 ft,,99-113,,
0:00.0,Offensive rebound by Team,,99-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
