time,Houston,pts.away,score,pts.home,Dallas
1:19.0,,,85-86,,Z. Pachulia enters the game for D. Harris
1:19.0,D. Howard enters the game for M. Beasley,,85-86,,
0:56.0,C. Brewer misses 2-pt shot from 17 ft,,85-86,,
0:54.0,,,85-86,,Defensive rebound by Team
0:54.0,,,85-86,,D. Harris enters the game for Z. Pachulia
0:30.0,,,85-86,,D. Nowitzki misses 2-pt shot from 14 ft
0:29.0,Defensive rebound by D. Howard,,85-86,,
0:06.0,Turnover by J. Harden (lost ball; steal by D. Nowitzki),,85-86,,
0:05.0,Personal take foul by J. Harden,,85-86,,
0:05.0,,,85-87,1,D. Harris makes free throw 1 of 2
0:05.0,M. Beasley enters the game for C. Brewer,,85-87,,
0:05.0,,,85-87,,R. Felton enters the game for D. Nowitzki
0:05.0,,,85-88,1,D. Harris makes free throw 2 of 2
0:05.0,Houston full timeout,,85-88,,
0:05.0,J. Terry enters the game for D. Howard,,85-88,,
0:03.0,,,85-88,,Personal take foul by R. Felton
0:03.0,J. Terry makes free throw 1 of 2,1,86-88,,
0:03.0,,,86-88,,Z. Pachulia enters the game for J. Anderson
0:03.0,,,86-88,,D. Nowitzki enters the game for J. Barea
0:03.0,,,86-88,,D. Lee enters the game for D. Harris
0:03.0,C. Capela enters the game for T. Ariza,,86-88,,
0:03.0,D. Howard enters the game for P. Beverley,,86-88,,
0:03.0,J. Terry misses free throw 2 of 2,,86-88,,
0:03.0,,,86-88,,Defensive rebound by W. Matthews
0:00.0,End of 4th quarter,,,,End of 4th quarter
