time,Memphis,pts.away,score,pts.home,Phoenix
3:25.0,M. Barnes misses free throw 2 of 2,,93-93,,
3:25.0,Offensive rebound by Team,,93-93,,
3:12.0,J. Farmar misses 3-pt shot from 25 ft,,93-93,,
3:10.0,,,93-93,,Defensive rebound by J. Leuer
2:50.0,,,93-95,2,A. Len makes 2-pt shot from 13 ft (assist by B. Knight)
2:33.0,Z. Randolph makes 2-pt shot from 1 ft,2,95-95,,
2:12.0,,,95-97,2,B. Knight makes 2-pt shot from 20 ft
1:58.0,Z. Randolph misses 2-pt shot from 1 ft (block by P. Tucker),,95-97,,
1:58.0,,,95-97,,Defensive rebound by Team
1:58.0,Memphis full timeout,,95-97,,
1:41.0,,,95-97,,B. Knight misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by J. Farmar,,95-97,,
1:17.0,Z. Randolph makes 2-pt shot at rim,2,97-97,,
1:01.0,,,97-97,,Phoenix full timeout
0:56.0,,,97-97,,B. Knight misses 2-pt shot from 9 ft
0:51.0,Defensive rebound by Z. Randolph,,97-97,,
0:33.0,J. Farmar misses 2-pt shot from 2 ft,,97-97,,
0:31.0,Offensive rebound by L. Stephenson,,97-97,,
0:31.0,L. Stephenson makes 2-pt shot at rim,2,99-97,,
0:31.0,,,99-97,,Phoenix full timeout
0:27.0,,,99-97,,J. Leuer misses 3-pt shot from 22 ft
0:25.0,,,99-97,,Offensive rebound by P. Tucker
0:14.0,,,99-97,,J. Leuer misses 2-pt shot from 8 ft (block by Z. Randolph)
0:12.0,Defensive rebound by J. Farmar,,99-97,,
0:12.0,,,99-97,,Personal take foul by D. Booker
0:12.0,J. Farmar makes free throw 1 of 2,1,100-97,,
0:12.0,J. Farmar makes free throw 2 of 2,1,101-97,,
0:12.0,,,101-97,,Phoenix full timeout
0:10.0,,,101-97,,Turnover by A. Len (lost ball; steal by T. Allen)
0:09.0,,,101-97,,Personal foul by D. Booker
0:09.0,T. Allen makes free throw 1 of 2,1,102-97,,
0:09.0,T. Allen makes free throw 2 of 2,1,103-97,,
0:05.0,,,103-97,,D. Booker misses 3-pt shot from 30 ft
0:03.0,,,103-97,,Offensive rebound by A. Len
0:03.0,,,103-97,,A. Len misses 2-pt shot from 2 ft
0:01.0,,,103-97,,Offensive rebound by J. Leuer
0:00.0,,,103-97,,J. Leuer misses 2-pt shot from 1 ft (block by M. Barnes)
0:00.0,Defensive rebound by Z. Randolph,,103-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
