time,Detroit,pts.away,score,pts.home,Atlanta
2:52.0,E. Ilyasova enters the game for S. Johnson,,96-84,,
2:52.0,Turnover by R. Jackson (lost ball; steal by A. Horford),,96-84,,
2:52.0,Jump ball: A. Horford vs. R. Jackson (L. Patterson gains possession),,,,Jump ball: A. Horford vs. R. Jackson (L. Patterson gains possession)
2:36.0,,,96-86,2,K. Korver makes 2-pt shot from 20 ft (assist by A. Horford)
2:09.0,M. Morris misses 2-pt shot from 19 ft,,96-86,,
2:07.0,Offensive rebound by A. Drummond,,96-86,,
2:07.0,A. Drummond misses 2-pt shot at rim,,96-86,,
2:04.0,,,96-86,,Defensive rebound by A. Horford
1:59.0,Personal foul by K. Caldwell-Pope (drawn by J. Teague),,96-86,,
1:59.0,,,96-87,1,J. Teague makes free throw 1 of 2
1:59.0,,,96-88,1,J. Teague makes free throw 2 of 2
1:47.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,96-88,,
1:45.0,Offensive rebound by A. Drummond,,96-88,,
1:42.0,K. Caldwell-Pope misses 2-pt shot at rim,,96-88,,
1:39.0,Offensive rebound by E. Ilyasova,,96-88,,
1:38.0,E. Ilyasova misses 2-pt shot at rim (block by A. Horford),,96-88,,
1:36.0,Offensive rebound by K. Caldwell-Pope,,96-88,,
1:32.0,M. Morris misses 2-pt shot from 16 ft,,96-88,,
1:29.0,Offensive rebound by M. Morris,,96-88,,
1:15.0,,,96-88,,Personal foul by K. Korver (drawn by R. Jackson)
1:04.0,Shooting foul by P. Millsap (drawn by E. Ilyasova),,96-88,,
1:04.0,E. Ilyasova misses free throw 1 of 2,,96-88,,
1:04.0,Offensive rebound by Team,,96-88,,
1:04.0,E. Ilyasova makes free throw 2 of 2,1,97-88,,
0:55.0,Personal foul by E. Ilyasova (drawn by P. Millsap),,97-88,,
0:55.0,,,97-89,1,P. Millsap makes free throw 1 of 2
0:55.0,,,97-89,,P. Millsap misses free throw 2 of 2
0:53.0,,,97-89,,Offensive rebound by A. Horford
0:46.0,,,97-89,,K. Korver misses 2-pt shot from 21 ft
0:44.0,Defensive rebound by A. Drummond,,97-89,,
0:44.0,,,97-89,,Personal take foul by L. Patterson (drawn by A. Drummond)
0:44.0,A. Drummond makes free throw 1 of 2,1,98-89,,
0:44.0,A. Drummond misses free throw 2 of 2,,98-89,,
0:43.0,,,98-89,,Defensive rebound by A. Horford
0:38.0,,,98-91,2,J. Teague makes 2-pt shot from 1 ft
0:38.0,,,98-91,,Personal take foul by J. Teague (drawn by M. Morris)
0:38.0,M. Morris makes free throw 1 of 2,1,99-91,,
0:38.0,M. Morris makes free throw 2 of 2,1,100-91,,
0:38.0,,,100-91,,Atlanta full timeout
0:29.0,,,100-94,3,J. Teague makes 3-pt shot from 25 ft (assist by A. Horford)
0:29.0,,,100-94,,Personal take foul by L. Patterson (drawn by K. Caldwell-Pope)
0:29.0,K. Caldwell-Pope makes free throw 1 of 2,1,101-94,,
0:29.0,K. Caldwell-Pope makes free throw 2 of 2,1,102-94,,
0:24.0,,,102-94,,J. Teague misses 2-pt shot from 2 ft (block by A. Drummond)
0:22.0,Defensive rebound by E. Ilyasova,,102-94,,
0:22.0,,,102-94,,Personal take foul by L. Patterson (drawn by R. Jackson)
0:22.0,R. Jackson makes free throw 1 of 2,1,103-94,,
0:22.0,R. Jackson makes free throw 2 of 2,1,104-94,,
0:15.0,,,104-94,,K. Korver misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by R. Jackson,,104-94,,
0:11.0,,,104-94,,Personal take foul by A. Horford (drawn by R. Jackson)
0:11.0,R. Jackson makes free throw 1 of 2,1,105-94,,
0:11.0,R. Jackson makes free throw 2 of 2,1,106-94,,
0:06.0,,,106-94,,A. Horford misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by A. Drummond,,106-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
