time,Atlanta,pts.away,score,pts.home,Boston
3:54.0,,,95-78,,Defensive rebound by J. Crowder
3:48.0,,,95-78,,J. Crowder misses 3-pt shot from 26 ft
3:46.0,,,95-78,,Offensive rebound by T. Zeller
3:45.0,,,95-80,2,T. Zeller makes 2-pt shot from 3 ft
3:22.0,Turnover by T. Sefolosha (traveling),,95-80,,
3:16.0,,,95-82,2,I. Thomas makes 2-pt shot from 8 ft
3:16.0,,,95-82,,Shooting foul by T. Sefolosha (drawn by I. Thomas)
3:16.0,K. Bazemore enters the game for T. Sefolosha,,95-82,,
3:16.0,,,95-83,1,I. Thomas makes free throw 1 of 1
3:03.0,,,95-83,,Personal foul by J. Crowder
3:03.0,Atlanta full timeout,,95-83,,
3:03.0,,,95-83,,J. Jerebko enters the game for J. Crowder
2:51.0,K. Bazemore misses 3-pt shot from 25 ft,,95-83,,
2:50.0,,,95-83,,Defensive rebound by T. Zeller
2:34.0,,,95-83,,E. Turner misses 2-pt shot from 21 ft
2:33.0,Defensive rebound by K. Bazemore,,95-83,,
2:20.0,,,95-83,,Personal foul by M. Smart
2:20.0,K. Bazemore makes free throw 1 of 2,1,96-83,,
2:20.0,K. Bazemore misses free throw 2 of 2,,96-83,,
2:20.0,,,96-83,,Defensive rebound by E. Turner
2:09.0,,,96-83,,I. Thomas misses 3-pt shot from 25 ft
2:07.0,,,96-83,,Offensive rebound by M. Smart
2:05.0,Personal foul by J. Teague,,96-83,,
2:05.0,,,96-84,1,I. Thomas makes free throw 1 of 2
2:05.0,,,96-84,,I. Thomas misses free throw 2 of 2
2:05.0,Defensive rebound by A. Horford,,96-84,,
1:56.0,Offensive charge foul by J. Teague,,96-84,,
1:56.0,Turnover by J. Teague (offensive foul),,96-84,,
1:56.0,Violation by Team (jump ball),,96-84,,
1:48.0,,,96-86,2,I. Thomas makes 2-pt shot from 1 ft
1:44.0,P. Millsap makes 2-pt shot from 1 ft (assist by K. Bazemore),2,98-86,,
1:44.0,Shooting foul by E. Turner (drawn by P. Millsap),,98-86,,
1:44.0,P. Millsap makes free throw 1 of 1,1,99-86,,
1:39.0,Personal foul by P. Millsap,,99-86,,
1:39.0,,,99-87,1,M. Smart makes free throw 1 of 2
1:39.0,,,99-87,,T. Rozier enters the game for T. Zeller
1:39.0,,,99-88,1,M. Smart makes free throw 2 of 2
1:25.0,A. Horford misses 3-pt shot from 27 ft,,99-88,,
1:24.0,,,99-88,,Defensive rebound by T. Rozier
1:15.0,,,99-88,,I. Thomas misses 2-pt shot from 4 ft
1:15.0,Defensive rebound by K. Korver,,99-88,,
1:15.0,,,99-88,,Personal take foul by J. Jerebko
1:15.0,K. Korver makes free throw 1 of 2,1,100-88,,
1:15.0,,,100-88,,T. Zeller enters the game for T. Rozier
1:15.0,K. Korver makes free throw 2 of 2,1,101-88,,
1:15.0,,,101-88,,Boston full timeout
1:10.0,,,101-88,,I. Thomas misses 2-pt shot from 2 ft (block by P. Millsap)
1:09.0,,,101-88,,Offensive rebound by Team
1:08.0,,,101-90,2,J. Jerebko makes 2-pt shot at rim (assist by E. Turner)
1:04.0,,,101-90,,Personal take foul by I. Thomas
1:04.0,K. Bazemore misses free throw 1 of 2,,101-90,,
1:04.0,Offensive rebound by Team,,101-90,,
1:04.0,K. Bazemore misses free throw 2 of 2,,101-90,,
1:02.0,,,101-90,,Defensive rebound by T. Zeller
0:59.0,,,101-90,,Offensive charge foul by I. Thomas
0:59.0,,,101-90,,Turnover by I. Thomas (offensive foul)
0:54.0,,,101-90,,Personal take foul by E. Turner
0:54.0,J. Teague makes free throw 1 of 2,1,102-90,,
0:54.0,T. Sefolosha enters the game for K. Korver,,102-90,,
0:54.0,J. Teague makes free throw 2 of 2,1,103-90,,
0:47.0,Violation by K. Bazemore (def goaltending),,103-90,,
0:47.0,,,103-92,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner)
0:47.0,Atlanta full timeout,,103-92,,
0:47.0,,,103-92,,T. Rozier enters the game for T. Zeller
0:47.0,K. Korver enters the game for T. Sefolosha,,103-92,,
0:45.0,,,103-92,,Personal take foul by T. Rozier
0:45.0,J. Teague misses free throw 1 of 2,,103-92,,
0:45.0,Offensive rebound by Team,,103-92,,
0:45.0,,,103-92,,T. Zeller enters the game for E. Turner
0:45.0,J. Teague makes free throw 2 of 2,1,104-92,,
0:39.0,,,104-92,,M. Smart misses 2-pt shot from 2 ft (block by A. Horford)
0:38.0,,,104-92,,Offensive rebound by M. Smart
0:37.0,,,104-92,,Turnover by M. Smart (lost ball; steal by K. Korver)
0:15.0,J. Teague misses 2-pt shot from 2 ft (block by T. Rozier),,104-92,,
0:14.0,Offensive rebound by Team,,104-92,,
0:14.0,Turnover by Team (shot clock),,104-92,,
0:14.0,,,104-92,,R. Hunter enters the game for I. Thomas
0:14.0,,,104-92,,J. Young enters the game for M. Smart
0:00.0,End of 4th quarter,,,,End of 4th quarter
