time,Dallas,pts.away,score,pts.home,San Antonio
0:15.0,,,83-87,,D. Green enters the game for L. Aldridge
0:15.0,C. Villanueva enters the game for Z. Pachulia,,83-87,,
0:13.0,W. Matthews misses 3-pt shot from 23 ft,,83-87,,
0:12.0,,,83-87,,Defensive rebound by T. Duncan
0:10.0,Personal foul by D. Harris (drawn by M. Ginobili),,83-87,,
0:10.0,R. Felton enters the game for D. Harris,,83-87,,
0:10.0,,,83-88,1,M. Ginobili makes free throw 1 of 2
0:10.0,,,83-88,,K. Anderson enters the game for T. Duncan
0:10.0,,,83-88,,M. Ginobili misses free throw 2 of 2
0:10.0,,,83-88,,Offensive rebound by K. Leonard
0:08.0,Personal foul by W. Matthews (drawn by M. Ginobili),,83-88,,
0:08.0,,,83-88,,M. Ginobili misses free throw 1 of 2
0:08.0,,,83-88,,Offensive rebound by Team
0:08.0,,,83-88,,M. Ginobili misses free throw 2 of 2
0:07.0,Defensive rebound by C. Villanueva,,83-88,,
0:02.0,W. Matthews misses 3-pt shot from 26 ft,,83-88,,
0:01.0,,,83-88,,Defensive rebound by D. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
