time,Utah,pts.away,score,pts.home,Golden State
2:26.0,T. Lyles makes free throw 2 of 2,1,88-111,,
2:13.0,,,88-111,,Offensive foul by J. McAdoo
2:13.0,,,88-111,,Turnover by J. McAdoo (offensive foul)
2:04.0,J. Withey misses 2-pt shot from 6 ft,,88-111,,
2:03.0,Offensive rebound by T. Lyles,,88-111,,
2:03.0,T. Lyles makes 2-pt shot at rim,2,90-111,,
1:39.0,,,90-111,,M. Speights misses 2-pt shot from 16 ft (block by T. Lyles)
1:38.0,,,90-111,,Offensive rebound by M. Speights
1:36.0,,,90-111,,M. Speights misses 3-pt shot from 23 ft
1:33.0,Defensive rebound by R. Neto,,90-111,,
1:29.0,T. Lyles misses 3-pt shot from 22 ft,,90-111,,
1:28.0,,,90-111,,Defensive rebound by B. Rush
1:17.0,,,90-113,2,B. Rush makes 2-pt shot at rim
1:13.0,R. Neto makes 2-pt shot from 20 ft,2,92-113,,
0:56.0,,,92-113,,Turnover by B. Rush (lost ball; steal by J. Ingles)
0:44.0,T. Lyles makes 2-pt shot from 2 ft (assist by J. Ingles),2,94-113,,
0:44.0,Shooting foul by M. Speights (drawn by T. Lyles),,94-113,,
0:44.0,T. Lyles misses free throw 1 of 1,,94-113,,
0:43.0,,,94-113,,Defensive rebound by M. Speights
0:30.0,,,94-115,2,I. Clark makes 2-pt shot from 16 ft
0:19.0,R. Neto misses 2-pt shot from 2 ft,,94-115,,
0:18.0,,,94-115,,Defensive rebound by I. Clark
0:00.0,End of 4th quarter,,,,End of 4th quarter
