time,Sacramento,pts.away,score,pts.home,Denver
6:46.0,Defensive rebound by D. Cousins,,95-94,,
6:29.0,M. Belinelli makes 2-pt shot from 17 ft,2,97-94,,
6:10.0,,,97-96,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by D. Augustin)
5:49.0,Shooting foul by D. Arthur (drawn by O. Casspi),,97-96,,
5:49.0,Official timeout,,97-96,,
5:49.0,R. Rondo enters the game for M. Belinelli,,97-96,,
5:49.0,,,97-96,,D. Gallinari enters the game for D. Arthur
5:49.0,O. Casspi makes free throw 1 of 2,1,98-96,,
5:49.0,O. Casspi makes free throw 2 of 2,1,99-96,,
5:31.0,,,99-96,,Shooting foul by D. Collison (drawn by W. Barton)
5:31.0,,,99-96,,W. Barton misses free throw 1 of 3
5:31.0,,,99-96,,Offensive rebound by Team
5:31.0,,,99-97,1,W. Barton makes free throw 2 of 3
5:31.0,W. Cauley-Stein enters the game for O. Casspi,,99-97,,
5:31.0,,,99-98,1,W. Barton makes free throw 3 of 3
5:15.0,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Gay),2,101-98,,
4:51.0,,,101-98,,J. Sampson misses 2-pt shot from 6 ft
4:51.0,Defensive rebound by D. Cousins,,101-98,,
4:45.0,D. Cousins makes 2-pt shot at rim (assist by R. Rondo),2,103-98,,
4:45.0,,,103-98,,Denver full timeout
4:45.0,,,103-98,,D. Arthur enters the game for J. Sampson
4:30.0,,,103-100,2,D. Augustin makes 2-pt shot from 13 ft
4:30.0,,,103-100,,Shooting foul by R. Rondo (drawn by D. Augustin)
4:30.0,,,103-100,,N. Jokic enters the game for J. Lauvergne
4:30.0,,,103-101,1,D. Augustin makes free throw 1 of 1
4:14.0,D. Cousins misses 2-pt shot at rim,,103-101,,
4:12.0,,,103-101,,Defensive rebound by D. Arthur
4:06.0,,,103-104,3,D. Augustin makes 3-pt shot from 24 ft
3:47.0,Shooting foul by N. Jokic (drawn by D. Cousins),,103-104,,
3:47.0,D. Cousins makes free throw 1 of 2,1,104-104,,
3:47.0,D. Cousins makes free throw 2 of 2,1,105-104,,
3:35.0,,,105-104,,W. Barton misses 2-pt shot from 18 ft
3:35.0,Defensive rebound by R. Gay,,105-104,,
3:18.0,Turnover by R. Gay (lost ball),,105-104,,
3:05.0,,,105-106,2,D. Augustin makes 2-pt shot from 5 ft
2:42.0,R. Gay misses 2-pt shot from 1 ft,,105-106,,
2:41.0,,,105-106,,Defensive rebound by N. Jokic
2:26.0,,,105-106,,Turnover by D. Augustin (bad pass; steal by R. Gay)
2:26.0,,,105-106,,Personal foul by D. Augustin (drawn by R. Gay)
2:17.0,Turnover by D. Cousins (bad pass; steal by N. Jokic),,105-106,,
2:06.0,,,105-106,,W. Barton misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by R. Gay,,105-106,,
1:46.0,W. Cauley-Stein makes 2-pt shot from 7 ft (assist by R. Rondo),2,107-106,,
1:27.0,,,107-106,,Shooting foul by R. Rondo (drawn by D. Gallinari)
1:27.0,,,107-107,1,D. Gallinari makes free throw 1 of 2
1:27.0,,,107-107,,D. Gallinari misses free throw 2 of 2
1:26.0,Defensive rebound by R. Gay,,107-107,,
1:26.0,Sacramento full timeout,,107-107,,
1:10.0,D. Cousins misses 2-pt shot from 6 ft,,107-107,,
1:09.0,,,107-107,,Defensive rebound by W. Barton
0:51.0,,,107-107,,Turnover by D. Augustin (lost ball; steal by D. Cousins)
0:48.0,Shooting foul by D. Augustin (drawn by D. Cousins),,107-107,,
0:48.0,D. Cousins makes free throw 1 of 2,1,108-107,,
0:48.0,D. Cousins makes free throw 2 of 2,1,109-107,,
0:48.0,,,109-107,,Denver full timeout
0:34.0,,,109-107,,D. Augustin misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by W. Cauley-Stein,,109-107,,
0:15.0,D. Cousins misses 2-pt shot from 2 ft,,109-107,,
0:15.0,Offensive rebound by D. Cousins,,109-107,,
0:15.0,D. Cousins makes 2-pt shot from 2 ft,2,111-107,,
0:15.0,,,111-107,,Denver full timeout
0:11.0,,,111-110,3,N. Jokic makes 3-pt shot from 24 ft (assist by W. Barton)
0:11.0,Sacramento full timeout,,111-110,,
0:11.0,M. Belinelli enters the game for W. Cauley-Stein,,111-110,,
0:11.0,,,111-110,,G. Harris enters the game for N. Jokic
0:09.0,,,111-110,,Personal take foul by D. Augustin (drawn by D. Collison)
0:09.0,D. Collison misses free throw 1 of 2,,111-110,,
0:09.0,Offensive rebound by Team,,111-110,,
0:09.0,W. Cauley-Stein enters the game for M. Belinelli,,111-110,,
0:09.0,,,111-110,,N. Jokic enters the game for G. Harris
0:09.0,D. Collison makes free throw 2 of 2,1,112-110,,
0:04.0,,,112-110,,D. Arthur misses 2-pt shot from 2 ft (block by D. Cousins)
0:00.0,Defensive rebound by D. Collison,,112-110,,
0:00.0,,,112-110,,Personal foul by D. Arthur (drawn by D. Collison)
0:00.0,D. Collison makes free throw 1 of 2,1,113-110,,
0:00.0,D. Collison makes free throw 2 of 2,1,114-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
