time,Sacramento,pts.away,score,pts.home,Oklahoma City
8:09.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,98-87,,
8:09.0,Shooting foul by N. Collison (drawn by D. Cousins),,98-87,,
8:09.0,D. Cousins makes free throw 1 of 1,1,99-87,,
7:55.0,,,99-89,2,C. Payne makes 2-pt shot from 13 ft
7:37.0,D. Cousins misses 3-pt shot from 23 ft,,99-89,,
7:37.0,,,99-89,,Defensive rebound by C. Payne
7:21.0,,,99-89,,Turnover by S. Ibaka (lost ball)
7:21.0,,,99-89,,A. Morrow enters the game for N. Collison
7:07.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,101-89,,
6:48.0,,,101-91,2,C. Payne makes 2-pt shot from 9 ft
6:30.0,,,101-91,,Personal foul by R. Westbrook (drawn by R. Rondo)
6:30.0,R. Rondo misses free throw 1 of 2,,101-91,,
6:30.0,Offensive rebound by Team,,101-91,,
6:30.0,R. Gay enters the game for K. Koufos,,101-91,,
6:30.0,R. Rondo makes free throw 2 of 2,1,102-91,,
6:13.0,,,102-91,,C. Payne misses 3-pt shot from 24 ft
6:11.0,Defensive rebound by R. Rondo,,102-91,,
6:08.0,D. Collison makes 2-pt shot from 2 ft (assist by R. Rondo),2,104-91,,
5:51.0,,,104-93,2,C. Payne makes 2-pt shot at rim
5:24.0,D. Cousins misses 2-pt shot from 1 ft,,104-93,,
5:24.0,Offensive rebound by Team,,104-93,,
5:24.0,,,104-93,,Personal foul by S. Ibaka (drawn by D. Cousins)
5:24.0,,,104-93,,Technical foul by A. Morrow
5:24.0,Official timeout,,104-93,,
5:24.0,,,104-93,,S. Adams enters the game for K. Singler
5:24.0,M. Belinelli misses technical free throw,,104-93,,
5:24.0,Offensive rebound by Team,,104-93,,
5:24.0,D. Cousins makes free throw 1 of 2,1,105-93,,
5:24.0,D. Cousins makes free throw 2 of 2,1,106-93,,
5:05.0,,,106-95,2,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook)
4:58.0,,,106-95,,Personal foul by C. Payne (drawn by R. Rondo)
4:58.0,R. Rondo makes free throw 1 of 2,1,107-95,,
4:58.0,R. Rondo makes free throw 2 of 2,1,108-95,,
4:48.0,,,108-95,,R. Westbrook misses 2-pt shot from 1 ft
4:47.0,,,108-95,,Offensive rebound by C. Payne
4:44.0,,,108-97,2,C. Payne makes 2-pt shot from 7 ft
4:17.0,D. Collison misses 3-pt shot from 25 ft,,108-97,,
4:17.0,,,108-97,,Defensive rebound by S. Ibaka
4:07.0,,,108-97,,Shooting foul by R. Gay (drawn by S. Adams)
4:07.0,Technical foul by R. Gay (drawn by S. Adams),,108-97,,
4:07.0,,,108-98,1,R. Westbrook makes technical free throw
4:07.0,,,108-99,1,S. Adams makes free throw 1 of 2
4:07.0,,,108-100,1,S. Adams makes free throw 2 of 2
3:51.0,Turnover by D. Collison (traveling),,108-100,,
3:40.0,,,108-100,,Turnover by R. Westbrook (lost ball; steal by R. Rondo)
3:38.0,,,108-100,,Personal foul by C. Payne (drawn by R. Gay)
3:38.0,R. Rondo misses free throw 1 of 2,,108-100,,
3:38.0,Offensive rebound by Team,,108-100,,
3:38.0,R. Rondo misses free throw 2 of 2,,108-100,,
3:37.0,,,108-100,,Defensive rebound by A. Morrow
3:15.0,,,108-100,,R. Westbrook misses 2-pt shot from 23 ft
3:14.0,Defensive rebound by R. Rondo,,108-100,,
3:10.0,Shooting foul by R. Westbrook (drawn by R. Gay),,108-100,,
3:10.0,R. Gay makes 2-pt shot from 1 ft (assist by R. Rondo),2,110-100,,
3:10.0,R. Gay makes free throw 1 of 1,1,111-100,,
2:59.0,,,111-100,,A. Morrow misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by D. Cousins,,111-100,,
2:42.0,,,111-100,,Violation by S. Ibaka (def goaltending)
2:42.0,D. Cousins makes 2-pt shot from 1 ft (assist by M. Belinelli),2,113-100,,
2:42.0,,,113-100,,Oklahoma City full timeout
2:27.0,,,113-102,2,A. Morrow makes 2-pt shot from 10 ft
2:24.0,,,113-102,,Personal take foul by C. Payne (drawn by R. Rondo)
2:24.0,R. Rondo misses free throw 1 of 2,,113-102,,
2:24.0,Offensive rebound by Team,,113-102,,
2:24.0,R. Rondo misses free throw 2 of 2,,113-102,,
2:24.0,,,113-102,,Defensive rebound by C. Payne
2:08.0,,,113-104,2,R. Westbrook makes 2-pt shot from 1 ft
1:50.0,D. Collison misses 2-pt shot from 16 ft,,113-104,,
1:49.0,,,113-104,,Defensive rebound by R. Westbrook
1:42.0,,,113-104,,C. Payne misses 3-pt shot from 25 ft
1:42.0,,,113-104,,Offensive rebound by S. Adams
1:39.0,,,113-104,,Turnover by S. Adams (bad pass; steal by R. Gay)
1:14.0,D. Cousins misses 2-pt shot from 22 ft,,113-104,,
1:14.0,,,113-104,,Defensive rebound by R. Westbrook
1:09.0,,,113-104,,Turnover by S. Ibaka (step out of bounds)
0:48.0,Turnover by D. Collison (traveling),,113-104,,
0:42.0,,,113-104,,R. Westbrook misses 3-pt shot from 23 ft
0:41.0,Defensive rebound by Team,,113-104,,
0:20.0,R. Gay makes 3-pt shot from 22 ft (assist by R. Rondo),3,116-104,,
0:11.0,,,116-104,,R. Westbrook misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by D. Cousins,,116-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
