time,Atlanta,pts.away,score,pts.home,Charlotte
4:13.0,,,70-101,,T. Hansbrough misses 2-pt shot from 3 ft
4:11.0,,,70-101,,Offensive rebound by A. Harrison
4:11.0,,,70-101,,A. Harrison misses 2-pt shot from 2 ft
4:09.0,Defensive rebound by M. Scott,,70-101,,
3:59.0,M. Muscala misses 2-pt shot from 1 ft,,70-101,,
3:58.0,Offensive rebound by M. Muscala,,70-101,,
3:58.0,M. Muscala makes 2-pt shot from 1 ft,2,72-101,,
3:40.0,,,72-101,,B. Roberts misses 2-pt shot from 20 ft
3:39.0,Defensive rebound by M. Scott,,72-101,,
3:31.0,S. Mack misses 2-pt shot from 18 ft,,72-101,,
3:30.0,,,72-101,,Defensive rebound by T. Hansbrough
3:12.0,,,72-101,,Shooting foul by J. Holiday (drawn by B. Roberts)
3:12.0,,,72-102,1,B. Roberts makes free throw 1 of 2
3:12.0,,,72-103,1,B. Roberts makes free throw 2 of 2
3:01.0,T. Hardaway misses 3-pt shot from 25 ft,,72-103,,
3:00.0,,,72-103,,Defensive rebound by F. Kaminsky
2:51.0,,,72-103,,F. Kaminsky misses 2-pt shot at rim
2:50.0,Defensive rebound by M. Muscala,,72-103,,
2:44.0,S. Mack makes 2-pt shot from 2 ft,2,74-103,,
2:26.0,Personal foul by M. Scott (drawn by T. Hansbrough),,74-103,,
2:26.0,,,74-103,,Charlotte full timeout
2:26.0,,,74-103,,T. Hansbrough misses free throw 1 of 2
2:26.0,,,74-103,,Offensive rebound by Team
2:26.0,,,74-103,,T. Hansbrough misses free throw 2 of 2
2:23.0,Defensive rebound by M. Muscala,,74-103,,
2:12.0,J. Holiday misses 2-pt shot from 2 ft,,74-103,,
2:11.0,,,74-103,,Defensive rebound by F. Kaminsky
1:55.0,,,74-103,,A. Harrison misses 2-pt shot from 17 ft
1:54.0,Defensive rebound by S. Mack,,74-103,,
1:50.0,Turnover by S. Mack (bad pass; steal by T. Daniels),,74-103,,
1:33.0,,,74-103,,A. Harrison misses 3-pt shot from 26 ft
1:31.0,Defensive rebound by M. Scott,,74-103,,
1:22.0,M. Scott makes 3-pt shot from 25 ft (assist by S. Mack),3,77-103,,
1:10.0,,,77-105,2,B. Roberts makes 2-pt shot from 19 ft
1:02.0,M. Scott makes 3-pt shot from 25 ft (assist by S. Mack),3,80-105,,
0:52.0,,,80-107,2,T. Hansbrough makes 2-pt shot at rim (assist by B. Roberts)
0:46.0,S. Mack makes 2-pt shot from 1 ft,2,82-107,,
0:34.0,,,82-107,,B. Roberts misses 2-pt shot from 19 ft
0:33.0,Defensive rebound by M. Muscala,,82-107,,
0:26.0,S. Mack makes 2-pt shot from 1 ft,2,84-107,,
0:26.0,Shooting foul by T. Hansbrough (drawn by S. Mack),,84-107,,
0:26.0,S. Mack misses free throw 1 of 1,,84-107,,
0:25.0,,,84-107,,Defensive rebound by T. Hansbrough
0:01.0,,,84-107,,Turnover by Team (shot clock)
0:00.0,M. Scott misses 3-pt shot from 38 ft,,84-107,,
0:00.0,Offensive rebound by Team,,84-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
