time,LA Clippers,pts.away,score,pts.home,Minnesota
2:14.0,,,96-74,,S. Muhammad misses free throw 1 of 2
2:14.0,,,96-74,,Offensive rebound by Team
2:14.0,,,96-75,1,S. Muhammad makes free throw 2 of 2
1:57.0,C. Wilcox makes 3-pt shot from 23 ft (assist by P. Prigioni),3,99-75,,
1:39.0,,,99-75,,Shooting foul by J. Ayres (drawn by S. Muhammad)
1:39.0,,,99-75,,S. Muhammad misses free throw 1 of 2
1:39.0,,,99-75,,Offensive rebound by Team
1:39.0,,,99-75,,S. Muhammad misses free throw 2 of 2
1:39.0,Defensive rebound by W. Johnson,,99-75,,
1:21.0,C. Wilcox misses 2-pt shot from 21 ft,,99-75,,
1:20.0,,,99-75,,Defensive rebound by S. Muhammad
1:05.0,,,99-75,,Shooting foul by J. Ayres (drawn by N. Bjelica)
1:05.0,,,99-76,1,N. Bjelica makes free throw 1 of 2
1:05.0,,,99-77,1,N. Bjelica makes free throw 2 of 2
0:55.0,Turnover by P. Prigioni (bad pass),,99-77,,
0:49.0,,,99-77,,T. Jones misses 2-pt shot at rim
0:48.0,Defensive rebound by J. Green,,99-77,,
0:32.0,C. Wilcox misses 2-pt shot at rim,,99-77,,
0:31.0,,,99-77,,Defensive rebound by S. Muhammad
0:26.0,,,99-79,2,D. Rudez makes 2-pt shot from 1 ft (assist by S. Muhammad)
0:01.0,Turnover by Team (shot clock),,99-79,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
