time,Dallas,pts.away,score,pts.home,New Orleans
6:12.0,J. Barea enters the game for R. Felton,,88-112,,
6:06.0,C. Villanueva misses 2-pt shot from 2 ft,,88-112,,
6:05.0,,,88-112,,Defensive rebound by I. Smith
5:51.0,,,88-112,,E. Gordon misses 3-pt shot from 25 ft
5:50.0,,,88-112,,Offensive rebound by E. Gordon
5:47.0,,,88-112,,E. Gordon misses 2-pt shot from 1 ft (block by C. Villanueva)
5:45.0,Defensive rebound by C. Villanueva,,88-112,,
5:41.0,J. Barea misses 2-pt shot from 1 ft,,88-112,,
5:40.0,,,88-112,,Defensive rebound by L. Babbitt
5:27.0,,,88-115,3,R. Anderson makes 3-pt shot from 28 ft (assist by I. Smith)
5:26.0,Dallas full timeout,,88-115,,
5:26.0,,,88-115,,J. Fredette enters the game for E. Gordon
5:26.0,,,88-115,,A. Ajinca enters the game for L. Babbitt
5:13.0,,,88-115,,Personal foul by A. Ajinca (drawn by S. Mejri)
5:07.0,J. Evans makes 2-pt shot from 2 ft (assist by J. Barea),2,90-115,,
4:46.0,,,90-118,3,T. Douglas makes 3-pt shot from 26 ft (assist by R. Anderson)
4:36.0,C. Villanueva misses 2-pt shot from 2 ft (block by A. Ajinca),,90-118,,
4:35.0,,,90-118,,Defensive rebound by R. Anderson
4:27.0,,,90-118,,J. Fredette misses 3-pt shot from 25 ft
4:27.0,Defensive rebound by J. Barea,,90-118,,
4:12.0,Shooting foul by J. Fredette (drawn by J. Anderson),,90-118,,
4:12.0,J. Anderson makes free throw 1 of 2,1,91-118,,
4:12.0,,,91-118,,A. Gee enters the game for R. Anderson
4:12.0,J. Anderson makes free throw 2 of 2,1,92-118,,
4:00.0,,,92-118,,T. Douglas misses 3-pt shot from 25 ft
4:00.0,Defensive rebound by C. Villanueva,,92-118,,
3:51.0,Shooting foul by A. Gee (drawn by C. Villanueva),,92-118,,
3:51.0,,,92-118,,D. Cunningham enters the game for A. Gee
3:51.0,C. Villanueva makes free throw 1 of 2,1,93-118,,
3:51.0,C. Villanueva makes free throw 2 of 2,1,94-118,,
3:33.0,,,94-118,,A. Ajinca misses 2-pt shot from 14 ft
3:32.0,Defensive rebound by J. Barea,,94-118,,
3:22.0,J. Evans makes 2-pt shot from 1 ft (assist by C. Villanueva),2,96-118,,
2:56.0,,,96-118,,D. Cunningham misses 3-pt shot from 25 ft
2:56.0,Defensive rebound by C. Villanueva,,96-118,,
2:54.0,Turnover by J. Barea (bad pass),,96-118,,
2:54.0,Official timeout,,96-118,,
2:33.0,,,96-118,,T. Douglas misses 3-pt shot from 24 ft
2:32.0,Defensive rebound by S. Mejri,,96-118,,
2:22.0,Shooting foul by I. Smith (drawn by J. Evans),,96-118,,
2:22.0,,,96-118,,Violation by A. Ajinca (def goaltending)
2:22.0,J. Evans makes 2-pt shot from 9 ft,2,98-118,,
2:22.0,J. Evans misses free throw 1 of 1,,98-118,,
2:21.0,,,98-118,,Defensive rebound by A. Ajinca
2:04.0,,,98-118,,T. Douglas misses 2-pt shot from 1 ft
2:03.0,,,98-118,,Offensive rebound by D. Cunningham
2:00.0,,,98-118,,D. Cunningham misses 2-pt shot from 12 ft
1:59.0,Defensive rebound by C. Villanueva,,98-118,,
1:57.0,J. Anderson makes 3-pt shot from 24 ft,3,101-118,,
1:41.0,,,101-118,,Turnover by T. Douglas (bad pass)
1:29.0,J. Anderson makes 2-pt shot at rim (assist by J. Barea),2,103-118,,
1:06.0,,,103-118,,Turnover by I. Smith (bad pass)
0:57.0,C. Villanueva makes 2-pt shot from 6 ft,2,105-118,,
0:30.0,,,105-118,,J. Fredette misses 2-pt shot from 9 ft
0:29.0,Defensive rebound by J. Barea,,105-118,,
0:20.0,Turnover by J. Evans (bad pass; steal by A. Ajinca),,105-118,,
0:17.0,,,105-120,2,J. Fredette makes 2-pt shot from 2 ft (assist by A. Ajinca)
0:09.0,Turnover by S. Mejri (lost ball; steal by J. Fredette),,105-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
