time,Houston,pts.away,score,pts.home,Dallas
4:14.0,,,89-90,,Personal foul by W. Matthews (drawn by J. Harden)
4:14.0,,,89-90,,Technical foul by R. Felton
4:14.0,Technical foul by T. Jones,,89-90,,
4:05.0,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden),2,91-90,,
3:51.0,,,91-90,,R. Felton misses 2-pt shot from 3 ft
3:49.0,Defensive rebound by P. Beverley,,91-90,,
3:44.0,J. Harden makes 2-pt shot from 4 ft,2,93-90,,
3:44.0,Shooting foul by D. Williams (drawn by J. Harden),,93-90,,
3:44.0,J. Harden makes free throw 1 of 1,1,94-90,,
3:27.0,,,94-92,2,D. Williams makes 2-pt shot from 17 ft
2:59.0,J. Harden misses 2-pt shot from 12 ft (block by W. Matthews),,94-92,,
2:56.0,Offensive rebound by T. Jones,,94-92,,
2:56.0,T. Jones misses 2-pt shot from 6 ft,,94-92,,
2:55.0,Offensive rebound by P. Beverley,,94-92,,
2:38.0,T. Jones makes 2-pt shot from 1 ft (assist by C. Brewer),2,96-92,,
2:34.0,,,96-92,,Dallas full timeout
2:34.0,Houston full timeout,,96-92,,
2:34.0,,,96-92,,C. Parsons enters the game for R. Felton
2:23.0,,,96-94,2,D. Nowitzki makes 2-pt shot at rim (assist by D. Williams)
1:57.0,Turnover by J. Harden (lost ball),,96-94,,
1:46.0,,,96-94,,W. Matthews misses 3-pt shot from 24 ft
1:45.0,Defensive rebound by J. Harden,,96-94,,
1:33.0,Turnover by J. Harden (lost ball; steal by D. Nowitzki),,96-94,,
1:28.0,,,96-94,,D. Nowitzki misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by T. Ariza,,96-94,,
1:26.0,,,96-94,,Loose ball foul by D. Nowitzki (drawn by T. Ariza)
1:26.0,T. Ariza misses free throw 1 of 2,,96-94,,
1:26.0,Offensive rebound by Team,,96-94,,
1:26.0,T. Ariza misses free throw 2 of 2,,96-94,,
1:25.0,,,96-94,,Defensive rebound by C. Parsons
1:10.0,Personal foul by T. Jones (drawn by D. Nowitzki),,96-94,,
1:10.0,,,96-95,1,D. Nowitzki makes free throw 1 of 2
1:10.0,,,96-96,1,D. Nowitzki makes free throw 2 of 2
0:56.0,T. Jones makes 2-pt shot at rim (assist by J. Harden),2,98-96,,
0:55.0,,,98-96,,Dallas full timeout
0:55.0,C. Capela enters the game for C. Brewer,,98-96,,
0:32.0,,,98-96,,D. Nowitzki misses 2-pt shot from 14 ft
0:31.0,Defensive rebound by J. Harden,,98-96,,
0:13.0,Houston full timeout,,98-96,,
0:13.0,,,98-96,,D. Harris enters the game for D. Nowitzki
0:13.0,J. Terry enters the game for C. Capela,,98-96,,
0:08.0,J. Harden makes 2-pt shot from 18 ft,2,100-96,,
0:07.0,,,100-96,,Dallas full timeout
0:07.0,,,100-96,,D. Nowitzki enters the game for Z. Pachulia
0:07.0,,,100-96,,C. Villanueva enters the game for D. Harris
0:07.0,C. Brewer enters the game for J. Terry,,100-96,,
0:04.0,,,100-96,,D. Williams misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by J. Harden,,100-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
