time,Toronto,pts.away,score,pts.home,Atlanta
1:28.0,,,91-84,,J. Teague misses 2-pt shot from 9 ft
1:25.0,Defensive rebound by P. Patterson,,91-84,,
1:07.0,C. Joseph misses 2-pt shot from 11 ft,,91-84,,
1:04.0,,,91-84,,Defensive rebound by A. Horford
0:53.0,,,91-84,,K. Bazemore misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by P. Patterson,,91-84,,
0:46.0,,,91-84,,Personal take foul by P. Millsap (drawn by K. Lowry)
0:46.0,K. Lowry misses free throw 1 of 2,,91-84,,
0:46.0,Offensive rebound by Team,,91-84,,
0:46.0,K. Lowry makes free throw 2 of 2,1,92-84,,
0:35.0,,,92-84,,J. Teague misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by D. DeRozan,,92-84,,
0:33.0,,,92-84,,Personal foul by P. Millsap (drawn by D. DeRozan)
0:33.0,,,92-84,,Technical foul by P. Millsap (drawn by D. DeRozan)
0:33.0,K. Lowry makes technical free throw,1,93-84,,
0:33.0,D. DeRozan makes free throw 1 of 2,1,94-84,,
0:33.0,D. DeRozan misses free throw 2 of 2,,94-84,,
0:32.0,,,94-84,,Defensive rebound by A. Horford
0:27.0,,,94-86,2,J. Teague makes 2-pt shot at rim
0:26.0,,,94-86,,Personal take foul by A. Horford (drawn by C. Joseph)
0:26.0,C. Joseph misses free throw 1 of 2,,94-86,,
0:26.0,Offensive rebound by Team,,94-86,,
0:26.0,C. Joseph misses free throw 2 of 2,,94-86,,
0:26.0,,,94-86,,Defensive rebound by P. Millsap
0:18.0,,,94-86,,P. Millsap misses 2-pt shot from 1 ft
0:16.0,Defensive rebound by P. Patterson,,94-86,,
0:11.0,,,94-86,,Personal take foul by K. Bazemore (drawn by K. Lowry)
0:11.0,K. Lowry makes free throw 1 of 2,1,95-86,,
0:11.0,K. Lowry makes free throw 2 of 2,1,96-86,,
0:07.0,,,96-86,,J. Teague misses 3-pt shot from 24 ft
0:05.0,Defensive rebound by K. Lowry,,96-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
