time,Miami,pts.away,score,pts.home,Chicago
0:39.0,,,118-92,,J. Holiday misses 2-pt shot from 19 ft
0:38.0,,,118-92,,Offensive rebound by B. Portis
0:35.0,,,118-95,3,T. Snell makes 3-pt shot from 23 ft (assist by B. Portis)
0:20.0,J. McRoberts misses 3-pt shot from 24 ft,,118-95,,
0:19.0,,,118-95,,Defensive rebound by C. Felicio
0:14.0,,,118-95,,Shooting foul by J. McRoberts (drawn by B. Portis)
0:14.0,,,118-95,,B. Portis misses free throw 1 of 2
0:14.0,,,118-95,,Offensive rebound by Team
0:14.0,,,118-96,1,B. Portis makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
