time,Philadelphia,pts.away,score,pts.home,Brooklyn
6:30.0,H. Thompson misses 2-pt shot from 3 ft,,99-112,,
6:29.0,Offensive rebound by C. Landry,,99-112,,
6:28.0,Shooting foul by B. Bogdanovic (drawn by C. Landry),,99-112,,
6:28.0,C. Landry makes free throw 1 of 2,1,100-112,,
6:28.0,C. Landry makes free throw 2 of 2,1,101-112,,
6:24.0,Personal foul by C. Landry,,101-112,,
6:24.0,N. Noel enters the game for C. Landry,,101-112,,
6:09.0,,,101-112,,B. Bogdanovic misses 3-pt shot from 25 ft
6:08.0,,,101-112,,Offensive rebound by T. Young
6:03.0,,,101-115,3,S. Kilpatrick makes 3-pt shot from 24 ft (assist by T. Young)
6:03.0,Philadelphia full timeout,,101-115,,
5:53.0,N. Noel makes 2-pt shot at rim (assist by N. Stauskas),2,103-115,,
5:25.0,,,103-115,,Shooting foul by N. Noel (drawn by B. Lopez)
5:25.0,,,103-116,1,B. Lopez makes free throw 1 of 2
5:25.0,,,103-117,1,B. Lopez makes free throw 2 of 2
5:18.0,,,103-117,,Violation by B. Lopez (kicked ball)
5:09.0,H. Thompson misses 3-pt shot from 24 ft,,103-117,,
5:08.0,,,103-117,,Defensive rebound by B. Bogdanovic
4:58.0,,,103-117,,T. Young misses 2-pt shot at rim
4:57.0,,,103-117,,Offensive rebound by T. Young
4:56.0,,,103-119,2,T. Young makes 2-pt shot from 1 ft
4:40.0,N. Noel makes 2-pt shot from 1 ft (assist by I. Smith),2,105-119,,
4:16.0,,,105-119,,B. Bogdanovic misses 2-pt shot from 1 ft
4:15.0,,,105-119,,Offensive rebound by Team
4:15.0,,,105-119,,Turnover by Team (shot clock)
4:15.0,I. Canaan enters the game for K. Marshall,,105-119,,
3:54.0,I. Smith makes 2-pt shot from 10 ft,2,107-119,,
3:38.0,,,107-121,2,S. Kilpatrick makes 2-pt shot from 17 ft
3:32.0,Philadelphia full timeout,,107-121,,
3:23.0,I. Smith misses 3-pt shot from 24 ft,,107-121,,
3:22.0,,,107-121,,Defensive rebound by B. Lopez
3:08.0,,,107-121,,Turnover by S. Kilpatrick (lost ball; steal by N. Noel)
3:05.0,Turnover by N. Stauskas (lost ball),,107-121,,
3:05.0,C. Landry enters the game for N. Noel,,107-121,,
3:05.0,T. McConnell enters the game for I. Smith,,107-121,,
2:51.0,,,107-121,,B. Bogdanovic misses 2-pt shot from 6 ft
2:50.0,,,107-121,,Offensive rebound by B. Lopez
2:49.0,,,107-121,,B. Lopez misses 2-pt shot at rim
2:48.0,,,107-121,,Offensive rebound by B. Lopez
2:46.0,,,107-123,2,B. Lopez makes 2-pt shot from 1 ft
2:30.0,H. Thompson misses 2-pt shot from 6 ft,,107-123,,
2:29.0,,,107-123,,Defensive rebound by B. Lopez
2:12.0,,,107-126,3,B. Lopez makes 3-pt shot from 24 ft (assist by S. Kilpatrick)
2:10.0,Philadelphia full timeout,,107-126,,
2:10.0,K. Marshall enters the game for I. Canaan,,107-126,,
2:10.0,S. Weems enters the game for H. Thompson,,107-126,,
2:10.0,,,107-126,,M. Brown enters the game for B. Lopez
1:57.0,N. Stauskas misses 3-pt shot from 24 ft,,107-126,,
1:56.0,,,107-126,,Defensive rebound by M. Brown
1:39.0,,,107-128,2,T. Young makes 2-pt shot from 6 ft
1:28.0,C. Landry makes 2-pt shot from 1 ft (assist by K. Marshall),2,109-128,,
1:28.0,Shooting foul by T. Young (drawn by C. Landry),,109-128,,
1:28.0,,,109-128,,B. Lopez enters the game for T. Young
1:28.0,,,109-128,,Technical foul by T. Young
1:28.0,N. Stauskas makes technical free throw,1,110-128,,
1:28.0,C. Landry misses free throw 1 of 1,,110-128,,
1:27.0,,,110-128,,Defensive rebound by M. Brown
1:16.0,,,110-128,,Turnover by S. Larkin (lost ball; steal by T. McConnell)
1:10.0,T. McConnell makes 2-pt shot from 1 ft,2,112-128,,
0:45.0,,,112-128,,B. Bogdanovic misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by N. Stauskas,,112-128,,
0:32.0,Turnover by K. Marshall (bad pass),,112-128,,
0:32.0,,,112-128,,T. Robinson enters the game for B. Lopez
0:09.0,,,112-131,3,S. Kilpatrick makes 3-pt shot from 23 ft (assist by B. Bogdanovic)
0:02.0,N. Stauskas makes 2-pt shot at rim (assist by K. Marshall),2,114-131,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
