time,Brooklyn,pts.away,score,pts.home,Denver
0:33.0,,,110-109,,Turnover by G. Harris (lost ball)
0:13.0,T. Young misses 2-pt shot from 1 ft,,110-109,,
0:12.0,,,110-109,,Defensive rebound by N. Jokic
0:08.0,,,110-109,,Denver full timeout
0:05.0,,,110-109,,Shooting foul by S. Larkin (drawn by E. Mudiay)
0:05.0,,,110-111,2,E. Mudiay makes 2-pt shot from 3 ft
0:05.0,,,110-112,1,E. Mudiay makes free throw 1 of 1
0:05.0,Brooklyn full timeout,,110-112,,
0:05.0,,,110-112,,J. Sampson enters the game for W. Barton
0:03.0,Shooting foul by E. Mudiay (drawn by B. Bogdanovic),,110-112,,
0:03.0,B. Bogdanovic misses free throw 1 of 3,,110-112,,
0:03.0,Offensive rebound by Team,,110-112,,
0:03.0,B. Bogdanovic makes free throw 2 of 3,1,111-112,,
0:03.0,B. Bogdanovic makes free throw 3 of 3,1,112-112,,
0:03.0,,,112-112,,Denver full timeout
0:03.0,W. Ellington enters the game for B. Lopez,,112-112,,
0:03.0,,,112-112,,W. Barton enters the game for J. Sampson
0:02.0,,,112-112,,G. Harris misses 3-pt shot from 27 ft
0:00.0,,,112-112,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:43.0,M. Brown misses 3-pt shot from 23 ft,,112-112,,
4:42.0,Offensive rebound by M. Brown,,112-112,,
4:37.0,M. Brown makes 2-pt shot from 10 ft,2,114-112,,
4:28.0,,,114-114,2,G. Harris makes 2-pt shot at rim (assist by N. Jokic)
4:04.0,Shooting foul by N. Jokic (drawn by B. Lopez),,114-114,,
4:04.0,B. Lopez misses free throw 1 of 2,,114-114,,
4:04.0,Offensive rebound by Team,,114-114,,
4:04.0,B. Lopez makes free throw 2 of 2,1,115-114,,
3:49.0,,,115-114,,N. Jokic misses 2-pt shot from 3 ft
3:48.0,,,115-114,,Offensive rebound by E. Mudiay
3:44.0,,,115-116,2,E. Mudiay makes 2-pt shot from 16 ft
3:25.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by B. Lopez),2,117-116,,
2:57.0,,,117-116,,N. Jokic misses 2-pt shot from 6 ft
2:56.0,,,117-116,,Offensive rebound by E. Mudiay
2:56.0,,,117-116,,E. Mudiay misses 2-pt shot from 2 ft
2:55.0,,,117-116,,Offensive rebound by D. Arthur
2:51.0,Personal foul by B. Lopez (drawn by N. Jokic),,117-116,,
2:48.0,,,117-116,,Offensive foul by E. Mudiay
2:48.0,,,117-116,,Turnover by E. Mudiay (offensive foul)
2:38.0,M. Brown makes 2-pt shot at rim (assist by S. Larkin),2,119-116,,
2:38.0,,,119-116,,Denver full timeout
2:16.0,,,119-116,,W. Barton misses 2-pt shot from 2 ft
2:15.0,Defensive rebound by M. Brown,,119-116,,
1:53.0,T. Young misses 2-pt shot from 1 ft,,119-116,,
1:53.0,,,119-116,,Defensive rebound by W. Barton
1:40.0,,,119-116,,W. Barton misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by M. Brown,,119-116,,
1:15.0,B. Lopez misses 2-pt shot from 3 ft,,119-116,,
1:15.0,,,119-116,,Defensive rebound by N. Jokic
1:02.0,,,119-118,2,E. Mudiay makes 2-pt shot from 1 ft
1:02.0,Brooklyn full timeout,,119-118,,
0:45.0,T. Young misses 2-pt shot from 3 ft,,119-118,,
0:45.0,,,119-118,,Defensive rebound by N. Jokic
0:40.0,Shooting block foul by S. Larkin (drawn by E. Mudiay),,119-118,,
0:40.0,,,119-119,1,E. Mudiay makes free throw 1 of 2
0:40.0,,,119-120,1,E. Mudiay makes free throw 2 of 2
0:40.0,Brooklyn full timeout,,119-120,,
0:32.0,Turnover by B. Lopez (lost ball; steal by D. Arthur),,119-120,,
0:06.0,,,119-120,,W. Barton misses 2-pt shot from 21 ft
0:06.0,Defensive rebound by Team,,119-120,,
0:06.0,Brooklyn full timeout,,119-120,,
0:06.0,,,119-120,,J. Sampson enters the game for W. Barton
0:00.0,S. Larkin misses 2-pt shot from 1 ft,,119-120,,
0:00.0,Offensive rebound by B. Lopez,,119-120,,
0:00.0,B. Lopez makes 2-pt shot from 1 ft,2,121-120,,
0:00.0,,,121-120,,Denver full timeout
0:00.0,,,121-120,,M. Miller enters the game for J. Sampson
0:00.0,,,121-120,,N. Jokic misses 2-pt shot from 10 ft
0:00.0,,,121-120,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
