time,Denver,pts.away,score,pts.home,Minnesota
3:36.0,J. Nelson makes 2-pt shot from 6 ft,2,105-91,,
3:18.0,,,105-91,,Turnover by A. Wiggins (lost ball; steal by J. Nelson)
2:58.0,J. Nelson makes 2-pt shot from 20 ft (assist by W. Barton),2,107-91,,
2:37.0,,,107-93,2,K. Towns makes 2-pt shot from 1 ft
2:23.0,J. Nelson misses 2-pt shot at rim (block by K. Towns),,107-93,,
2:21.0,Offensive rebound by K. Faried,,107-93,,
2:21.0,K. Faried makes 2-pt shot at rim,2,109-93,,
2:14.0,,,109-93,,Minnesota full timeout
2:14.0,Denver full timeout,,109-93,,
2:14.0,,,109-93,,G. Dieng enters the game for A. Wiggins
2:14.0,,,109-93,,D. Rudez enters the game for K. Towns
2:14.0,,,109-93,,S. Muhammad enters the game for K. Martin
2:14.0,,,109-93,,A. Miller enters the game for R. Rubio
2:14.0,,,109-93,,A. Payne enters the game for Z. LaVine
2:06.0,,,109-95,2,G. Dieng makes 2-pt shot from 17 ft (assist by A. Miller)
1:52.0,,,109-95,,Personal foul by A. Payne (drawn by D. Gallinari)
1:52.0,D. Gallinari makes free throw 1 of 2,1,110-95,,
1:52.0,D. Gallinari misses free throw 2 of 2,,110-95,,
1:52.0,,,110-95,,Defensive rebound by G. Dieng
1:40.0,,,110-97,2,A. Payne makes 2-pt shot from 2 ft (assist by G. Dieng)
1:20.0,K. Faried misses 2-pt shot from 1 ft,,110-97,,
1:19.0,,,110-97,,Defensive rebound by G. Dieng
1:12.0,Personal foul by K. Faried (drawn by A. Payne),,110-97,,
1:12.0,,,110-97,,A. Payne misses free throw 1 of 2
1:12.0,,,110-97,,Offensive rebound by Team
1:12.0,K. Papanikolaou enters the game for D. Gallinari,,110-97,,
1:12.0,R. Foye enters the game for J. Nelson,,110-97,,
1:12.0,N. Jokic enters the game for K. Faried,,110-97,,
1:12.0,,,110-98,1,A. Payne makes free throw 2 of 2
0:54.0,,,110-98,,Personal foul by A. Miller (drawn by K. Papanikolaou)
0:54.0,K. Papanikolaou makes free throw 1 of 2,1,111-98,,
0:54.0,K. Papanikolaou makes free throw 2 of 2,1,112-98,,
0:30.0,,,112-100,2,A. Payne makes 2-pt shot from 18 ft
0:10.0,R. Foye misses 3-pt shot from 24 ft,,112-100,,
0:08.0,,,112-100,,Defensive rebound by A. Payne
0:00.0,End of 4th quarter,,,,End of 4th quarter
