time,Philadelphia,pts.away,score,pts.home,Brooklyn
5:02.0,,,85-90,,J. Johnson enters the game for B. Bogdanovic
5:02.0,R. Covington enters the game for H. Thompson,,85-90,,
5:02.0,,,85-90,,A. Bargnani misses free throw 2 of 2
4:59.0,Defensive rebound by Team,,85-90,,
4:35.0,J. Okafor misses 2-pt shot from 2 ft,,85-90,,
4:34.0,,,85-90,,Defensive rebound by A. Bargnani
4:32.0,Personal foul by R. Covington (drawn by A. Bargnani),,85-90,,
4:32.0,,,85-91,1,A. Bargnani makes free throw 1 of 2
4:32.0,I. Canaan enters the game for T. McConnell,,85-91,,
4:32.0,,,85-92,1,A. Bargnani makes free throw 2 of 2
4:32.0,Philadelphia full timeout,,85-92,,
4:17.0,J. Okafor makes 2-pt shot from 3 ft,2,87-92,,
4:00.0,,,87-92,,S. Larkin misses 2-pt shot from 2 ft (block by I. Canaan)
3:59.0,,,87-92,,Offensive rebound by Team
3:55.0,,,87-94,2,A. Bargnani makes 2-pt shot from 18 ft (assist by J. Johnson)
3:32.0,I. Canaan misses 3-pt shot from 24 ft,,87-94,,
3:31.0,,,87-94,,Defensive rebound by S. Larkin
3:19.0,,,87-94,,Brooklyn full timeout
3:19.0,,,87-94,,J. Jack enters the game for M. Brown
3:16.0,,,87-96,2,A. Bargnani makes 2-pt shot from 17 ft (assist by J. Johnson)
2:55.0,Offensive charge foul by J. Okafor,,87-96,,
2:55.0,Turnover by J. Okafor (offensive foul),,87-96,,
2:55.0,H. Thompson enters the game for J. Grant,,87-96,,
2:42.0,,,87-96,,J. Johnson misses 3-pt shot from 22 ft
2:41.0,Defensive rebound by J. Okafor,,87-96,,
2:35.0,I. Canaan makes 2-pt shot from 2 ft,2,89-96,,
2:18.0,,,89-96,,T. Young misses 2-pt shot from 2 ft
2:17.0,Defensive rebound by N. Stauskas,,89-96,,
2:11.0,J. Okafor makes 2-pt shot from 1 ft (assist by N. Stauskas),2,91-96,,
1:53.0,,,91-96,,Shooting foul by R. Covington (drawn by A. Bargnani)
1:53.0,J. Grant enters the game for R. Covington,,91-96,,
1:53.0,,,91-97,1,A. Bargnani makes free throw 1 of 2
1:53.0,,,91-98,1,A. Bargnani makes free throw 2 of 2
1:43.0,I. Canaan misses 2-pt shot from 1 ft,,91-98,,
1:42.0,,,91-98,,Defensive rebound by S. Larkin
1:22.0,,,91-98,,A. Bargnani misses 2-pt shot from 20 ft
1:21.0,Defensive rebound by J. Okafor,,91-98,,
1:16.0,Philadelphia full timeout,,91-98,,
1:01.0,J. Okafor misses 2-pt shot from 12 ft,,91-98,,
1:00.0,,,91-98,,Defensive rebound by S. Larkin
0:44.0,,,91-98,,S. Larkin misses 2-pt shot from 2 ft
0:43.0,,,91-98,,Offensive rebound by T. Young
0:31.0,Personal foul by J. Grant (drawn by T. Young),,91-98,,
0:31.0,,,91-99,1,T. Young makes free throw 1 of 2
0:31.0,,,91-100,1,T. Young makes free throw 2 of 2
0:31.0,Philadelphia full timeout,,91-100,,
0:22.0,I. Canaan misses 3-pt shot from 24 ft,,91-100,,
0:21.0,,,91-100,,Defensive rebound by T. Young
0:00.0,End of 4th quarter,,,,End of 4th quarter
