time,Philadelphia,pts.away,score,pts.home,Detroit
5:11.0,Turnover by N. Stauskas (lost ball; steal by A. Baynes),,75-100,,
5:04.0,,,75-102,2,A. Baynes makes 2-pt shot at rim (assist by S. Blake)
5:04.0,,,75-102,,Shooting foul by H. Thompson (drawn by A. Baynes)
5:04.0,Official timeout,,75-102,,
5:04.0,,,75-102,,J. Harper enters the game for M. Morris
5:04.0,,,75-102,,D. Hilliard enters the game for K. Caldwell-Pope
5:04.0,,,75-102,,A. Baynes misses free throw 1 of 1
5:03.0,Defensive rebound by C. Landry,,75-102,,
4:41.0,H. Thompson makes 3-pt shot from 27 ft (assist by C. Landry),3,78-102,,
4:25.0,,,78-102,,Shooting foul by C. Landry (drawn by J. Harper)
4:25.0,,,78-103,1,J. Harper makes free throw 1 of 2
4:25.0,,,78-103,,J. Anthony enters the game for A. Baynes
4:25.0,,,78-103,,J. Harper misses free throw 2 of 2
4:24.0,Defensive rebound by R. Holmes,,78-103,,
4:17.0,,,78-103,,Personal foul by R. Bullock (drawn by H. Thompson)
4:13.0,Shooting foul by S. Blake (drawn by K. Marshall),,78-103,,
4:13.0,K. Marshall makes free throw 1 of 2,1,79-103,,
4:13.0,K. Marshall makes free throw 2 of 2,1,80-103,,
3:59.0,,,80-103,,R. Bullock misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by R. Holmes,,80-103,,
3:43.0,K. Marshall makes 2-pt shot from 6 ft,2,82-103,,
3:38.0,,,82-105,2,R. Bullock makes 2-pt shot at rim (assist by S. Blake)
3:26.0,C. Landry misses 3-pt shot from 25 ft,,82-105,,
3:26.0,,,82-105,,Defensive rebound by S. Blake
3:18.0,,,82-105,,J. Harper misses 3-pt shot from 26 ft
3:17.0,Defensive rebound by C. Landry,,82-105,,
3:03.0,K. Marshall makes 3-pt shot from 30 ft (assist by C. Landry),3,85-105,,
2:37.0,,,85-105,,D. Hilliard misses 2-pt shot from 18 ft
2:35.0,,,85-105,,Offensive rebound by D. Hilliard
2:35.0,,,85-107,2,D. Hilliard makes 2-pt shot from 18 ft
2:14.0,C. Landry makes 2-pt shot from 4 ft (assist by N. Stauskas),2,87-107,,
1:57.0,,,87-107,,J. Anthony misses 2-pt shot from 10 ft
1:56.0,Defensive rebound by N. Stauskas,,87-107,,
1:48.0,N. Stauskas misses 2-pt shot from 4 ft,,87-107,,
1:47.0,,,87-107,,Defensive rebound by D. Hilliard
1:45.0,,,87-107,,Detroit full timeout
1:39.0,,,87-107,,Shooting foul by C. Landry (drawn by S. Blake)
1:39.0,,,87-107,,S. Blake misses free throw 1 of 2
1:39.0,,,87-107,,Offensive rebound by Team
1:39.0,,,87-108,1,S. Blake makes free throw 2 of 2
1:27.0,C. Landry makes 2-pt shot from 15 ft (assist by N. Stauskas),2,89-108,,
1:06.0,,,89-108,,D. Hilliard misses 2-pt shot from 20 ft
1:05.0,Defensive rebound by C. Landry,,89-108,,
0:54.0,Turnover by K. Marshall (lost ball; steal by J. Harper),,89-108,,
0:51.0,,,89-108,,Turnover by J. Harper (bad pass)
0:39.0,,,89-108,,Personal foul by J. Anthony (drawn by C. Landry)
0:39.0,C. Landry makes free throw 1 of 2,1,90-108,,
0:39.0,C. Landry makes free throw 2 of 2,1,91-108,,
0:26.0,,,91-111,3,R. Bullock makes 3-pt shot from 25 ft (assist by S. Blake)
0:13.0,N. Stauskas misses 2-pt shot from 18 ft,,91-111,,
0:13.0,,,91-111,,Defensive rebound by J. Anthony
0:00.0,End of 4th quarter,,,,End of 4th quarter
