time,Washington,pts.away,score,pts.home,Orlando
6:32.0,Shooting foul by D. Dedmon (drawn by O. Porter),,72-78,,
6:32.0,J. Wall misses free throw 1 of 2,,72-78,,
6:32.0,Offensive rebound by Team,,72-78,,
6:32.0,,,72-78,,N. Vucevic enters the game for D. Dedmon
6:32.0,,,72-78,,T. Harris enters the game for A. Gordon
6:32.0,J. Wall makes free throw 2 of 2,1,73-78,,
6:19.0,,,73-78,,Turnover by T. Harris (lost ball; steal by J. Wall)
6:11.0,B. Beal makes 3-pt shot from 25 ft,3,76-78,,
5:54.0,,,76-78,,Turnover by V. Oladipo (bad pass; steal by J. Wall)
5:51.0,J. Wall makes 2-pt shot from 1 ft,2,78-78,,
5:51.0,,,78-78,,Orlando full timeout
5:31.0,,,78-78,,T. Harris misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by B. Beal,,78-78,,
5:11.0,J. Wall makes 2-pt shot from 12 ft,2,80-78,,
4:55.0,,,80-78,,V. Oladipo misses 2-pt shot from 1 ft
4:52.0,,,80-78,,Offensive rebound by N. Vucevic
4:52.0,,,80-78,,N. Vucevic misses 2-pt shot from 1 ft
4:50.0,,,80-78,,Offensive rebound by E. Payton
4:47.0,,,80-78,,E. Payton misses 2-pt shot from 18 ft
4:46.0,Defensive rebound by B. Beal,,80-78,,
4:36.0,B. Beal misses 3-pt shot from 25 ft,,80-78,,
4:34.0,,,80-78,,Defensive rebound by E. Payton
4:23.0,,,80-78,,M. Hezonja misses 3-pt shot from 25 ft
4:22.0,Defensive rebound by Team,,80-78,,
4:00.0,J. Wall misses 2-pt shot from 17 ft,,80-78,,
3:57.0,,,80-78,,Defensive rebound by T. Harris
3:37.0,,,80-78,,E. Payton misses 2-pt shot from 14 ft (block by M. Gortat)
3:34.0,,,80-78,,Offensive rebound by E. Payton
3:33.0,,,80-78,,E. Payton misses 3-pt shot from 24 ft
3:33.0,,,80-78,,Offensive rebound by Team
3:33.0,,,80-78,,Turnover by Team (shot clock)
3:22.0,B. Beal makes 2-pt shot from 2 ft,2,82-78,,
3:14.0,,,82-78,,Orlando full timeout
3:07.0,,,82-80,2,N. Vucevic makes 2-pt shot from 8 ft (assist by M. Hezonja)
2:47.0,Turnover by B. Beal (bad pass; steal by E. Payton),,82-80,,
2:41.0,,,82-80,,V. Oladipo misses 2-pt shot at rim
2:37.0,,,82-80,,Offensive rebound by T. Harris
2:37.0,,,82-82,2,T. Harris makes 2-pt shot from 1 ft
2:32.0,M. Gortat misses 2-pt shot from 1 ft,,82-82,,
2:26.0,,,82-82,,Defensive rebound by E. Payton
2:19.0,,,82-85,3,M. Hezonja makes 3-pt shot from 24 ft (assist by N. Vucevic)
2:19.0,Washington full timeout,,82-85,,
2:19.0,Official timeout,,82-85,,
2:07.0,B. Beal misses 3-pt shot from 24 ft,,82-85,,
2:05.0,,,82-85,,Defensive rebound by N. Vucevic
2:00.0,,,82-87,2,T. Harris makes 2-pt shot at rim (assist by E. Payton)
1:40.0,,,82-87,,Personal block foul by N. Vucevic (drawn by B. Beal)
1:40.0,G. Neal enters the game for K. Humphries,,82-87,,
1:29.0,Shooting foul by T. Harris (drawn by M. Gortat),,82-87,,
1:29.0,M. Gortat makes free throw 1 of 2,1,83-87,,
1:29.0,M. Gortat makes free throw 2 of 2,1,84-87,,
1:15.0,,,84-87,,M. Hezonja misses 2-pt shot from 21 ft
1:14.0,Defensive rebound by Team,,84-87,,
1:06.0,B. Beal misses 3-pt shot from 26 ft,,84-87,,
1:04.0,,,84-87,,Defensive rebound by E. Payton
1:00.0,,,84-87,,T. Harris misses 2-pt shot from 3 ft (block by J. Wall)
0:57.0,Defensive rebound by J. Wall,,84-87,,
0:51.0,G. Neal misses 3-pt shot from 22 ft,,84-87,,
0:50.0,Offensive rebound by O. Porter,,84-87,,
0:50.0,O. Porter makes 2-pt shot from 2 ft,2,86-87,,
0:50.0,,,86-87,,Orlando full timeout
0:38.0,,,86-87,,Turnover by M. Hezonja (lost ball)
0:38.0,Washington full timeout,,86-87,,
0:34.0,O. Porter misses 3-pt shot from 23 ft,,86-87,,
0:33.0,,,86-87,,Defensive rebound by V. Oladipo
0:21.0,,,86-87,,E. Payton misses 2-pt shot from 12 ft
0:20.0,Defensive rebound by M. Gortat,,86-87,,
0:20.0,Washington full timeout,,86-87,,
0:20.0,Violation by Team (jump ball),,86-87,,
0:13.0,J. Wall makes 2-pt shot from 4 ft,2,88-87,,
0:13.0,,,88-87,,Orlando full timeout
0:10.0,Personal foul by J. Wall (drawn by T. Harris),,88-87,,
0:04.0,Violation by M. Gortat (def goaltending),,88-87,,
0:04.0,,,88-87,,T. Harris misses 2-pt shot from 2 ft
0:04.0,,,88-87,,Offensive rebound by Team
0:00.0,,,88-87,,N. Vucevic misses 2-pt shot from 17 ft
0:00.0,,,88-87,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
