time,Orlando,pts.away,score,pts.home,Milwaukee
2:52.0,Official timeout,,105-102,,
2:39.0,N. Vucevic makes 2-pt shot from 5 ft,2,107-102,,
2:24.0,Personal foul by E. Fournier,,107-102,,
2:24.0,,,107-103,1,J. Parker makes free throw 1 of 2
2:24.0,,,107-104,1,J. Parker makes free throw 2 of 2
2:11.0,E. Payton misses 2-pt shot from 4 ft,,107-104,,
2:09.0,,,107-104,,Defensive rebound by G. Antetokounmpo
1:53.0,,,107-104,,G. Antetokounmpo misses 2-pt shot from 1 ft
1:52.0,,,107-104,,Offensive rebound by G. Monroe
1:52.0,,,107-106,2,G. Monroe makes 2-pt shot from 2 ft
1:48.0,,,107-106,,Personal foul by T. Ennis
1:28.0,Turnover by N. Vucevic (lost ball),,107-106,,
1:17.0,,,107-108,2,T. Ennis makes 2-pt shot from 1 ft
1:01.0,Turnover by E. Payton (lost ball; steal by K. Middleton),,107-108,,
0:58.0,,,107-108,,Turnover by K. Middleton (bad pass)
0:58.0,Orlando full timeout,,107-108,,
0:51.0,V. Oladipo misses 3-pt shot from 25 ft,,107-108,,
0:50.0,Offensive rebound by A. Gordon,,107-108,,
0:47.0,E. Payton makes 2-pt shot at rim (assist by N. Vucevic),2,109-108,,
0:38.0,Personal foul by V. Oladipo,,109-108,,
0:38.0,,,109-108,,T. Ennis misses free throw 1 of 2
0:38.0,,,109-108,,Offensive rebound by Team
0:38.0,,,109-109,1,T. Ennis makes free throw 2 of 2
0:27.0,,,109-109,,Personal foul by G. Monroe
0:27.0,N. Vucevic makes free throw 1 of 2,1,110-109,,
0:27.0,N. Vucevic misses free throw 2 of 2,,110-109,,
0:27.0,,,110-109,,Defensive rebound by G. Antetokounmpo
0:27.0,,,110-109,,Milwaukee full timeout
0:20.0,,,110-109,,G. Antetokounmpo misses 2-pt shot at rim
0:18.0,,,110-109,,Offensive rebound by G. Monroe
0:18.0,Jump ball: E. Fournier vs. G. Monroe (J. Parker gains possession),,,,Jump ball: E. Fournier vs. G. Monroe (J. Parker gains possession)
0:11.0,,,110-111,2,J. Parker makes 2-pt shot from 1 ft
0:10.0,Orlando full timeout,,110-111,,
0:10.0,,,110-111,,M. Plumlee enters the game for G. Monroe
0:10.0,M. Hezonja enters the game for E. Payton,,110-111,,
0:05.0,Offensive charge foul by E. Fournier,,110-111,,
0:05.0,Turnover by E. Fournier (offensive foul),,110-111,,
0:04.0,Personal take foul by E. Fournier,,110-111,,
0:04.0,,,110-112,1,T. Ennis makes free throw 1 of 2
0:04.0,,,110-113,1,T. Ennis makes free throw 2 of 2
0:04.0,Orlando full timeout,,110-113,,
0:03.0,E. Fournier misses 3-pt shot from 27 ft,,110-113,,
0:01.0,,,110-113,,Defensive rebound by J. Parker
0:00.0,End of 4th quarter,,,,End of 4th quarter
