time,Milwaukee,pts.away,score,pts.home,Washington
2:56.0,M. Plumlee misses 2-pt shot from 14 ft,,77-107,,
2:54.0,,,77-107,,Defensive rebound by K. Oubre
2:43.0,,,77-107,,Shooting foul by C. Copeland (drawn by K. Oubre)
2:43.0,,,77-107,,Washington full timeout
2:43.0,,,77-108,1,K. Oubre makes free throw 1 of 2
2:43.0,,,77-109,1,K. Oubre makes free throw 2 of 2
2:35.0,,,77-109,,Personal foul by R. Sessions (drawn by T. Ennis)
2:35.0,T. Ennis makes free throw 1 of 2,1,78-109,,
2:35.0,T. Ennis makes free throw 2 of 2,1,79-109,,
2:16.0,,,79-112,3,K. Oubre makes 3-pt shot from 25 ft (assist by D. Blair)
1:59.0,Offensive foul by R. Vaughn,,79-112,,
1:59.0,Turnover by R. Vaughn (offensive foul),,79-112,,
1:46.0,,,79-112,,Turnover by K. Oubre (lost ball; steal by C. Copeland)
1:37.0,T. Ennis misses 2-pt shot from 3 ft,,79-112,,
1:36.0,,,79-112,,Defensive rebound by K. Oubre
1:34.0,,,79-112,,Shooting foul by C. Copeland (drawn by K. Oubre)
1:34.0,,,79-112,,K. Oubre misses free throw 1 of 2
1:34.0,,,79-112,,Offensive rebound by Team
1:34.0,,,79-112,,K. Oubre misses free throw 2 of 2
1:32.0,Defensive rebound by J. O'Bryant,,79-112,,
1:19.0,C. Copeland makes 2-pt shot from 4 ft,2,81-112,,
1:15.0,,,81-112,,Shooting foul by R. Vaughn (drawn by D. Blair)
1:15.0,,,81-113,1,D. Blair makes free throw 1 of 2
1:15.0,,,81-113,,D. Blair misses free throw 2 of 2
1:13.0,Defensive rebound by T. Ennis,,81-113,,
1:02.0,Turnover by T. Ennis (bad pass; steal by R. Sessions),,81-113,,
0:58.0,,,81-115,2,K. Oubre makes 2-pt shot from 2 ft (assist by D. Blair)
0:46.0,R. Vaughn makes 3-pt shot from 23 ft (assist by T. Ennis),3,84-115,,
0:31.0,,,84-115,,Turnover by D. Gooden (traveling)
0:20.0,M. Plumlee makes 2-pt shot from 1 ft (assist by T. Ennis),2,86-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
