time,Toronto,pts.away,score,pts.home,Indiana
2:54.0,,,93-80,3,P. George makes 3-pt shot from 23 ft (assist by S. Hill)
2:28.0,K. Lowry makes 2-pt shot at rim,2,95-80,,
2:16.0,,,95-80,,S. Hill misses 3-pt shot from 24 ft
2:15.0,Defensive rebound by N. Powell,,95-80,,
1:56.0,J. Valanciunas misses 2-pt shot from 2 ft (block by P. George),,95-80,,
1:54.0,,,95-80,,Defensive rebound by S. Hill
1:48.0,Personal foul by N. Powell,,95-80,,
1:48.0,,,95-81,1,P. George makes free throw 1 of 2
1:48.0,,,95-82,1,P. George makes free throw 2 of 2
1:24.0,K. Lowry makes 2-pt shot from 17 ft,2,97-82,,
1:24.0,,,97-82,,Indiana full timeout
1:24.0,,,97-82,,J. Hill enters the game for P. George
1:24.0,,,97-82,,L. Allen enters the game for M. Ellis
1:24.0,,,97-82,,G. Robinson enters the game for G. Hill
1:24.0,,,97-82,,J. Young enters the game for M. Turner
1:24.0,D. Wright enters the game for K. Lowry,,97-82,,
1:08.0,,,97-82,,G. Robinson misses 2-pt shot from 16 ft
1:07.0,Defensive rebound by D. DeRozan,,97-82,,
0:48.0,D. DeRozan makes 2-pt shot from 19 ft,2,99-82,,
0:32.0,,,99-85,3,J. Young makes 3-pt shot from 26 ft (assist by S. Hill)
0:13.0,N. Powell makes 2-pt shot from 22 ft,2,101-85,,
0:08.0,,,101-85,,J. Young misses 3-pt shot from 29 ft
0:07.0,Defensive rebound by J. Valanciunas,,101-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
