time,Portland,pts.away,score,pts.home,Minnesota
3:10.0,,,100-94,,Offensive rebound by K. Towns
3:07.0,,,100-94,,K. Towns misses 2-pt shot from 5 ft
3:05.0,Defensive rebound by C. McCollum,,100-94,,
2:49.0,D. Lillard makes 2-pt shot at rim,2,102-94,,
2:35.0,,,102-96,2,Z. LaVine makes 2-pt shot at rim
2:25.0,,,102-96,,Personal take foul by K. Towns (drawn by E. Davis)
2:25.0,E. Davis makes free throw 1 of 2,1,103-96,,
2:25.0,E. Davis misses free throw 2 of 2,,103-96,,
2:24.0,,,103-96,,Defensive rebound by A. Wiggins
2:10.0,,,103-96,,Z. LaVine misses 2-pt shot from 3 ft (block by C. McCollum)
2:08.0,,,103-96,,Offensive rebound by K. Towns
2:06.0,,,103-96,,A. Wiggins misses 3-pt shot from 24 ft
2:05.0,,,103-96,,Offensive rebound by K. Towns
2:05.0,,,103-98,2,K. Towns makes 2-pt shot from 1 ft
2:05.0,Portland full timeout,,103-98,,
2:04.0,,,103-98,,Personal take foul by K. Towns (drawn by E. Davis)
2:04.0,E. Davis makes free throw 1 of 2,1,104-98,,
2:04.0,M. Plumlee enters the game for M. Leonard,,104-98,,
2:04.0,E. Davis makes free throw 2 of 2,1,105-98,,
1:46.0,,,105-98,,Z. LaVine misses 2-pt shot from 3 ft (block by E. Davis)
1:44.0,,,105-98,,Offensive rebound by G. Dieng
1:42.0,,,105-100,2,G. Dieng makes 2-pt shot from 12 ft
1:22.0,C. McCollum misses 2-pt shot from 14 ft,,105-100,,
1:21.0,,,105-100,,Defensive rebound by K. Towns
1:13.0,,,105-103,3,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio)
1:13.0,Portland full timeout,,105-103,,
1:13.0,M. Leonard enters the game for M. Plumlee,,105-103,,
0:50.0,C. McCollum misses 2-pt shot from 17 ft,,105-103,,
0:49.0,Offensive rebound by Team,,105-103,,
0:49.0,Turnover by Team (shot clock),,105-103,,
0:40.0,,,105-103,,K. Towns misses 3-pt shot from 26 ft
0:38.0,Defensive rebound by E. Davis,,105-103,,
0:37.0,Portland full timeout,,105-103,,
0:37.0,A. Crabbe enters the game for E. Davis,,105-103,,
0:37.0,,,105-103,,T. Prince enters the game for K. Towns
0:19.0,D. Lillard makes 2-pt shot at rim,2,107-103,,
0:19.0,,,107-103,,Minnesota full timeout
0:19.0,,,107-103,,K. Towns enters the game for T. Prince
0:19.0,E. Davis enters the game for M. Leonard,,107-103,,
0:17.0,Personal take foul by A. Crabbe (drawn by A. Wiggins),,107-103,,
0:13.0,,,107-103,,A. Wiggins misses 2-pt shot at rim
0:12.0,,,107-103,,Offensive rebound by Team
0:09.0,,,107-103,,Z. LaVine misses 2-pt shot from 1 ft (block by E. Davis)
0:08.0,Defensive rebound by D. Lillard,,107-103,,
0:08.0,,,107-103,,Personal take foul by R. Rubio (drawn by D. Lillard)
0:08.0,D. Lillard makes free throw 1 of 2,1,108-103,,
0:08.0,D. Lillard makes free throw 2 of 2,1,109-103,,
0:08.0,,,109-103,,Minnesota full timeout
0:06.0,,,109-103,,A. Wiggins misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by D. Lillard,,109-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
