time,Detroit,pts.away,score,pts.home,Boston
3:40.0,,,83-94,,I. Thomas misses 2-pt shot from 2 ft
3:40.0,Defensive rebound by Team,,83-94,,
3:40.0,,,83-94,,Loose ball foul by J. Crowder (drawn by M. Morris)
3:29.0,Shooting foul by T. Zeller (drawn by A. Drummond),,83-94,,
3:29.0,A. Drummond makes free throw 1 of 2,1,84-94,,
3:29.0,A. Drummond misses free throw 2 of 2,,84-94,,
3:28.0,Offensive rebound by M. Morris,,84-94,,
3:27.0,Shooting foul by J. Crowder (drawn by M. Morris),,84-94,,
3:27.0,M. Morris makes free throw 1 of 2,1,85-94,,
3:27.0,,,85-94,,A. Johnson enters the game for T. Zeller
3:27.0,A. Baynes enters the game for A. Drummond,,85-94,,
3:27.0,M. Morris makes free throw 2 of 2,1,86-94,,
3:20.0,Personal foul by S. Johnson (drawn by M. Smart),,86-94,,
3:06.0,,,86-94,,A. Bradley misses 2-pt shot from 20 ft
3:05.0,Defensive rebound by A. Baynes,,86-94,,
2:59.0,S. Johnson misses 3-pt shot from 24 ft,,86-94,,
2:57.0,,,86-94,,Defensive rebound by A. Bradley
2:45.0,,,86-96,2,I. Thomas makes 2-pt shot from 1 ft
2:45.0,,,86-96,,Shooting foul by A. Baynes (drawn by I. Thomas)
2:45.0,Detroit full timeout,,86-96,,
2:45.0,,,86-97,1,I. Thomas makes free throw 1 of 1
2:25.0,M. Morris makes 2-pt shot from 20 ft,2,88-97,,
2:00.0,,,88-97,,A. Johnson misses 2-pt shot from 5 ft
1:59.0,Defensive rebound by A. Baynes,,88-97,,
1:59.0,,,88-97,,Personal foul by M. Smart (drawn by A. Baynes)
1:59.0,A. Baynes makes free throw 1 of 2,1,89-97,,
1:59.0,A. Baynes makes free throw 2 of 2,1,90-97,,
1:41.0,,,90-97,,I. Thomas misses 2-pt shot from 12 ft
1:40.0,Defensive rebound by S. Johnson,,90-97,,
1:28.0,,,90-97,,Personal foul by I. Thomas (drawn by A. Baynes)
1:28.0,A. Baynes misses free throw 1 of 2,,90-97,,
1:28.0,Offensive rebound by Team,,90-97,,
1:28.0,,,90-97,,T. Zeller enters the game for A. Johnson
1:28.0,A. Baynes misses free throw 2 of 2,,90-97,,
1:28.0,,,90-97,,Defensive rebound by J. Crowder
1:20.0,,,90-97,,I. Thomas misses 2-pt shot from 1 ft
1:19.0,Defensive rebound by Team,,90-97,,
1:19.0,Detroit full timeout,,90-97,,
1:19.0,,,90-97,,E. Turner enters the game for I. Thomas
1:16.0,D. Hilliard misses 3-pt shot from 27 ft,,90-97,,
1:15.0,,,90-97,,Defensive rebound by J. Crowder
1:10.0,Personal foul by R. Jackson (drawn by E. Turner),,90-97,,
1:10.0,,,90-97,,I. Thomas enters the game for E. Turner
1:02.0,,,90-97,,Boston full timeout
0:59.0,,,90-100,3,M. Smart makes 3-pt shot from 23 ft (assist by T. Zeller)
0:59.0,Detroit full timeout,,90-100,,
0:59.0,,,90-100,,E. Turner enters the game for I. Thomas
0:50.0,S. Johnson misses 3-pt shot from 27 ft,,90-100,,
0:48.0,,,90-100,,Defensive rebound by E. Turner
0:41.0,,,90-100,,Offensive foul by E. Turner
0:41.0,,,90-100,,Turnover by E. Turner (offensive foul)
0:32.0,R. Jackson makes 3-pt shot from 26 ft,3,93-100,,
0:26.0,Personal take foul by M. Morris (drawn by E. Turner),,93-100,,
0:26.0,,,93-101,1,E. Turner makes free throw 1 of 2
0:26.0,A. Tolliver enters the game for M. Morris,,93-101,,
0:26.0,,,93-102,1,E. Turner makes free throw 2 of 2
0:16.0,R. Jackson misses 2-pt shot from 1 ft,,93-102,,
0:15.0,Offensive rebound by A. Baynes,,93-102,,
0:14.0,Shooting foul by J. Crowder (drawn by A. Baynes),,93-102,,
0:14.0,A. Baynes makes free throw 1 of 2,1,94-102,,
0:14.0,A. Baynes makes free throw 2 of 2,1,95-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
