time,Brooklyn,pts.away,score,pts.home,Indiana
6:29.0,Turnover by W. Ellington (lost ball; steal by S. Hill),,86-115,,
6:23.0,,,86-115,,Shooting foul by H. Sims (drawn by M. Turner)
6:23.0,,,86-115,,M. Turner misses free throw 1 of 2
6:23.0,,,86-115,,Offensive rebound by Team
6:23.0,M. Brown enters the game for W. Ellington,,86-115,,
6:23.0,,,86-116,1,M. Turner makes free throw 2 of 2
6:07.0,B. Bogdanovic misses 3-pt shot from 26 ft,,86-116,,
6:06.0,,,86-116,,Defensive rebound by M. Turner
6:06.0,Loose ball foul by M. Brown,,86-116,,
6:06.0,,,86-117,1,M. Turner makes free throw 1 of 2
6:06.0,,,86-118,1,M. Turner makes free throw 2 of 2
5:46.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by H. Sims),3,89-118,,
5:24.0,,,89-120,2,S. Hill makes 2-pt shot from 1 ft (assist by J. Young)
5:06.0,Shooting foul by G. Robinson (drawn by H. Sims),,89-120,,
5:06.0,,,89-120,,Indiana full timeout
5:06.0,H. Sims makes free throw 1 of 2,1,90-120,,
5:06.0,H. Sims makes free throw 2 of 2,1,91-120,,
4:42.0,,,91-120,,Turnover by G. Robinson (lost ball; steal by H. Sims)
4:37.0,D. Sloan makes 2-pt shot from 1 ft,2,93-120,,
4:15.0,,,93-120,,G. Robinson misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by H. Sims,,93-120,,
4:10.0,,,93-120,,Shooting block foul by G. Robinson (drawn by D. Sloan)
4:10.0,D. Sloan misses free throw 1 of 2,,93-120,,
4:10.0,Offensive rebound by Team,,93-120,,
4:10.0,S. Kilpatrick enters the game for B. Bogdanovic,,93-120,,
4:10.0,D. Sloan makes free throw 2 of 2,1,94-120,,
3:52.0,,,94-122,2,M. Turner makes 2-pt shot from 17 ft (assist by G. Robinson)
3:35.0,H. Sims makes 2-pt shot from 2 ft (assist by D. Sloan),2,96-122,,
3:15.0,,,96-125,3,G. Robinson makes 3-pt shot from 23 ft (assist by T. Lawson)
2:52.0,S. Kilpatrick makes 3-pt shot from 24 ft (assist by M. Brown),3,99-125,,
2:45.0,,,99-125,,Offensive foul by T. Lawson
2:45.0,,,99-125,,Turnover by T. Lawson (offensive foul)
2:45.0,Brooklyn full timeout,,99-125,,
2:29.0,S. Larkin misses 2-pt shot from 20 ft,,99-125,,
2:28.0,,,99-125,,Defensive rebound by S. Hill
2:15.0,,,99-125,,Turnover by M. Turner (lost ball; steal by M. Brown)
2:09.0,S. Larkin makes 2-pt shot from 2 ft (assist by M. Brown),2,101-125,,
1:52.0,,,101-127,2,S. Hill makes 2-pt shot from 10 ft (assist by J. Young)
1:43.0,M. Brown misses 3-pt shot from 23 ft,,101-127,,
1:43.0,Offensive rebound by Team,,101-127,,
1:34.0,S. Kilpatrick makes 2-pt shot from 20 ft,2,103-127,,
1:21.0,,,103-127,,J. Young misses 2-pt shot from 19 ft
1:20.0,,,103-127,,Offensive rebound by S. Hill
1:19.0,,,103-129,2,S. Hill makes 2-pt shot from 1 ft
1:09.0,D. Sloan misses 2-pt shot from 14 ft,,103-129,,
1:06.0,Offensive rebound by M. Brown,,103-129,,
1:06.0,M. Brown misses 2-pt shot from 2 ft,,103-129,,
1:05.0,,,103-129,,Defensive rebound by T. Lawson
1:00.0,,,103-129,,Turnover by G. Robinson (lost ball; steal by M. Brown)
0:56.0,S. Kilpatrick makes 2-pt shot from 1 ft,2,105-129,,
0:42.0,,,105-129,,Turnover by M. Turner (3 sec)
0:32.0,S. Kilpatrick misses 2-pt shot from 5 ft (block by G. Robinson),,105-129,,
0:31.0,Offensive rebound by S. Kilpatrick,,105-129,,
0:27.0,M. Brown misses 2-pt shot from 6 ft,,105-129,,
0:26.0,,,105-129,,Defensive rebound by M. Turner
0:25.0,,,105-129,,Turnover by M. Turner (lost ball; steal by M. Brown)
0:24.0,M. Brown misses 2-pt shot from 2 ft,,105-129,,
0:22.0,,,105-129,,Defensive rebound by S. Hill
0:00.0,,,105-129,,Turnover by S. Hill (traveling)
0:00.0,End of 4th quarter,,,,End of 4th quarter
