time,Houston,pts.away,score,pts.home,Denver
6:31.0,Turnover by D. Howard (offensive foul),,89-95,,
6:31.0,Violation by Team (delay of game),,89-95,,
6:22.0,,,89-95,,Offensive foul by E. Mudiay
6:22.0,,,89-95,,Turnover by E. Mudiay (offensive foul)
6:22.0,Houston full timeout,,89-95,,
6:08.0,Turnover by J. Terry (bad pass; steal by E. Mudiay),,89-95,,
5:46.0,,,89-95,,W. Barton misses 3-pt shot from 23 ft
5:45.0,Defensive rebound by C. Brewer,,89-95,,
5:35.0,T. Ariza misses 3-pt shot from 25 ft,,89-95,,
5:34.0,,,89-95,,Defensive rebound by J. Nelson
5:24.0,,,89-95,,Loose ball foul by D. Gallinari (drawn by T. Ariza)
5:24.0,,,89-95,,Turnover by D. Gallinari (offensive foul)
5:07.0,Offensive foul by J. Harden,,89-95,,
5:07.0,Turnover by J. Harden (offensive foul),,89-95,,
4:56.0,,,89-95,,Shooting foul by J. Harden (drawn by W. Barton)
4:56.0,,,89-96,1,W. Barton makes free throw 1 of 2
4:56.0,,,89-97,1,W. Barton makes free throw 2 of 2
4:41.0,Turnover by D. Howard (traveling),,89-97,,
4:21.0,,,89-97,,D. Gallinari misses 3-pt shot from 24 ft
4:21.0,,,89-97,,Offensive rebound by Team
4:21.0,Loose ball foul by C. Brewer (drawn by J. Nelson),,89-97,,
4:21.0,T. Lawson enters the game for C. Brewer,,89-97,,
4:05.0,,,89-97,,E. Mudiay misses 2-pt shot from 1 ft
4:04.0,Defensive rebound by J. Harden,,89-97,,
3:54.0,D. Howard misses 2-pt shot at rim,,89-97,,
3:52.0,,,89-97,,Defensive rebound by K. Faried
3:43.0,,,89-99,2,J. Nelson makes 2-pt shot from 16 ft
3:19.0,T. Lawson misses 2-pt shot from 18 ft,,89-99,,
3:19.0,,,89-99,,Defensive rebound by K. Faried
3:09.0,,,89-99,,Shooting foul by T. Lawson (drawn by J. Nelson)
3:09.0,,,89-100,1,J. Nelson makes free throw 1 of 3
3:09.0,Houston full timeout,,89-100,,
3:09.0,T. Jones enters the game for D. Howard,,89-100,,
3:09.0,,,89-101,1,J. Nelson makes free throw 2 of 3
3:09.0,,,89-101,,J. Nelson misses free throw 3 of 3
3:06.0,,,89-101,,Offensive rebound by D. Gallinari
2:46.0,,,89-101,,J. Nelson misses 2-pt shot from 2 ft
2:45.0,Defensive rebound by T. Jones,,89-101,,
2:35.0,J. Terry misses 3-pt shot from 24 ft,,89-101,,
2:34.0,Offensive rebound by T. Jones,,89-101,,
2:29.0,T. Jones makes 2-pt shot from 1 ft,2,91-101,,
2:12.0,,,91-104,3,D. Gallinari makes 3-pt shot from 25 ft (assist by E. Mudiay)
1:54.0,T. Jones makes 3-pt shot from 24 ft (assist by T. Ariza),3,94-104,,
1:45.0,,,94-104,,Turnover by E. Mudiay (bad pass; steal by J. Terry)
1:39.0,T. Lawson misses 3-pt shot from 26 ft,,94-104,,
1:37.0,,,94-104,,Defensive rebound by K. Faried
1:12.0,,,94-104,,W. Barton misses 2-pt shot from 2 ft (block by J. Harden)
1:10.0,Defensive rebound by J. Harden,,94-104,,
1:02.0,J. Terry misses 3-pt shot from 24 ft,,94-104,,
1:02.0,,,94-104,,Defensive rebound by E. Mudiay
0:49.0,,,94-104,,Turnover by E. Mudiay (bad pass; steal by J. Harden)
0:47.0,J. Harden makes 2-pt shot from 2 ft,2,96-104,,
0:44.0,,,96-104,,Denver full timeout
0:44.0,,,96-104,,Denver full timeout
0:44.0,,,96-104,,R. Foye enters the game for K. Faried
0:44.0,,,96-104,,M. Miller enters the game for W. Barton
0:39.0,,,96-104,,Denver full timeout
0:39.0,Personal foul by T. Jones (drawn by D. Gallinari),,96-104,,
0:39.0,,,96-105,1,D. Gallinari makes free throw 1 of 2
0:39.0,,,96-105,,W. Barton enters the game for M. Miller
0:39.0,,,96-106,1,D. Gallinari makes free throw 2 of 2
0:34.0,J. Harden makes 2-pt shot at rim,2,98-106,,
0:32.0,Personal take foul by J. Terry (drawn by W. Barton),,98-106,,
0:32.0,,,98-107,1,W. Barton makes free throw 1 of 2
0:32.0,,,98-107,,W. Barton misses free throw 2 of 2
0:32.0,Defensive rebound by J. Harden,,98-107,,
0:32.0,Houston full timeout,,98-107,,
0:28.0,J. Harden misses 3-pt shot from 24 ft,,98-107,,
0:26.0,,,98-107,,Defensive rebound by E. Mudiay
0:03.0,,,98-107,,Turnover by Team (shot clock)
0:01.0,T. Jones misses 3-pt shot from 34 ft,,98-107,,
0:00.0,Offensive rebound by Team,,98-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
