time,Indiana,pts.away,score,pts.home,Brooklyn
2:45.0,,,108-93,,Shooting foul by L. Allen (drawn by T. Young)
2:45.0,Indiana full timeout,,108-93,,
2:45.0,,,108-94,1,T. Young makes free throw 1 of 2
2:45.0,,,108-95,1,T. Young makes free throw 2 of 2
2:36.0,Turnover by M. Ellis (lost ball),,108-95,,
2:17.0,,,108-95,,J. Johnson misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by M. Ellis,,108-95,,
2:00.0,M. Ellis makes 2-pt shot from 19 ft,2,110-95,,
1:46.0,,,110-95,,B. Lopez misses 2-pt shot from 7 ft
1:45.0,Defensive rebound by M. Turner,,110-95,,
1:38.0,Indiana full timeout,,110-95,,
1:38.0,,,110-95,,S. Larkin enters the game for J. Johnson
1:38.0,,,110-95,,B. Bogdanovic enters the game for B. Lopez
1:38.0,,,110-95,,T. Robinson enters the game for W. Ellington
1:38.0,,,110-95,,M. Brown enters the game for D. Sloan
1:38.0,S. Whittington enters the game for P. George,,110-95,,
1:38.0,J. Young enters the game for M. Ellis,,110-95,,
1:38.0,G. Robinson enters the game for G. Hill,,110-95,,
1:38.0,S. Hill enters the game for L. Allen,,110-95,,
1:38.0,,,110-95,,S. Karasev enters the game for T. Young
1:26.0,M. Turner makes 2-pt shot from 18 ft (assist by J. Young),2,112-95,,
1:17.0,,,112-95,,B. Bogdanovic misses 3-pt shot from 24 ft
1:15.0,Defensive rebound by S. Hill,,112-95,,
1:06.0,G. Robinson misses 3-pt shot from 22 ft,,112-95,,
1:05.0,Offensive rebound by M. Turner,,112-95,,
1:04.0,M. Turner makes 2-pt shot from 1 ft,2,114-95,,
0:50.0,,,114-97,2,B. Bogdanovic makes 2-pt shot from 3 ft (assist by S. Larkin)
0:50.0,,,114-97,,Shooting foul by S. Whittington (drawn by B. Bogdanovic)
0:50.0,,,114-97,,B. Bogdanovic misses free throw 1 of 1
0:49.0,Defensive rebound by M. Turner,,114-97,,
0:35.0,M. Turner misses 2-pt shot from 11 ft,,114-97,,
0:34.0,,,114-97,,Defensive rebound by T. Robinson
0:27.0,,,114-100,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by T. Robinson)
0:04.0,J. Young misses 3-pt shot from 27 ft,,114-100,,
0:03.0,Offensive rebound by S. Whittington,,114-100,,
0:02.0,S. Whittington misses 2-pt shot from 1 ft,,114-100,,
0:01.0,Offensive rebound by Team,,114-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
