time,Philadelphia,pts.away,score,pts.home,Boston
6:26.0,,,78-90,1,M. Smart makes free throw 2 of 2
6:02.0,H. Thompson misses 3-pt shot from 25 ft,,78-90,,
6:01.0,,,78-90,,Defensive rebound by D. Lee
5:56.0,,,78-93,3,M. Smart makes 3-pt shot from 26 ft (assist by D. Lee)
5:55.0,Philadelphia full timeout,,78-93,,
5:55.0,,,78-93,,J. Crowder enters the game for I. Thomas
5:46.0,N. Noel makes 2-pt shot from 1 ft,2,80-93,,
5:46.0,Shooting foul by D. Lee (drawn by N. Noel),,80-93,,
5:46.0,N. Noel misses free throw 1 of 1,,80-93,,
5:44.0,,,80-93,,Defensive rebound by E. Turner
5:34.0,,,80-93,,Turnover by D. Lee (bad pass)
5:34.0,,,80-93,,A. Johnson enters the game for E. Turner
5:27.0,Turnover by T. McConnell (bad pass; steal by J. Crowder),,80-93,,
5:24.0,,,80-93,,Shooting foul by H. Thompson (drawn by J. Crowder)
5:24.0,,,80-94,1,J. Crowder makes free throw 1 of 2
5:24.0,,,80-95,1,J. Crowder makes free throw 2 of 2
5:07.0,J. Okafor makes 2-pt shot at rim (assist by H. Thompson),2,82-95,,
4:56.0,,,82-95,,M. Smart misses 3-pt shot from 25 ft
4:55.0,,,82-95,,Offensive rebound by J. Crowder
4:51.0,,,82-95,,Shooting foul by H. Thompson (drawn by D. Lee)
4:51.0,J. Sampson enters the game for H. Thompson,,82-95,,
4:51.0,,,82-96,1,D. Lee makes free throw 1 of 2
4:51.0,,,82-97,1,D. Lee makes free throw 2 of 2
4:39.0,J. Okafor misses 2-pt shot from 8 ft,,82-97,,
4:37.0,,,82-97,,Defensive rebound by A. Johnson
4:30.0,,,82-99,2,A. Johnson makes 2-pt shot from 2 ft (assist by M. Smart)
4:10.0,Turnover by J. Okafor (bad pass),,82-99,,
3:59.0,,,82-99,,D. Lee misses 2-pt shot from 2 ft
3:58.0,,,82-99,,Offensive rebound by A. Johnson
3:58.0,,,82-101,2,A. Johnson makes 2-pt shot at rim
3:58.0,Philadelphia full timeout,,82-101,,
3:58.0,,,82-101,,T. Zeller enters the game for D. Lee
3:58.0,,,82-101,,I. Thomas enters the game for M. Smart
3:41.0,J. Okafor makes 2-pt shot from 10 ft (assist by I. Canaan),2,84-101,,
3:30.0,Personal foul by J. Okafor (drawn by T. Zeller),,84-101,,
3:30.0,,,84-102,1,T. Zeller makes free throw 1 of 2
3:30.0,J. Grant enters the game for J. Sampson,,84-102,,
3:30.0,,,84-103,1,T. Zeller makes free throw 2 of 2
3:10.0,Shooting foul by A. Bradley (drawn by I. Canaan),,84-103,,
3:10.0,I. Canaan makes free throw 1 of 2,1,85-103,,
3:10.0,I. Canaan makes free throw 2 of 2,1,86-103,,
2:59.0,,,86-105,2,I. Thomas makes 2-pt shot from 12 ft
2:31.0,N. Noel misses 2-pt shot from 5 ft,,86-105,,
2:30.0,,,86-105,,Defensive rebound by I. Thomas
2:18.0,,,86-105,,Turnover by A. Johnson (lost ball; steal by T. McConnell)
2:10.0,J. Okafor makes 2-pt shot from 2 ft (assist by T. McConnell),2,88-105,,
1:58.0,,,88-105,,Turnover by A. Bradley (lost ball)
1:58.0,C. Wood enters the game for N. Noel,,88-105,,
1:58.0,J. Sampson enters the game for J. Okafor,,88-105,,
1:58.0,R. Holmes enters the game for I. Canaan,,88-105,,
1:58.0,,,88-105,,T. Rozier enters the game for I. Thomas
1:58.0,,,88-105,,J. Mickey enters the game for A. Johnson
1:38.0,R. Holmes misses 2-pt shot from 5 ft,,88-105,,
1:35.0,Offensive rebound by C. Wood,,88-105,,
1:35.0,C. Wood misses 2-pt shot at rim,,88-105,,
1:33.0,,,88-105,,Defensive rebound by J. Mickey
1:28.0,,,88-105,,T. Rozier misses 2-pt shot from 1 ft
1:27.0,,,88-105,,Offensive rebound by T. Rozier
1:27.0,,,88-105,,T. Rozier misses 2-pt shot from 1 ft
1:26.0,,,88-105,,Offensive rebound by J. Mickey
1:26.0,,,88-105,,Shooting foul by J. Sampson (drawn by J. Mickey)
1:26.0,,,88-106,1,J. Mickey makes free throw 1 of 2
1:26.0,,,88-107,1,J. Mickey makes free throw 2 of 2
1:15.0,,,88-107,,Personal foul by J. Mickey (drawn by J. Grant)
1:15.0,J. Grant makes free throw 1 of 2,1,89-107,,
1:15.0,J. Grant makes free throw 2 of 2,1,90-107,,
1:00.0,,,90-110,3,J. Crowder makes 3-pt shot from 26 ft (assist by J. Mickey)
0:51.0,J. Grant makes 2-pt shot from 1 ft,2,92-110,,
0:51.0,Shooting foul by T. Zeller (drawn by J. Grant),,92-110,,
0:51.0,J. Grant makes free throw 1 of 1,1,93-110,,
0:36.0,,,93-112,2,T. Zeller makes 2-pt shot from 16 ft (assist by A. Bradley)
0:18.0,J. Sampson makes 2-pt shot from 5 ft,2,95-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
