time,Golden State,pts.away,score,pts.home,Dallas
5:18.0,Defensive rebound by S. Curry,,109-101,,
5:06.0,H. Barnes misses 2-pt shot from 9 ft,,109-101,,
5:05.0,,,109-101,,Defensive rebound by W. Matthews
4:56.0,,,109-101,,W. Matthews misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by D. Green,,109-101,,
4:47.0,S. Curry misses 2-pt shot from 8 ft,,109-101,,
4:46.0,,,109-101,,Defensive rebound by D. Nowitzki
4:32.0,,,109-101,,D. Nowitzki misses 2-pt shot from 18 ft
4:31.0,Defensive rebound by S. Curry,,109-101,,
4:21.0,S. Curry makes 2-pt shot from 1 ft,2,111-101,,
4:20.0,,,111-101,,Dallas full timeout
4:20.0,L. Barbosa enters the game for A. Varejao,,111-101,,
4:08.0,Personal foul by D. Green,,111-101,,
3:56.0,,,111-104,3,D. Williams makes 3-pt shot from 23 ft (assist by D. Nowitzki)
3:41.0,D. Green makes 2-pt shot from 5 ft (assist by S. Curry),2,113-104,,
3:24.0,,,113-106,2,D. Nowitzki makes 2-pt shot from 4 ft
3:13.0,S. Curry misses 2-pt shot from 3 ft,,113-106,,
3:12.0,,,113-106,,Defensive rebound by D. Nowitzki
3:03.0,,,113-108,2,R. Felton makes 2-pt shot from 1 ft (assist by D. Williams)
2:44.0,K. Thompson makes 3-pt shot from 25 ft (assist by H. Barnes),3,116-108,,
2:29.0,,,116-108,,Turnover by D. Williams (lost ball; steal by K. Thompson)
2:25.0,H. Barnes makes 2-pt shot at rim (assist by D. Green),2,118-108,,
2:25.0,Shooting foul by W. Matthews (drawn by H. Barnes),,118-108,,
2:25.0,H. Barnes makes free throw 1 of 1,1,119-108,,
2:08.0,,,119-108,,D. Nowitzki misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by K. Thompson,,119-108,,
1:58.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Green),3,122-108,,
1:58.0,,,122-108,,Dallas full timeout
1:58.0,,,122-108,,J. Anderson enters the game for W. Matthews
1:58.0,,,122-108,,D. Powell enters the game for D. Nowitzki
1:49.0,,,122-110,2,D. Williams makes 2-pt shot from 7 ft (assist by J. Barea)
1:32.0,H. Barnes makes 3-pt shot from 24 ft (assist by D. Green),3,125-110,,
1:24.0,,,125-112,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
1:16.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,128-112,,
1:08.0,,,128-112,,J. Barea misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by L. Barbosa,,128-112,,
1:06.0,Golden State full timeout,,128-112,,
1:06.0,B. Rush enters the game for H. Barnes,,128-112,,
1:06.0,M. Speights enters the game for D. Green,,128-112,,
1:06.0,I. Clark enters the game for K. Thompson,,128-112,,
1:06.0,J. McAdoo enters the game for S. Curry,,128-112,,
1:06.0,,,128-112,,S. Mejri enters the game for D. Williams
1:06.0,,,128-112,,C. Villanueva enters the game for R. Felton
0:53.0,I. Clark misses 3-pt shot from 24 ft,,128-112,,
0:52.0,,,128-112,,Defensive rebound by J. Anderson
0:42.0,,,128-112,,D. Powell misses 3-pt shot from 24 ft
0:41.0,Defensive rebound by I. Clark,,128-112,,
0:21.0,M. Speights makes 2-pt shot from 19 ft (assist by I. Clark),2,130-112,,
0:13.0,,,130-112,,J. Anderson misses 2-pt shot from 19 ft
0:12.0,Defensive rebound by Team,,130-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
