time,Denver,pts.away,score,pts.home,LA Lakers
6:03.0,,,103-97,2,L. Williams makes 2-pt shot from 1 ft (assist by K. Bryant)
6:03.0,Denver full timeout,,103-97,,
6:03.0,J. Hickson enters the game for D. Arthur,,103-97,,
6:03.0,E. Mudiay enters the game for W. Barton,,103-97,,
5:43.0,D. Gallinari misses 2-pt shot from 13 ft,,103-97,,
5:42.0,,,103-97,,Defensive rebound by T. Black
5:31.0,,,103-97,,K. Bryant misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by K. Faried,,103-97,,
5:29.0,,,103-97,,Personal take foul by L. Williams
5:12.0,E. Mudiay misses 2-pt shot from 2 ft,,103-97,,
5:12.0,,,103-97,,Defensive rebound by T. Black
5:04.0,,,103-97,,Shooting foul by E. Mudiay (drawn by L. Williams)
5:04.0,,,103-98,1,L. Williams makes free throw 1 of 3
5:04.0,,,103-99,1,L. Williams makes free throw 2 of 3
5:04.0,,,103-100,1,L. Williams makes free throw 3 of 3
4:43.0,D. Gallinari makes 2-pt shot from 19 ft,2,105-100,,
4:43.0,Shooting foul by K. Bryant (drawn by D. Gallinari),,105-100,,
4:43.0,D. Gallinari makes free throw 1 of 1,1,106-100,,
4:25.0,,,106-100,,J. Randle misses 2-pt shot at rim (block by J. Hickson)
4:23.0,Defensive rebound by K. Faried,,106-100,,
4:14.0,K. Faried misses 2-pt shot from 1 ft,,106-100,,
4:13.0,,,106-100,,Defensive rebound by T. Black
4:03.0,,,106-100,,L. Williams misses 3-pt shot from 23 ft
4:02.0,Defensive rebound by D. Gallinari,,106-100,,
3:44.0,J. Hickson makes 2-pt shot at rim (assist by J. Nelson),2,108-100,,
3:43.0,,,108-100,,LA Lakers full timeout
3:35.0,Personal foul by E. Mudiay (drawn by J. Clarkson),,108-100,,
3:35.0,,,108-101,1,J. Clarkson makes free throw 1 of 2
3:35.0,,,108-102,1,J. Clarkson makes free throw 2 of 2
3:09.0,J. Hickson makes 2-pt shot from 11 ft,2,110-102,,
2:55.0,,,110-104,2,T. Black makes 2-pt shot from 2 ft (assist by L. Williams)
2:32.0,K. Faried makes 2-pt shot at rim (assist by E. Mudiay),2,112-104,,
2:22.0,,,112-104,,J. Clarkson misses 3-pt shot from 22 ft
2:20.0,Defensive rebound by J. Nelson,,112-104,,
2:18.0,,,112-104,,Violation by T. Black (def goaltending)
2:18.0,D. Gallinari makes 2-pt shot from 1 ft (assist by J. Nelson),2,114-104,,
2:18.0,Shooting foul by K. Bryant (drawn by D. Gallinari),,114-104,,
2:18.0,D. Gallinari makes free throw 1 of 1,1,115-104,,
2:08.0,,,115-104,,J. Clarkson misses 2-pt shot from 19 ft
2:04.0,,,115-104,,Offensive rebound by T. Black
2:04.0,,,115-106,2,T. Black makes 2-pt shot at rim
1:43.0,E. Mudiay misses 2-pt shot from 11 ft,,115-106,,
1:42.0,Offensive rebound by D. Gallinari,,115-106,,
1:42.0,D. Gallinari makes 2-pt shot from 1 ft,2,117-106,,
1:34.0,,,117-106,,L. Williams misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by E. Mudiay,,117-106,,
1:18.0,Turnover by K. Faried (lost ball; steal by J. Clarkson),,117-106,,
1:14.0,,,117-108,2,J. Clarkson makes 2-pt shot from 4 ft
1:14.0,,,117-108,,Shooting foul by E. Mudiay (drawn by J. Clarkson)
1:14.0,,,117-108,,J. Clarkson misses free throw 1 of 1
1:12.0,Defensive rebound by J. Hickson,,117-108,,
0:54.0,J. Nelson misses 2-pt shot from 1 ft,,117-108,,
0:54.0,,,117-108,,Defensive rebound by Team
0:54.0,Loose ball foul by K. Faried (drawn by J. Randle),,117-108,,
0:54.0,,,117-108,,J. Randle misses free throw 1 of 2
0:54.0,,,117-108,,Offensive rebound by Team
0:54.0,,,117-109,1,J. Randle makes free throw 2 of 2
0:33.0,E. Mudiay makes 3-pt shot from 25 ft,3,120-109,,
0:14.0,,,120-109,,T. Black misses 2-pt shot from 20 ft
0:13.0,Defensive rebound by J. Hickson,,120-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
