time,Minnesota,pts.away,score,pts.home,New Orleans
4:59.0,,,87-99,1,J. Holiday makes free throw 1 of 2
4:59.0,,,87-100,1,J. Holiday makes free throw 2 of 2
4:46.0,Turnover by R. Rubio (lost ball),,87-100,,
4:34.0,,,87-100,,N. Cole misses 3-pt shot from 23 ft
4:32.0,,,87-100,,Offensive rebound by D. Cunningham
4:17.0,,,87-102,2,J. Holiday makes 2-pt shot from 9 ft
4:04.0,K. Towns misses 2-pt shot from 18 ft,,87-102,,
4:04.0,,,87-102,,Defensive rebound by R. Anderson
3:47.0,,,87-102,,A. Davis misses 2-pt shot from 1 ft
3:47.0,Defensive rebound by K. Towns,,87-102,,
3:31.0,R. Rubio makes 3-pt shot from 24 ft (assist by K. Towns),3,90-102,,
3:07.0,,,90-105,3,A. Davis makes 3-pt shot from 25 ft (assist by N. Cole)
2:54.0,K. Towns makes 2-pt shot from 4 ft (assist by T. Prince),2,92-105,,
2:37.0,,,92-105,,R. Anderson misses 2-pt shot from 18 ft
2:36.0,Defensive rebound by K. Towns,,92-105,,
2:24.0,A. Wiggins makes 2-pt shot from 2 ft,2,94-105,,
2:01.0,,,94-107,2,A. Davis makes 2-pt shot from 15 ft
1:55.0,,,94-107,,Personal foul by N. Cole (drawn by R. Rubio)
1:55.0,,,94-107,,New Orleans full timeout
1:48.0,A. Wiggins misses 2-pt shot from 17 ft,,94-107,,
1:48.0,Offensive rebound by K. Towns,,94-107,,
1:43.0,K. Towns makes 2-pt shot from 2 ft,2,96-107,,
1:43.0,Shooting foul by A. Davis (drawn by K. Towns),,96-107,,
1:43.0,K. Towns makes free throw 1 of 1,1,97-107,,
1:27.0,,,97-107,,A. Davis misses 2-pt shot from 18 ft
1:26.0,,,97-107,,Offensive rebound by J. Holiday
1:21.0,,,97-109,2,J. Holiday makes 2-pt shot from 1 ft
1:15.0,R. Rubio makes 2-pt shot from 1 ft,2,99-109,,
0:57.0,,,99-112,3,D. Cunningham makes 3-pt shot from 23 ft (assist by J. Holiday)
0:45.0,S. Muhammad misses 3-pt shot from 23 ft,,99-112,,
0:43.0,,,99-112,,Defensive rebound by N. Cole
0:24.0,,,99-114,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
0:10.0,K. Towns misses 2-pt shot from 5 ft,,99-114,,
0:08.0,,,99-114,,Defensive rebound by J. Holiday
0:00.0,End of 4th quarter,,,,End of 4th quarter
