time,Miami,pts.away,score,pts.home,Atlanta
2:28.0,,,95-81,3,K. Bazemore makes 3-pt shot from 23 ft (assist by D. Schroder)
2:10.0,Turnover by C. Bosh (3 sec),,95-81,,
2:10.0,D. Wade enters the game for B. Udrih,,95-81,,
1:58.0,,,95-83,2,D. Schroder makes 2-pt shot from 1 ft
1:42.0,Turnover by L. Deng (bad pass; steal by D. Schroder),,95-83,,
1:36.0,,,95-86,3,K. Bazemore makes 3-pt shot from 24 ft (assist by D. Schroder)
1:36.0,Miami full timeout,,95-86,,
1:23.0,G. Green misses 2-pt shot from 1 ft,,95-86,,
1:22.0,,,95-86,,Defensive rebound by A. Horford
1:19.0,,,95-86,,Offensive charge foul by K. Bazemore
1:19.0,,,95-86,,Turnover by K. Bazemore (offensive foul)
1:08.0,C. Bosh makes 2-pt shot from 18 ft (assist by G. Dragic),2,97-86,,
0:58.0,,,97-86,,A. Horford misses 3-pt shot from 23 ft
0:53.0,,,97-86,,Offensive rebound by D. Schroder
0:48.0,,,97-86,,D. Schroder misses 3-pt shot from 23 ft
0:46.0,,,97-86,,Offensive rebound by P. Millsap
0:41.0,,,97-86,,K. Korver misses 3-pt shot from 22 ft
0:39.0,,,97-86,,Offensive rebound by P. Millsap
0:39.0,,,97-88,2,P. Millsap makes 2-pt shot at rim
0:33.0,L. Deng makes 2-pt shot from 2 ft (assist by D. Wade),2,99-88,,
0:33.0,Shooting foul by A. Horford (drawn by L. Deng),,99-88,,
0:33.0,L. Deng makes free throw 1 of 1,1,100-88,,
0:31.0,,,100-88,,Turnover by A. Horford (bad pass; steal by G. Dragic)
0:08.0,Turnover by Team (shot clock),,100-88,,
0:00.0,,,100-88,,K. Bazemore misses 3-pt shot from 26 ft
0:00.0,,,100-88,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
