time,Golden State,pts.away,score,pts.home,LA Lakers
5:01.0,K. Thompson makes 2-pt shot from 9 ft (assist by S. Livingston),2,83-99,,
4:37.0,,,83-101,2,J. Clarkson makes 2-pt shot at rim
4:37.0,Technical foul by Team,,83-101,,
4:37.0,,,83-102,1,M. Huertas makes technical free throw
4:37.0,Golden State full timeout,,83-102,,
4:37.0,B. Rush enters the game for D. Green,,83-102,,
4:37.0,M. Speights enters the game for K. Thompson,,83-102,,
4:37.0,L. Barbosa enters the game for S. Curry,,83-102,,
4:37.0,I. Clark enters the game for S. Livingston,,83-102,,
4:16.0,J. McAdoo misses 2-pt shot from 2 ft,,83-102,,
4:13.0,Offensive rebound by M. Speights,,83-102,,
4:13.0,M. Speights misses 2-pt shot from 1 ft,,83-102,,
4:10.0,,,83-102,,Defensive rebound by N. Young
4:04.0,,,83-102,,Turnover by M. Huertas (bad pass)
4:04.0,,,83-102,,D. Russell enters the game for M. Huertas
3:48.0,L. Barbosa makes 2-pt shot from 4 ft (assist by J. McAdoo),2,85-102,,
3:48.0,Shooting foul by J. Clarkson (drawn by L. Barbosa),,85-102,,
3:48.0,L. Barbosa misses free throw 1 of 1,,85-102,,
3:46.0,,,85-102,,Defensive rebound by J. Randle
3:29.0,,,85-104,2,D. Russell makes 2-pt shot from 11 ft
3:23.0,Turnover by L. Barbosa (lost ball),,85-104,,
3:02.0,Personal foul by L. Barbosa (drawn by J. Clarkson),,85-104,,
2:57.0,,,85-104,,D. Russell misses 2-pt shot from 14 ft
2:54.0,,,85-104,,Offensive rebound by J. Randle
2:53.0,,,85-106,2,J. Randle makes 2-pt shot at rim
2:38.0,M. Speights misses 2-pt shot from 19 ft,,85-106,,
2:35.0,,,85-106,,Defensive rebound by J. Clarkson
2:16.0,,,85-106,,J. Clarkson misses 3-pt shot from 24 ft
2:14.0,Defensive rebound by I. Clark,,85-106,,
2:09.0,Turnover by I. Clark (bad pass; steal by N. Young),,85-106,,
1:53.0,Violation by J. McAdoo (kicked ball),,85-106,,
1:50.0,,,85-106,,Shooting foul by I. Clark (drawn by D. Russell)
1:50.0,,,85-107,1,D. Russell makes free throw 1 of 2
1:50.0,,,85-108,1,D. Russell makes free throw 2 of 2
1:35.0,L. Barbosa misses 2-pt shot from 2 ft,,85-108,,
1:35.0,Offensive rebound by Team,,85-108,,
1:35.0,,,85-108,,Loose ball foul by J. Randle (drawn by J. McAdoo)
1:35.0,J. McAdoo makes free throw 1 of 2,1,86-108,,
1:35.0,J. McAdoo makes free throw 2 of 2,1,87-108,,
1:19.0,,,87-108,,N. Young misses 3-pt shot from 24 ft
1:17.0,,,87-108,,Offensive rebound by J. Randle
1:17.0,,,87-110,2,J. Randle makes 2-pt shot at rim
1:11.0,J. McAdoo makes 2-pt shot at rim (assist by I. Clark),2,89-110,,
1:11.0,Shooting foul by J. Randle (drawn by J. McAdoo),,89-110,,
1:11.0,J. McAdoo makes free throw 1 of 1,1,90-110,,
0:59.0,,,90-110,,Turnover by D. Russell (bad pass)
0:51.0,J. McAdoo misses 2-pt shot at rim,,90-110,,
0:45.0,Offensive rebound by J. McAdoo,,90-110,,
0:45.0,J. McAdoo misses 2-pt shot from 1 ft,,90-110,,
0:45.0,Offensive rebound by J. McAdoo,,90-110,,
0:45.0,I. Clark makes 3-pt shot from 27 ft (assist by J. McAdoo),3,93-110,,
0:25.0,,,93-110,,Shooting foul by B. Rush (drawn by N. Young)
0:25.0,,,93-111,1,N. Young makes free throw 1 of 2
0:25.0,,,93-112,1,N. Young makes free throw 2 of 2
0:18.0,I. Clark makes 2-pt shot from 3 ft,2,95-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
