time,LA Clippers,pts.away,score,pts.home,Dallas
5:54.0,,,106-77,,S. Mejri enters the game for W. Matthews
5:54.0,,,106-77,,D. Powell enters the game for D. Williams
5:54.0,C. Aldrich enters the game for D. Jordan,,106-77,,
5:54.0,J. Crawford makes technical free throw,1,107-77,,
5:39.0,,,107-77,,R. Felton misses 2-pt shot from 21 ft
5:38.0,Defensive rebound by C. Aldrich,,107-77,,
5:25.0,A. Rivers misses 2-pt shot from 12 ft,,107-77,,
5:24.0,Offensive rebound by C. Aldrich,,107-77,,
5:23.0,C. Aldrich misses 2-pt shot from 4 ft,,107-77,,
5:22.0,,,107-77,,Defensive rebound by S. Mejri
5:09.0,,,107-77,,S. Mejri misses 2-pt shot from 19 ft
5:08.0,Defensive rebound by J. Crawford,,107-77,,
4:44.0,J. Crawford misses 3-pt shot from 24 ft,,107-77,,
4:43.0,,,107-77,,Defensive rebound by Team
4:30.0,,,107-77,,C. Villanueva misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by A. Rivers,,107-77,,
4:22.0,,,107-77,,Personal foul by J. Anderson (drawn by A. Rivers)
4:22.0,J. Green enters the game for J. Crawford,,107-77,,
4:14.0,C. Aldrich makes 2-pt shot from 1 ft (assist by P. Prigioni),2,109-77,,
3:55.0,,,109-79,2,S. Mejri makes 2-pt shot at rim (assist by C. Villanueva)
3:39.0,Turnover by P. Prigioni (bad pass; steal by D. Powell),,109-79,,
3:27.0,,,109-81,2,J. Anderson makes 2-pt shot from 5 ft
3:01.0,W. Johnson misses 3-pt shot from 23 ft,,109-81,,
3:00.0,,,109-81,,Defensive rebound by S. Mejri
3:00.0,Loose ball foul by C. Aldrich (drawn by S. Mejri),,109-81,,
2:45.0,,,109-81,,D. Powell misses 2-pt shot from 9 ft
2:44.0,,,109-81,,Offensive rebound by S. Mejri
2:42.0,,,109-83,2,S. Mejri makes 2-pt shot at rim
2:26.0,J. Green misses 2-pt shot from 10 ft,,109-83,,
2:25.0,,,109-83,,Defensive rebound by J. Anderson
2:10.0,,,109-86,3,J. Anderson makes 3-pt shot from 24 ft (assist by R. Felton)
1:53.0,Official timeout,,109-86,,
1:53.0,A. Stepheson enters the game for W. Johnson,,109-86,,
1:45.0,J. Green misses 2-pt shot from 14 ft,,109-86,,
1:44.0,,,109-86,,Defensive rebound by S. Mejri
1:33.0,,,109-86,,Turnover by J. Anderson (bad pass; steal by P. Prigioni)
1:27.0,C. Aldrich misses 2-pt shot from 5 ft,,109-86,,
1:26.0,Offensive rebound by P. Prigioni,,109-86,,
1:09.0,J. Green misses 3-pt shot from 22 ft,,109-86,,
1:08.0,,,109-86,,Defensive rebound by S. Mejri
1:04.0,Shooting block foul by A. Rivers (drawn by J. Anderson),,109-86,,
1:04.0,,,109-87,1,J. Anderson makes free throw 1 of 2
1:04.0,,,109-88,1,J. Anderson makes free throw 2 of 2
0:51.0,C. Aldrich misses 2-pt shot from 1 ft (block by S. Mejri),,109-88,,
0:50.0,,,109-88,,Defensive rebound by Team
0:39.0,,,109-88,,D. Powell misses 2-pt shot from 4 ft (block by A. Stepheson)
0:38.0,Defensive rebound by C. Aldrich,,109-88,,
0:32.0,Shooting foul by R. Felton (drawn by A. Stepheson),,109-88,,
0:32.0,A. Stepheson misses free throw 1 of 2,,109-88,,
0:32.0,Offensive rebound by Team,,109-88,,
0:32.0,A. Stepheson misses free throw 2 of 2,,109-88,,
0:32.0,,,109-88,,Defensive rebound by S. Mejri
0:26.0,,,109-88,,Shooting foul by A. Stepheson (drawn by R. Felton)
0:26.0,,,109-89,1,R. Felton makes free throw 1 of 2
0:26.0,,,109-90,1,R. Felton makes free throw 2 of 2
0:02.0,Turnover by Team (shot clock),,109-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
