time,Cleveland,pts.away,score,pts.home,Toronto
0:27.0,I. Shumpert enters the game for K. Irving,,97-97,,
0:27.0,,,97-97,,J. Valanciunas enters the game for B. Biyombo
0:04.0,,,97-99,2,K. Lowry makes 2-pt shot from 23 ft
0:04.0,Cleveland full timeout,,97-99,,
0:04.0,Cleveland full timeout,,97-99,,
0:04.0,K. Love enters the game for T. Thompson,,97-99,,
0:04.0,K. Irving enters the game for I. Shumpert,,97-99,,
0:04.0,,,97-99,,B. Biyombo enters the game for J. Valanciunas
0:04.0,,,97-99,,C. Joseph enters the game for T. Ross
0:00.0,L. James misses 3-pt shot from 26 ft,,97-99,,
0:00.0,Offensive rebound by Team,,97-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
