time,Toronto,pts.away,score,pts.home,Orlando
1:02.0,K. Lowry makes free throw 2 of 2,1,96-91,,
1:02.0,,,96-91,,Orlando full timeout
0:59.0,,,96-93,2,N. Vucevic makes 2-pt shot from 1 ft
0:59.0,,,96-93,,Shooting foul by B. Biyombo (drawn by N. Vucevic)
0:59.0,,,96-94,1,N. Vucevic makes free throw 1 of 1
0:59.0,Toronto full timeout,,96-94,,
0:59.0,J. Valanciunas enters the game for B. Biyombo,,96-94,,
0:59.0,Toronto full timeout,,96-94,,
0:45.0,D. DeRozan misses 2-pt shot from 16 ft,,96-94,,
0:43.0,,,96-94,,Defensive rebound by J. Smith
0:33.0,,,96-96,2,V. Oladipo makes 2-pt shot from 12 ft
0:09.0,K. Lowry misses 2-pt shot from 21 ft,,96-96,,
0:07.0,,,96-96,,Defensive rebound by V. Oladipo
0:03.0,,,96-96,,V. Oladipo misses 3-pt shot from 26 ft
0:01.0,,,96-96,,Offensive rebound by Team
0:01.0,,,96-96,,Orlando full timeout
0:00.0,B. Biyombo enters the game for D. DeRozan,,96-96,,
0:00.0,,,96-96,,J. Smith misses 2-pt shot from 17 ft
0:00.0,,,96-96,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:47.0,,,96-96,,V. Oladipo misses 2-pt shot from 11 ft
4:46.0,Defensive rebound by J. Valanciunas,,96-96,,
4:23.0,J. Valanciunas makes 2-pt shot from 17 ft (assist by C. Joseph),2,98-96,,
4:05.0,,,98-96,,Turnover by E. Fournier (lost ball; steal by C. Joseph)
4:01.0,C. Joseph makes 2-pt shot from 1 ft (assist by J. Valanciunas),2,100-96,,
3:34.0,,,100-98,2,N. Vucevic makes 2-pt shot from 18 ft (assist by V. Oladipo)
3:14.0,P. Patterson makes 3-pt shot from 24 ft (assist by D. DeRozan),3,103-98,,
2:57.0,,,103-98,,Turnover by T. Harris (step out of bounds)
2:47.0,D. DeRozan misses 2-pt shot from 20 ft,,103-98,,
2:46.0,,,103-98,,Defensive rebound by J. Smith
2:38.0,,,103-98,,J. Smith misses 2-pt shot from 19 ft
2:36.0,,,103-98,,Offensive rebound by N. Vucevic
2:34.0,,,103-98,,N. Vucevic misses 2-pt shot from 9 ft (block by J. Valanciunas)
2:30.0,Defensive rebound by J. Valanciunas,,103-98,,
2:15.0,C. Joseph misses 3-pt shot from 23 ft,,103-98,,
2:14.0,Offensive rebound by D. DeRozan,,103-98,,
1:54.0,P. Patterson misses 3-pt shot from 24 ft,,103-98,,
1:52.0,Offensive rebound by J. Valanciunas,,103-98,,
1:39.0,D. DeRozan misses 2-pt shot from 14 ft,,103-98,,
1:38.0,,,103-98,,Defensive rebound by T. Harris
1:38.0,,,103-98,,Orlando full timeout
1:38.0,B. Biyombo enters the game for J. Valanciunas,,103-98,,
1:20.0,,,103-100,2,V. Oladipo makes 2-pt shot at rim (assist by J. Smith)
1:20.0,Toronto full timeout,,103-100,,
1:20.0,J. Valanciunas enters the game for B. Biyombo,,103-100,,
1:13.0,,,103-100,,Personal foul by E. Fournier (drawn by D. DeRozan)
1:04.0,D. DeRozan misses 2-pt shot from 6 ft (block by J. Smith),,103-100,,
1:02.0,,,103-100,,Defensive rebound by V. Oladipo
0:44.0,,,103-100,,V. Oladipo misses 3-pt shot from 26 ft
0:43.0,Defensive rebound by Team,,103-100,,
0:43.0,,,103-100,,Loose ball foul by J. Smith (drawn by K. Lowry)
0:43.0,K. Lowry makes free throw 1 of 2,1,104-100,,
0:43.0,B. Biyombo enters the game for J. Valanciunas,,104-100,,
0:43.0,K. Lowry makes free throw 2 of 2,1,105-100,,
0:43.0,,,105-100,,Orlando full timeout
0:38.0,,,105-103,3,V. Oladipo makes 3-pt shot from 24 ft (assist by N. Vucevic)
0:12.0,K. Lowry misses 2-pt shot from 19 ft,,105-103,,
0:10.0,,,105-103,,Defensive rebound by T. Harris
0:10.0,,,105-103,,Orlando full timeout
0:08.0,Personal foul by K. Lowry (drawn by V. Oladipo),,105-103,,
0:01.0,,,105-103,,Turnover by V. Oladipo (lost ball; steal by K. Lowry)
0:01.0,,,105-103,,Personal take foul by T. Harris (drawn by K. Lowry)
0:01.0,K. Lowry misses free throw 1 of 2,,105-103,,
0:01.0,Offensive rebound by Team,,105-103,,
0:01.0,K. Lowry makes free throw 2 of 2,1,106-103,,
0:00.0,,,106-103,,N. Vucevic misses 3-pt shot from 43 ft
0:00.0,,,106-103,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
