time,Oklahoma City,pts.away,score,pts.home,Utah
3:35.0,,,108-77,,T. Lyles enters the game for T. Booker
3:35.0,,,108-77,,E. Millsap enters the game for J. Ingles
3:28.0,,,108-77,,J. Withey misses 2-pt shot from 1 ft (block by M. McGary)
3:26.0,Defensive rebound by M. McGary,,108-77,,
3:20.0,A. Morrow makes 3-pt shot from 26 ft (assist by C. Payne),3,111-77,,
2:53.0,,,111-80,3,C. Johnson makes 3-pt shot from 25 ft (assist by R. Neto)
2:33.0,K. Singler misses 3-pt shot from 24 ft,,111-80,,
2:32.0,Offensive rebound by M. McGary,,111-80,,
2:28.0,,,111-80,,Personal foul by E. Millsap (drawn by K. Singler)
2:28.0,Oklahoma City full timeout,,111-80,,
2:15.0,A. Morrow misses 2-pt shot from 12 ft,,111-80,,
2:15.0,,,111-80,,Defensive rebound by T. Lyles
2:02.0,,,111-82,2,R. Neto makes 2-pt shot from 2 ft
2:02.0,,,111-82,,Shooting foul by K. Singler (drawn by R. Neto)
2:02.0,,,111-82,,R. Neto misses free throw 1 of 1
2:01.0,,,111-82,,Offensive rebound by J. Withey
1:59.0,,,111-82,,Shooting foul by M. McGary (drawn by J. Withey)
1:59.0,,,111-83,1,J. Withey makes free throw 1 of 2
1:59.0,,,111-84,1,J. Withey makes free throw 2 of 2
1:43.0,C. Payne misses 2-pt shot from 19 ft,,111-84,,
1:43.0,,,111-84,,Defensive rebound by E. Millsap
1:35.0,,,111-87,3,C. Johnson makes 3-pt shot from 23 ft (assist by E. Millsap)
1:35.0,Oklahoma City full timeout,,111-87,,
1:35.0,A. Roberson enters the game for M. McGary,,111-87,,
1:20.0,D. Augustin misses 3-pt shot from 24 ft,,111-87,,
1:19.0,,,111-87,,Defensive rebound by T. Lyles
1:09.0,,,111-87,,Shooting foul by C. Payne (drawn by E. Millsap)
1:09.0,,,111-87,,E. Millsap misses free throw 1 of 2
1:09.0,,,111-87,,Offensive rebound by Team
1:09.0,,,111-88,1,E. Millsap makes free throw 2 of 2
1:01.0,,,111-88,,Personal foul by R. Neto (drawn by D. Augustin)
0:55.0,C. Payne misses 2-pt shot from 5 ft,,111-88,,
0:55.0,,,111-88,,Defensive rebound by J. Withey
0:43.0,,,111-88,,E. Millsap misses 2-pt shot from 16 ft
0:41.0,Defensive rebound by K. Singler,,111-88,,
0:23.0,A. Roberson misses 3-pt shot from 24 ft,,111-88,,
0:22.0,,,111-88,,Defensive rebound by T. Lyles
0:16.0,,,111-88,,Shooting foul by A. Roberson (drawn by E. Millsap)
0:16.0,,,111-89,1,E. Millsap makes free throw 1 of 2
0:16.0,,,111-89,,E. Millsap misses free throw 2 of 2
0:16.0,Defensive rebound by A. Roberson,,111-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
